@relation R_data_frame-weka.filters.unsupervised.attribute.RandomProjection-N4-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute Class {1,2}

@data
723.845683,372.715683,232.765112,216.553982,1
1348.690287,365.173988,236.186951,210.082175,2
1340.08771,421.215531,236.131526,218.670202,1
866.545019,327.704013,202.126346,208.38667,1
1581.99753,434.629225,240.993566,214.480718,1
992.71245,376.411706,203.241959,247.205566,1
1501.174844,455.144501,270.354771,212.693414,1
1090.350752,373.628128,220.594684,202.513632,1
1067.520763,485.840252,340.802474,258.210843,1
930.32779,361.998619,207.753952,177.873477,1
971.831191,335.076487,205.612444,236.311313,1
1264.39709,382.783228,220.655652,287.249888,1
1327.407885,409.719563,215.136818,230.524011,1
1203.125792,341.538769,185.061142,222.906798,1
1147.579962,492.768455,300.032423,202.842375,1
1280.663298,362.450511,212.786945,211.656435,1
1319.245423,371.236165,193.023379,187.476487,1
692.616634,333.878254,173.515291,188.596084,1
828.707503,295.078411,154.649274,248.599001,2
818.139395,369.028667,213.352979,233.696089,1
487.355796,290.010257,164.467231,172.880321,2
1017.788908,548.7615,426.099221,256.774627,1
1328.482969,384.515279,181.865335,147.224319,1
1285.542485,390.000165,213.983099,243.736095,1
1314.493368,384.915037,276.777216,230.450746,1
1483.237899,395.736024,224.387875,225.994525,1
758.530001,337.858161,180.91721,251.236395,1
1444.122822,398.065979,218.923081,231.544189,1
1222.82787,391.876495,214.172586,247.969747,1
1094.757955,359.069374,224.78105,201.519089,1
977.821489,515.993697,419.1317,262.189191,1
978.654086,430.323866,269.202265,213.873634,1
1272.389638,424.983954,230.739478,235.033406,1
479.412265,318.396145,153.741679,221.433862,1
601.907747,312.866746,153.986072,225.866007,1
616.177075,330.388692,175.287525,233.92957,1
1202.04326,391.443483,229.921431,251.558729,1
1320.778288,403.07507,237.982569,240.818802,1
906.371969,408.899783,235.196392,211.722427,1
1282.388074,368.703387,227.631833,231.118105,1
1296.353427,387.632971,196.978171,213.995397,1
1273.750164,375.855025,210.845489,257.70751,1
1240.040125,367.488527,218.121662,229.109445,1
964.064329,366.340524,204.930709,237.305856,1
733.117524,346.031189,204.924127,204.383727,1
985.344479,361.132593,203.736633,198.861083,1
1325.018868,388.969075,214.027959,235.97235,1
976.948709,362.323378,200.915815,212.414901,1
1266.413543,365.64372,202.157349,198.126867,1
654.591364,321.460316,160.593672,242.688031,1
2133.321773,842.341514,861.851854,217.450838,1
1122.901875,417.824002,280.88079,198.336618,1
1056.217919,392.509387,282.063954,210.423389,2
927.513207,359.075783,176.841348,226.155433,1
595.865315,351.407301,213.030125,229.362498,1
1470.258429,413.815863,222.437586,235.082596,1
1020.177926,374.122974,233.325257,254.279781,1
1479.748855,361.940941,211.705626,233.152052,1
978.554493,396.098369,239.986551,216.616509,1
963.478723,372.390924,216.03021,205.439759,1
1543.56748,441.828148,243.126759,202.356708,1
1062.61317,402.701813,218.502713,159.673434,1
954.74503,348.527074,202.619634,184.559713,1
1268.374398,418.771434,249.015213,247.903756,1
1051.987905,368.401318,217.594252,216.032289,1
1255.736835,640.858799,433.111948,150.931947,1
568.97869,311.444386,151.455719,225.465903,1
1104.831909,547.111549,409.473265,142.664175,1
699.450787,319.373888,170.004251,232.202195,1
836.980297,371.724777,190.597989,205.260838,1
1225.810808,431.857944,257.444065,238.08424,1
544.682694,306.41555,198.305095,208.362594,2
756.146525,319.396231,164.966581,236.235622,1
514.023143,327.035961,163.664252,224.361201,1
1125.400012,365.376118,210.740527,231.136811,1
1535.098271,426.585927,246.225572,211.778545,1
954.013585,361.305798,204.079233,222.054456,1
707.090343,346.952986,215.983445,222.312878,1
1434.5813,371.383909,214.054806,239.427965,1
737.320692,323.893501,184.424267,236.028122,1
981.169024,342.192964,187.766259,243.670277,1
1030.013376,422.558563,256.302297,198.449202,1
1198.421715,379.634014,184.4693,224.94369,1
1149.136903,373.493201,227.579525,234.971745,1
858.764127,325.359162,169.500397,245.478018,1
1080.863963,448.280383,277.231359,195.145834,1
888.725488,360.93895,196.067978,240.235274,1
670.212557,341.122903,167.802121,228.394801,1
1201.817401,418.779748,241.675474,191.057502,1
924.193386,500.129671,322.554279,190.837185,1
753.095691,323.547091,172.664508,239.271561,1
1016.425264,363.153377,219.74442,237.77351,1
975.818199,367.194771,217.374801,221.91901,1
1239.510291,419.543755,234.323611,219.930442,1
1369.133509,414.21614,256.809614,235.486857,1
568.33991,316.369646,159.976023,230.27858,1
1062.685397,382.927508,208.592438,218.530945,1
1084.197122,377.786955,211.926116,237.478715,1
1317.972712,424.823912,267.024557,216.321888,1
1029.478865,416.522712,270.663942,199.99523,1
881.613861,351.779519,221.228095,221.107024,1
1518.513538,455.281852,277.213346,219.769361,1
717.633336,338.1197,180.8772,226.558308,1
1407.868747,379.030394,215.283523,230.056011,1
1749.859234,459.835067,248.379377,235.29356,1
1003.756006,399.192158,228.619968,232.518814,1
1138.246113,362.171824,207.884548,189.584739,1
1222.216629,348.651608,203.431792,195.948813,1
1624.605807,445.483468,275.252838,235.028383,1
1189.26367,370.799342,240.038686,227.194144,2
595.962137,311.769145,163.45069,224.857954,1
716.096661,316.691807,175.196939,232.609401,1
1432.770788,408.763991,204.288638,195.874335,1
1012.903312,446.869108,313.458241,156.484209,1
1164.793603,368.488613,225.087797,207.593391,1
899.194177,360.612978,206.364327,206.260404,1
1139.343021,424.958666,319.317423,221.370296,1
894.011708,379.592618,208.932266,238.699638,1
1202.176455,367.594529,231.007427,247.422592,1
679.926244,368.349529,239.224276,207.016098,1
1342.643004,389.425817,186.730146,220.282222,1
729.375775,309.171069,160.478491,231.423119,1
1198.290426,381.62847,222.67886,200.729447,1
815.086136,323.013273,173.845593,238.778099,1
1046.678303,357.322082,199.142022,230.699468,1
523.990922,299.796691,143.166643,228.712113,1
1374.873006,410.120706,266.753838,223.714973,2
648.653027,337.749907,158.822824,230.240994,1
1204.978913,398.283698,261.542443,223.369775,1
981.737656,452.568075,301.019345,224.792655,1
1583.805791,385.752483,232.969321,210.585682,1
1302.502207,367.937128,261.975976,236.229906,1
982.938833,363.297657,214.871641,218.058961,1
1146.652968,372.532259,238.455072,235.354701,1
1308.674544,386.089887,216.236671,209.166959,1
1551.735139,447.963072,241.60879,234.050467,1
1097.95636,461.568158,284.212217,212.710562,1
530.488711,327.790615,150.904927,233.496903,1
1499.59937,394.856662,225.590265,226.115942,1
1061.400735,410.380514,246.843221,184.778991,1
1026.413309,369.273232,205.707361,177.881618,1
1174.712538,382.616778,235.250951,216.312188,1
974.904023,355.310997,194.829042,243.960569,1
750.411012,365.46272,184.569413,231.885057,1
1106.780466,374.122974,182.881183,303.036665,1
1067.783169,434.692272,313.214888,212.118893,1
1436.968586,399.089794,224.473785,226.670891,1
1141.330376,376.948989,211.100101,196.171901,1
621.264974,304.732689,154.043403,226.532327,1
1376.980392,450.473679,289.016926,205.430579,1
1582.181301,438.271901,252.455585,195.802974,1
1217.490382,375.430846,244.23354,229.440094,2
958.731345,476.948422,368.642073,222.726145,1
1180.015211,385.359134,232.222114,240.426492,1
1474.977921,370.111891,183.490172,243.786151,1
1364.423024,398.371686,239.576748,255.538809,1
598.375403,312.466815,154.212451,230.854487,1
1594.517486,774.792745,725.895392,219.559783,1
882.928488,360.517023,195.92595,227.722073,1
1392.29328,446.554222,257.16659,214.744336,1
1228.388619,370.020785,209.981542,194.194765,1
1003.810046,350.567083,216.878395,205.335143,1
419.042846,292.943485,132.471403,221.046403,1
1026.528663,399.815004,271.152208,229.286981,1
1138.650201,369.619642,187.076556,189.17355,1
556.438123,309.553506,178.923793,222.73775,1
1098.976711,527.818755,387.294701,210.255553,1
1201.835414,375.855025,206.07698,207.881084,1
787.267148,319.946504,173.694732,224.171022,1
1582.517146,427.239257,247.688115,223.326301,1
1309.269676,417.19215,272.88651,216.700341,1
661.953619,324.332922,169.147232,223.819416,1
1550.878293,419.849116,235.484085,220.80738,1
1311.793274,414.265157,237.387089,204.640417,1
865.634134,337.91757,188.316012,246.338501,1
1038.446385,351.733966,190.322419,222.776375,1
1136.720177,348.513391,191.208536,241.617104,1
1055.614819,352.870191,219.929923,213.932523,1
1355.85734,371.096908,229.647074,202.68268,1
1051.35484,381.330557,205.875543,212.814831,1
836.207456,368.100807,208.014106,220.419747,1
1374.468918,387.806176,237.351929,236.147114,1
1693.788246,423.250171,249.195173,242.014263,1
1341.140277,400.370126,227.488592,187.21131,1
1437.60217,428.249562,250.300394,197.656788,1
1870.903605,464.766909,235.262556,203.288032,1
967.422429,345.977149,210.259537,234.999804,2
811.589472,331.712498,182.023125,232.988893,1
820.607221,340.251682,176.196159,239.837075,1
564.392739,422.002575,258.662043,221.565845,1
1315.728667,370.816316,211.087803,200.942489,1
589.7633,320.429399,143.058217,231.455681,1
843.595346,338.009715,194.006491,200.472757,1
533.125239,361.998619,192.633495,213.444258,1
1694.50774,470.371133,274.522605,213.388833,1
1676.315837,392.247674,228.843922,200.703293,1
963.020249,348.835033,221.622136,235.725187,2
873.516524,332.207345,183.838833,221.012974,1
1382.550148,444.576739,247.450305,221.737837,1
902.546907,338.937575,214.812578,206.771706,2
1006.898985,382.109634,203.378272,247.232239,1
1390.225558,456.955706,275.075476,226.465643,1
1407.805007,387.803231,214.931051,237.059212,1
1154.044149,395.832846,237.123818,215.427803,1
1073.17868,360.266568,202.384941,164.433802,1
950.73845,355.385302,185.980341,246.423545,1
1372.25657,392.283181,225.2177,229.227052,1
1115.19321,383.426512,279.534641,200.606991,2
1066.785854,344.992998,186.124967,225.18635,1
1351.358684,398.498472,244.623771,206.845838,1
1094.933239,359.712312,229.27832,222.714367,1
1137.566284,389.0969,225.277456,254.174992,1
1027.085344,395.011854,229.631486,208.749015,1
639.704041,323.316208,153.107229,268.888937,1
916.148876,353.550368,231.781653,224.903333,2
1315.425904,397.572344,244.338502,207.502978,1
1295.66511,393.084427,207.307083,249.620391,1
1417.625909,387.286561,219.499681,198.062608,1
1328.699476,395.557103,238.15612,198.428071,1
1338.176219,398.514753,235.880032,217.600487,1
1149.339552,351.235135,212.808769,235.551116,1
1185.12251,354.737342,192.05066,243.390724,1
915.484981,347.01967,212.488166,201.006228,1
1190.010184,367.377156,217.795343,191.013161,1
1650.067127,443.866945,217.90325,191.55893,1
719.227516,325.625552,176.698454,234.63105,1
727.740719,336.967713,188.396206,234.536653,1
877.861027,430.510928,276.148481,237.767794,1
788.459665,359.588816,189.564301,197.343807,1
1415.709741,428.955719,215.9275,224.17414,1
1111.735517,393.328993,226.798543,242.878383,1
812.007242,350.090769,190.734128,193.894081,1
1213.217759,398.818728,237.114984,191.443922,1
1262.866476,369.89348,225.700423,244.150921,1
907.017331,450.044477,301.691727,195.934437,1
1026.323935,363.17191,234.215704,224.194924,2
1175.924627,396.432828,244.175343,230.53042,1
998.931378,370.832078,239.712021,225.035835,2
1206.313632,368.658008,217.491715,237.464512,1
1729.929045,659.99796,626.87907,221.555972,1
1403.731051,361.228895,209.702509,190.295399,1
1108.240931,367.602323,226.816903,195.781324,1
1347.881938,396.916763,209.216322,221.100269,1
1054.076758,402.887315,235.511452,216.073338,1
1146.982231,392.537446,207.780279,248.019457,1
844.75963,351.606314,202.794744,225.810062,1
828.459127,353.723226,193.208362,238.482785,1
1150.298243,488.654834,306.183282,163.854778,1
1087.035087,382.436818,223.673404,175.738205,1
946.839604,367.772064,210.191813,233.668723,1
1225.076419,453.949212,276.624795,199.937726,1
872.189599,382.935995,211.92525,224.213977,1
1014.115748,564.648563,424.489107,132.528907,1
1118.904822,371.918593,237.043451,192.090324,1
1022.574391,412.797591,266.209627,221.109276,1
657.452885,323.725838,167.267091,232.341279,1
1184.30706,365.809131,211.200906,235.888866,1
705.983909,342.59965,166.372314,254.069164,1
966.297116,326.234194,204.991504,229.910519,2
1182.503476,556.746081,421.72025,189.185328,1
1451.82837,447.696163,253.285064,227.125035,1
1078.794162,479.79626,348.992822,228.198906,1
1146.617635,361.998619,180.133284,124.220605,1
1043.830465,348.187246,200.490077,236.514482,1
1084.0906,333.904755,189.623883,226.191459,1
747.756471,324.646597,164.587608,231.24541,1
1458.245445,411.485735,224.398267,197.34017,1
1611.351635,406.635993,225.489286,189.806441,1
1433.157728,635.412019,528.512614,220.583772,1
732.729718,349.94649,191.773185,234.819151,1
786.442173,343.705737,205.575032,193.867927,1
1410.519304,505.129062,324.972915,198.811893,1
1260.20518,447.935878,262.005247,224.247752,1
926.826449,345.155984,206.74815,230.692713,1
1727.658846,450.147707,255.420856,188.851562,1
973.812311,353.071975,232.111089,230.199598,2
435.844259,293.575164,136.030247,236.201674,1
883.345912,363.817272,211.413948,213.724158,1
1243.047831,375.892611,222.407275,193.765563,1
1298.691696,395.860212,231.35834,242.788663,1
1428.803352,400.588711,227.646555,180.592624,1
1181.162522,413.960143,283.405947,211.322323,2
1186.524085,578.227842,405.708307,224.919788,1
1141.021898,393.242217,233.607755,221.587149,1
1215.755387,346.554441,210.049092,262.46043,1
1048.802317,383.33021,193.877107,235.714794,1
992.217603,323.398654,172.570631,171.411196,1
1571.403095,383.216241,233.62698,218.347694,1
1216.869615,404.676351,230.279446,188.049969,1
996.391152,343.382363,193.160558,217.340853,1
680.695967,292.716586,164.562147,207.066674,1
1038.65579,513.619056,391.427201,229.97703,1
1072.178767,358.21963,194.657742,220.800625,1
1037.498434,384.515279,210.636258,244.177941,1
1010.905218,451.663425,314.984871,218.952353,1
1008.359104,334.38765,210.996871,192.51866,1
1180.080856,443.197161,287.629034,205.056456,1
963.713069,388.136824,241.098701,231.201243,1
1191.650956,375.588636,247.570163,241.528596,1
708.928396,425.911294,255.701448,233.355395,1
1494.254608,421.032626,236.61165,240.887218,1
1041.347397,328.512361,188.891919,227.89268,1
1197.25466,410.292352,223.691417,246.414538,1
1130.762788,380.718104,232.230081,200.026754,1
736.814414,308.411565,164.637665,220.503058,1
1686.855193,466.571186,236.593983,206.942486,1
1131.065204,366.689532,218.877875,232.495085,1
1153.978851,357.235479,188.310815,243.271905,1
1548.836552,418.440092,250.58549,218.475866,1
1155.030552,351.853824,185.015935,193.71135,1
817.527981,332.553755,179.337926,154.656375,1
1026.611282,467.406208,278.277345,167.529497,1
1343.686565,388.749104,237.59407,244.826594,1
1165.245321,394.744252,253.553359,198.005104,1
995.157759,436.418607,269.944275,234.042153,1
1409.442315,439.102766,269.841045,208.381474,1
1016.322727,357.975758,202.70537,233.990191,1
946.194588,332.801265,173.46714,242.8382,1
1118.976355,392.102008,210.641281,228.397746,1
789.260912,333.454421,175.368585,225.56463,1
1291.834333,369.399152,233.630444,214.522287,1
838.016757,583.474743,383.606645,226.578919,1
1378.674857,381.50307,229.481317,219.840722,1
1069.946674,391.503411,250.127709,212.093605,1
934.507921,333.286586,198.986484,207.433869,1
892.202927,347.7092,189.61938,233.023014,1
1083.094671,594.52644,455.259682,209.567409,1
945.100278,333.153391,223.253382,211.84852,1
1261.331013,426.084499,292.805094,215.565328,1
1071.79304,366.155541,204.341812,241.815943,1
1388.349747,381.58413,213.427111,228.76165,1
787.453344,349.926744,186.043734,236.400687,1
1161.967069,493.037269,314.802313,242.753329,1
465.705161,300.727321,138.999502,226.234934,1
933.371696,371.983372,251.381367,224.192326,1
1124.67844,375.470164,208.262828,184.162727,1
533.471649,282.757294,143.173571,183.150863,1
1192.307922,418.678423,262.496803,194.398281,1
1074.13789,683.360728,433.685777,195.563605,1
1223.615087,380.893734,202.184889,266.332257,1
787.718521,318.697349,183.396641,195.300333,1
480.009129,291.132972,141.723672,226.849292,1
1105.048415,607.949833,469.68628,151.906225,1
1219.434436,400.56325,244.315293,236.839069,1
503.931349,341.541367,183.764875,225.936155,1
697.15045,329.089653,184.211917,238.749174,1
1469.996197,431.391849,221.945164,217.402514,1
1118.961633,611.044835,492.111834,212.778631,1
692.799885,353.277223,259.537075,225.62404,1
1300.114748,378.102015,216.14799,214.472404,1
894.733107,364.651947,208.410745,242.721979,1
1029.399884,373.420801,245.261166,214.791967,2
983.804859,385.381305,199.185843,317.45235,1
1345.38536,371.435351,206.271143,243.532233,1
1529.400863,468.06941,253.296842,227.760351,1
1321.086766,444.388119,251.798791,220.728744,1
1233.220175,391.443483,212.003365,251.078431,1
297.479726,337.749907,160.348414,219.041034,1
1135.123053,387.349607,212.63106,276.291549,1
1424.860858,436.380675,217.15535,223.550775,1
1237.360123,364.575564,255.891974,238.752119,1
1067.100741,464.81939,327.316726,218.612352,1
790.822009,340.005557,223.603083,221.911735,2
1314.830252,387.673674,244.241334,252.191621,1
1193.575437,362.575911,188.952194,219.008125,1
1473.769816,394.437852,217.663881,206.215371,1
1184.14546,367.31844,230.269919,207.14808,1
1225.425946,418.7626,248.483127,231.089872,1
730.100638,342.643644,196.366064,226.959104,1
890.873751,339.148885,194.349611,247.833954,1
1261.981225,387.02225,247.820271,235.04553,2
1111.976618,391.443483,233.17786,218.761654,1
791.781219,336.205091,193.937556,222.019642,1
1242.711813,377.517794,206.771706,211.388314,1
1200.010006,361.84793,215.940663,236.796807,1
720.441857,446.595618,305.550044,213.583169,1
1274.047037,414.070128,245.706129,202.926207,1
741.133109,324.656816,191.889232,222.784689,1
1169.581337,368.647442,208.801323,235.579868,1
1711.266198,427.816549,237.557523,163.029282,1
1027.539142,500.77919,312.540774,235.56809,1
929.292197,351.107483,256.311996,221.368564,2
943.125047,360.266568,202.822803,243.555096,1
1305.25305,385.145919,220.707267,222.651667,1
578.375066,328.310231,173.573488,217.670116,1
1135.103307,392.573299,245.100431,217.404939,1
1369.309832,450.0857,269.847627,265.790991,1
873.819632,352.515641,201.91746,195.710829,1
1025.374078,368.926822,205.351771,185.302416,1
664.496269,315.233247,161.595491,231.777323,1
671.21628,317.635775,197.206455,231.061467,2
982.996511,362.806967,205.646392,194.484537,1
1413.032683,423.518465,281.395902,244.680236,1
872.32366,360.345376,192.019829,203.890612,1
899.644337,342.321309,224.358603,221.113779,2
697.49686,337.34582,179.440983,229.092645,1
847.236983,517.941908,399.037313,217.580569,1
1127.019826,349.008238,187.267601,230.133087,1
907.267785,351.802382,203.228276,230.483481,1
1255.736835,630.466494,582.949759,161.432505,1
905.729378,350.54041,179.98606,248.857423,1
1247.688515,404.710992,249.26636,205.216497,1
1331.081046,406.598927,217.139935,205.54195,1
964.902988,361.095008,181.627697,194.917204,1
1089.758564,387.919625,206.0678,214.500636,1
711.528897,330.158329,178.523343,236.899864,1
1007.079291,349.982516,185.975665,198.786605,1
693.54969,422.073415,278.425262,254.204956,1
1440.873841,439.138966,235.451696,202.864892,1
1271.043315,372.108946,199.639294,229.826688,1
1500.677572,414.826168,206.931054,186.159262,1
1013.782674,679.896626,455.530921,193.448425,1
924.017756,350.249945,211.680857,205.757763,1
771.272006,334.082117,174.671435,209.825658,1
983.804859,325.192539,157.398558,237.489454,1
1489.79475,482.757201,287.554902,201.717408,1
1221.095819,378.128342,231.800706,238.359982,1
1310.172594,399.60889,253.833085,194.283446,1
1460.66408,404.497949,230.728567,200.315486,1
1047.757371,369.459774,235.762253,186.328657,1
1116.532258,371.051875,225.331669,202.232001,1
1325.491198,514.89142,375.537367,200.425818,1
1017.260806,387.796996,236.479148,246.602119,1
592.952352,328.722805,168.079769,230.720599,1
1308.954097,424.612255,260.675205,225.769359,1
524.631435,309.708178,153.27697,227.530162,1
1022.566943,360.266568,209.425381,203.091444,1
1284.394309,389.868875,213.776812,231.788062,1
1270.008934,373.083744,224.436892,189.433184,1
1200.31121,378.453101,215.257369,173.584053,1
1220.576204,383.649254,216.703805,248.322046,1
839.755909,367.627784,211.557709,241.684308,1
833.948862,349.739336,196.251922,212.337305,1
1312.13674,473.066377,274.14242,258.171006,1
1331.767977,404.893723,255.782508,211.32596,1
1098.72643,356.715864,178.0595,248.876129,1
654.455398,338.875741,176.924487,206.736199,1
906.962251,354.369281,194.516927,229.524098,1
1344.106761,394.094559,218.389956,200.869223,1
1570.623672,448.601159,226.992533,199.196755,1
768.481325,344.297926,195.032385,232.631398,1
1016.815669,349.263022,201.655055,219.547139,1
1177.794549,595.825478,389.711432,317.45235,1
867.064634,347.276187,206.809638,227.824264,1
1217.080752,365.252796,203.339647,203.618161,1
1371.251288,735.988399,632.783805,247.817846,1
1095.988404,350.673605,222.065195,202.821418,1
1063.671627,378.164369,259.862874,239.973215,1
1013.689317,363.420459,237.405276,224.71887,2
492.938369,336.840061,180.489047,221.358345,1
1024.591884,358.031703,223.202459,205.716021,1
1266.772597,396.008649,250.429952,200.505319,1
880.191155,353.02902,185.797956,242.752463,1
1628.705225,427.239257,259.239162,249.812302,1
1173.014089,570.468254,451.827277,228.808242,1
931.532605,387.801672,223.802269,241.793773,1
1043.528915,433.847031,293.371475,213.026834,1
922.640256,329.115461,182.019487,223.697999,1
1276.521445,385.99982,229.599789,206.593478,1
1227.061695,430.462777,259.983944,188.862647,1
1111.504115,382.940672,193.940327,179.226902,1
1182.58315,372.051268,266.319613,208.01272,1
1348.112821,373.786264,211.325267,204.327436,1
894.851752,402.763647,248.054617,233.80365,1
1449.726526,381.743998,209.728143,269.377202,1
1125.474664,367.135015,196.251402,208.017743,1
843.433399,314.63084,157.276795,232.622911,1
1081.620176,364.642248,193.085214,235.838116,1
1227.402909,392.240053,235.011062,212.207574,1
1626.139018,596.274599,518.721677,242.803905,1
1231.661329,396.12002,213.601355,255.784414,1
637.202266,318.761434,147.187253,242.999454,1
1505.245856,391.443483,216.671589,201.302409,1
680.170983,335.70297,185.003118,239.27641,1
916.947698,333.246575,173.157103,199.542992,1
1762.125618,447.183995,227.308286,248.657544,1
1583.713127,404.92871,220.096546,188.552783,1
623.538291,326.78031,189.366847,228.740172,2
1089.256096,365.692044,192.309428,209.821501,1
784.900994,335.722542,178.054996,232.724409,1
656.447256,335.342703,182.448343,229.915888,1
966.715233,402.12452,273.844161,224.529557,1
1678.383906,429.681795,243.051588,222.091176,1
863.978466,350.031707,196.251749,189.55131,1
1125.203251,396.482192,224.895539,227.184098,1
1520.801404,424.200547,261.725348,224.129626,1
1738.632601,416.107886,236.016864,198.92465,1
1786.857918,483.984532,238.859333,233.540724,1
1641.767659,517.666685,388.732823,229.907401,1
958.44954,381.48419,227.458974,228.406579,1
1705.270704,407.653746,230.614251,204.066242,1
817.094968,468.581578,317.221468,220.260051,1
1090.742888,367.00234,214.821239,207.024412,1
959.209737,363.245695,275.31346,227.328378,2
942.841857,340.347984,182.618084,249.469703,1
1711.522888,447.446401,260.416783,222.541682,1
1092.194866,354.341049,198.746768,239.028727,1
1147.772393,373.892092,220.215018,211.887491,1
1179.66655,379.389102,213.661977,211.663883,1
888.014828,363.222313,195.711869,209.739748,1
582.61859,328.656641,161.221887,200.53078,1
908.171916,409.726318,259.231195,203.001897,1
1203.850655,379.319127,199.048145,188.054645,1
1176.062498,353.338365,204.138469,243.166077,1
881.325301,353.482645,203.848697,210.687353,1
1552.631648,412.030638,235.640316,209.844018,1
985.450307,369.922751,220.720257,236.657203,1
1323.679473,376.085908,212.3981,208.403644,1
808.119828,314.13097,152.706259,230.767191,1
2074.196487,815.349754,829.714691,213.43785,1
457.549973,332.265022,178.371095,264.618912,1
900.799615,437.276145,292.705675,194.073002,1
1718.553975,446.280904,257.849364,194.010302,1
1454.229858,404.491541,207.816132,220.294346,1
803.886176,360.544735,214.724417,219.104947,1
1522.992275,432.666292,234.257793,172.447309,1
1119.987353,395.12409,225.08797,234.158374,1
1462.563967,380.949333,225.784428,187.863427,1
1002.724223,404.456034,254.97849,198.847227,1
518.204833,305.484226,163.820483,204.635741,1
778.366312,337.767228,190.54187,214.634004,1
705.769481,329.254545,165.011788,208.357398,1
1258.401422,410.362847,244.504606,180.782803,1
1065.467937,366.80991,249.298749,226.41524,2
476.377538,357.890714,213.444778,225.410305,1
953.205237,334.368251,188.92604,234.4284,1
875.156429,338.859806,184.504287,240.569733,1
1421.147688,402.701813,243.893192,218.306125,1
956.092046,366.328746,238.437751,229.0535,1
1226.776946,480.667135,335.550203,216.073165,1
897.646416,332.820144,178.454407,232.882891,1
897.58718,333.644254,199.521341,195.536412,1
1229.073645,396.009861,201.924562,212.301278,1
1040.09651,365.895733,223.54402,204.030216,1
1154.844876,418.29027,262.043179,239.374791,1
990.733062,507.717785,411.925676,206.485051,1
1439.393977,391.085121,213.184797,209.512503,1
1430.847172,413.960143,267.008796,237.781131,1
1389.797568,433.705522,231.077055,267.991561,1
1179.18019,780.462094,673.800327,228.832837,1
1416.817561,396.639635,216.548267,244.557433,1
1930.208159,739.910454,806.146675,217.188259,1
585.035667,309.355706,158.713012,229.640146,1
934.730144,535.075355,295.643926,240.300745,1
825.990781,344.541452,196.07404,205.009864,1
942.124615,357.024515,191.633235,201.338262,1
1003.104754,385.195802,269.217507,222.884455,2
1623.90346,424.452214,253.767614,225.427625,1
894.187337,331.14248,192.813974,203.391089,1
1400.908501,407.865922,233.783558,247.178026,1
1541.332788,400.488598,230.706223,264.402406,1
1296.833725,441.043182,259.536382,249.779393,1
1274.474508,448.128829,257.015902,233.531544,1
1019.362996,430.66941,310.625819,234.626027,1
1330.792313,405.011156,228.765633,189.479084,1
1332.926892,409.356525,232.017905,206.816046,1
1561.759902,425.094805,232.84444,220.432044,1
1093.573579,363.189404,211.53779,191.705289,1
975.433338,389.278419,238.121999,224.778626,1
1322.132059,390.000165,225.70406,191.820124,1
888.064191,347.246396,253.414795,206.64007,1
1392.568849,393.340425,221.460882,189.659563,1
539.533827,338.615933,185.467134,212.004751,1
711.791476,324.114337,175.665805,241.447709,1
438.425361,376.071532,229.155864,216.253125,1
1044.826394,357.068856,194.339565,208.95357,1
977.18115,408.345181,244.130829,230.762342,1
982.842704,359.496845,227.946893,196.8765,1
1434.138069,394.907584,221.406149,270.344206,1
1577.898286,453.797312,260.671914,226.303177,1
1300.612713,662.430626,480.06265,207.618505,1
617.909126,323.027476,164.510532,193.340171,1
1678.154409,428.362665,238.127888,230.718174,1
590.624822,437.895526,279.196717,231.296506,1
1037.050352,346.469917,198.477607,218.049435,1
693.371462,322.213931,165.524648,227.165911,1
1223.652673,420.723455,239.60169,205.825313,1
1089.926226,427.350281,256.663429,191.709619,1
1135.222646,358.488964,230.922903,219.687435,1
1143.765986,375.023987,227.399392,235.192927,1
659.911358,334.285806,158.705217,245.108918,1
918.419941,333.852793,205.344669,227.376702,2
1026.913525,345.255403,166.474851,190.142113,1
931.48861,431.864872,320.777022,221.585417,1
1134.968034,419.464254,256.703613,229.561164,1
970.834569,364.173728,222.482619,221.429879,1
1815.535656,472.84987,254.048725,175.413446,1
1612.12361,408.486862,244.959096,208.198569,1
1271.696471,394.041559,221.549217,249.629917,1
1248.034232,411.874927,258.773933,226.623087,1
1030.906941,451.503903,283.09158,198.324321,1
1399.585907,417.113342,226.375923,198.133795,1
876.201202,409.803221,265.821994,217.662841,1
865.447938,624.404316,425.393237,234.070385,1
1318.362423,372.01732,228.90004,199.296694,1
1585.539747,397.760445,200.450067,216.076629,1
1194.12519,380.061484,204.115086,220.357046,1
1292.142985,374.795876,225.147206,217.173537,1
667.272574,407.897965,238.293818,247.175775,1
788.083117,341.574795,199.486527,195.472326,1
1381.418772,403.243079,243.199332,245.139576,1
1325.761225,388.845406,211.917456,202.621539,1
712.822046,347.548985,194.602144,213.766247,1
1256.633865,646.395126,468.108381,227.50574,1
997.253714,558.127912,447.768736,246.505298,1
1347.535528,391.600926,228.676779,229.098534,1
814.806063,336.234363,184.29852,217.87138,1
1449.69812,407.315823,245.866517,221.3651,1
1337.601697,350.17997,178.327794,193.956955,1
1011.584356,391.376799,272.024815,211.701642,1
1665.366851,447.735134,265.206943,210.020167,1
1377.846417,422.057481,223.195531,264.200448,1
719.348067,306.846484,191.660082,204.188352,1
1233.705149,374.815795,225.368562,209.234336,1
