@relation 'R_data_frame_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.75-A5-M-1'

@attribute -0.645V2-0.63V3-0.295V5-0.278V4+0.149V1 numeric
@attribute '-0.772V1+0.45 V4-0.281V3+0.271V5-0.221V2' numeric
@attribute 0.608V1+0.546V5+0.523V4-0.197V3-0.142V2 numeric
@attribute Class {1,2}

@data
0.681046,-0.310277,-0.868918,2
-0.485173,0.774235,1.29117,1
-5.775386,-1.009371,-0.59958,1
-0.112385,0.930661,0.165149,1
0.374799,-0.109816,0.771377,1
-0.315012,1.147218,-0.702784,1
1.302309,0.098518,-0.755783,1
1.008749,-0.733792,0.886412,1
0.767915,-0.600606,0.203996,1
-0.300157,0.898579,-0.209263,1
0.197614,0.69044,-0.56305,1
0.218484,-1.168794,1.539548,1
0.795563,0.495949,-0.268598,1
0.11486,0.721591,0.015219,1
-6.366378,1.64889,3.257116,1
-0.333752,-1.185868,0.397289,1
-0.084429,-0.588973,0.43528,1
-0.410057,-0.02188,-0.338334,1
0.66577,0.102158,-0.046322,1
0.47384,-0.115626,0.543332,1
0.197008,-0.514777,0.802168,1
-0.024491,-0.659081,-1.364668,1
-1.014682,2.37014,-0.648391,1
2.003465,-0.906114,-0.887672,2
-1.334716,1.950683,0.149556,1
0.298928,-0.828149,0.715101,1
-5.02451,-1.902658,-2.186727,1
-0.209705,-0.020532,-0.44322,2
0.396429,1.304373,-0.6149,1
0.235191,1.172668,-0.585696,1
0.741292,0.111745,-0.51241,1
-0.663347,-1.76923,-0.83559,1
-0.267721,0.179737,0.467262,1
0.070454,0.408627,0.52767,1
0.618029,-0.163463,0.255564,1
-0.378881,1.390062,0.830443,1
0.350117,0.621478,0.140789,1
-0.902984,1.571854,0.317531,1
0.819335,-0.727977,-0.064711,1
-0.554659,-1.302725,-1.289291,1
2.113793,-1.183106,-1.167376,1
0.024827,-0.254817,1.14636,1
0.166964,-0.86298,1.452681,1
-0.458445,0.868593,-0.186529,1
-1.136738,1.290616,0.428136,1
-0.368981,0.780623,-0.889463,1
-1.877402,-0.686904,-2.039109,1
1.136809,-0.533879,-0.345283,1
-0.409486,0.42973,-0.669829,1
-0.259297,0.624185,1.878498,1
0.008601,-0.770512,2.236144,1
0.388016,0.492668,-0.147078,1
1.054634,-0.139512,-1.00236,1
-1.472284,-1.032496,-1.21933,1
-0.228392,-0.576826,1.191639,1
-0.916739,1.408739,0.876993,1
0.592015,-0.76032,0.753292,1
0.251661,0.201635,0.619147,1
1.721794,-1.004027,-1.063994,1
-0.046555,0.198625,-0.105339,1
-0.363082,0.911581,-0.164207,2
1.078769,-0.524079,0.116854,1
0.302973,0.083648,0.619506,1
-0.401628,-0.278515,1.370795,1
-0.617837,-0.916475,-0.94765,1
-0.39846,1.726754,-0.140901,1
-0.273795,0.308287,0.970584,1
-0.712465,1.527652,0.122489,1
0.983695,-1.691276,1.011813,1
-0.07743,0.881522,0.492334,1
0.622371,1.183716,-1.125623,1
-0.310577,-1.054239,-0.605851,1
0.532207,0.995451,-0.30425,1
-0.313527,0.673787,-0.322532,1
0.416586,-0.919712,0.983275,1
1.190124,0.136384,-0.727589,1
0.609797,0.280527,-0.929131,1
1.167185,0.071379,-0.642375,1
-1.266088,2.804593,-1.464368,1
0.655051,0.074341,0.13301,1
1.063986,0.278013,-1.311207,1
-0.044099,0.277234,-1.239981,1
1.116041,-0.362874,0.059898,1
-0.073946,0.931059,0.377686,1
-0.103877,-0.960879,2.093716,1
-1.204553,0.530618,-2.007392,1
0.117406,0.974744,-0.233939,1
1.514513,-3.076483,1.307546,1
-0.283429,1.265149,-0.284381,1
-0.997796,-0.088774,-0.704668,1
0.986727,-1.030403,0.582958,1
-0.439904,0.362682,1.67468,1
0.692504,-1.440157,1.42814,1
-0.317655,-0.157077,1.036153,1
-2.794701,-1.604844,-2.096981,1
-0.013868,0.193327,0.882014,2
1.54489,-1.143744,-0.790701,1
-0.053673,1.573146,-0.757906,1
0.962417,0.662597,-1.051795,1
1.364056,-0.387622,-0.477602,1
0.683094,-0.231872,-1.091641,2
-0.150143,0.348237,-0.04715,1
-0.28902,-1.862064,2.140281,1
0.102549,0.146293,0.919453,1
0.203971,0.542542,-0.203689,1
-0.505867,0.607409,0.155706,1
1.477945,-1.853211,0.380484,1
-0.608894,1.589913,-0.564707,1
0.054081,-0.526943,1.29463,1
0.801014,-0.236551,-0.790241,1
-0.371807,-0.504185,-0.502497,1
0.488589,0.147286,0.534896,1
1.719803,-0.44296,-0.967451,1
-0.269973,0.329776,-0.226579,1
0.084921,1.387841,0.151629,1
1.409143,-2.305973,0.447233,1
0.979498,-0.236095,-1.370937,2
0.150928,0.300068,1.003225,1
0.603715,-0.407243,-0.430068,2
1.579892,-1.156351,-0.114529,1
0.671825,-0.776918,0.058347,1
-0.505952,-0.905047,2.22267,1
0.535501,-0.149301,0.383144,1
1.488841,-0.604115,-0.816528,1
-0.062947,0.677758,0.810731,1
-0.857721,0.595492,-0.250426,1
0.850228,-0.535068,0.781117,1
0.94258,-0.880735,0.067155,1
-0.144732,0.662948,-0.530286,1
-0.049303,0.892516,-0.037714,1
0.174423,-1.374896,0.505498,1
-0.94761,-1.508714,-0.839943,1
-0.205329,0.248919,-0.149694,1
-0.034786,0.098206,1.239133,1
-0.056128,-0.675073,0.641745,2
0.109402,-0.531032,1.053152,1
0.717662,-0.563998,0.0587,1
-0.830956,1.253375,0.015008,1
0.23374,1.85576,-1.619148,1
-1.066402,0.85024,1.060352,1
0.540186,-1.072742,-0.380163,1
0.034564,-0.696463,-0.087062,1
0.02412,1.926993,-1.281894,1
-0.22931,0.617341,0.084318,1
0.252453,-0.0389,-0.547468,1
-1.985847,-1.643914,-1.026447,1
0.528485,-0.640463,-0.353976,1
0.492861,-0.853692,0.762677,1
0.37235,0.894433,-0.371053,1
0.517642,-0.327475,-0.502529,2
-6.289501,-2.27626,-1.359745,1
-0.783898,0.844017,2.235848,1
-0.528634,0.508545,0.844231,1
-0.568414,1.152608,0.89894,1
-0.772633,0.283595,0.99964,1
0.407766,0.740986,0.178502,1
1.803436,-1.766199,-0.72158,2
0.465567,-0.779596,0.347748,1
0.340902,0.47875,-0.096198,1
-0.413689,0.774763,0.986698,1
-0.093239,1.264375,-0.269409,1
-0.072436,-0.028219,-0.71097,2
-0.509838,0.046933,-0.829819,1
-0.558458,0.697649,0.891658,1
1.517047,-0.689026,-0.589939,1
-0.227243,1.036466,-0.317152,1
-14.154678,-4.14293,-3.417163,1
0.534065,-0.296954,0.790857,1
1.005437,-0.442406,-0.400698,1
-0.904063,-0.874199,-0.152986,1
1.102281,-1.086202,0.309495,1
-0.634988,0.407688,2.719987,1
0.060089,0.536856,0.931953,2
0.964612,-0.818436,0.126131,1
0.120053,0.85626,-0.516509,1
0.305854,-0.09307,1.334381,1
0.681526,-0.522735,0.026806,1
-4.491812,-1.649283,-0.219042,1
-0.077441,-0.418428,0.476669,1
0.073152,0.26322,0.171039,1
1.102164,-0.73326,-0.069468,1
-0.084868,0.711397,0.456532,1
0.209781,-0.06041,0.882719,1
-0.451198,0.509532,1.009716,1
0.607108,-0.311339,0.328019,1
2.331318,-1.484295,-1.678582,1
0.444091,-0.301481,0.207482,1
0.882138,-0.493983,0.053896,1
0.645843,0.236562,-0.391282,1
-3.464668,-1.93984,-1.718233,1
1.177778,-0.329262,-1.013717,1
-4.961982,0.704355,1.382969,1
-0.255645,-0.262069,1.770317,1
-0.423446,0.885714,0.795464,1
-0.473562,1.451573,-0.676633,1
1.208017,0.036882,-0.705088,1
2.117922,-1.976045,-0.552454,1
-0.177269,1.009308,0.218052,1
0.732412,0.264032,-1.231784,2
-0.235776,0.199701,0.140005,1
0.496661,0.111998,0.152052,1
-0.273829,0.834395,0.933432,1
0.588081,-0.35394,0.388741,1
-3.339159,0.183545,0.351847,1
-3.895797,0.622116,1.57612,1
-0.353938,-0.887075,-0.981617,1
0.917698,-0.419038,-0.642036,1
-0.34533,-0.65432,1.824484,1
-0.382807,0.242092,1.360416,1
0.874552,-0.380095,0.249308,1
0.043674,0.199033,0.461813,1
0.477161,-0.140951,-0.201438,1
0.789662,-0.475996,0.057611,1
-0.534858,-0.770426,-0.331332,1
-0.221815,1.796972,-0.841798,1
-0.296426,0.994659,1.458132,1
0.23465,1.250772,-0.696939,1
-0.152046,0.748517,-1.052975,1
0.183048,-0.038918,-0.227768,2
0.779901,-0.540589,-0.396138,1
-0.280477,1.382601,0.658733,1
-0.198378,0.103244,0.40938,1
0.119912,1.355911,-1.425809,1
-9.00042,-0.967459,1.697415,1
-0.21096,0.173813,-0.171003,1
-0.351516,1.199377,0.046217,1
-0.099611,0.362187,-0.195023,1
1.719973,-0.828481,-0.977943,1
1.03866,-0.63687,-0.023306,1
-0.122536,-0.456955,0.218311,1
-0.138874,-0.342588,-1.063969,1
-0.296809,1.089866,0.460035,1
-0.093041,-0.403245,0.336597,1
0.510091,-0.753738,0.525822,1
-0.935337,1.715168,1.026422,1
0.079837,0.040979,-0.395474,1
-0.654379,-0.474483,-0.910612,1
-0.521628,0.518821,-1.070775,1
-0.327715,-0.713623,-1.189172,1
-0.027547,0.936777,-0.061722,1
0.025835,-1.156882,0.772245,1
0.398923,-0.083134,0.997296,1
-0.407585,1.096014,0.58572,1
0.316809,-0.078486,0.967005,1
-0.057711,-0.314721,1.418752,1
1.158893,-0.931191,0.146786,1
-0.642359,0.010776,2.062284,1
0.516797,0.622392,-0.411678,1
0.085394,1.187906,-0.520099,1
-0.501581,0.581746,0.229761,1
-0.433125,1.684783,-0.013829,1
-0.361656,0.626206,-0.00769,1
1.316669,0.19185,-1.367134,1
-0.687751,-0.965029,-1.432585,1
0.210075,0.568442,-0.143343,1
-0.53209,1.557636,-0.03444,1
-0.770257,0.993811,-0.419034,1
1.060764,-1.277197,0.647074,1
-0.902917,1.394686,-0.879075,1
0.694814,0.206904,0.058936,1
-0.631245,-1.202428,-1.583715,1
-0.192926,0.452929,1.759291,1
-0.367226,-0.520862,-0.496389,1
0.558102,0.130762,-0.117205,1
-0.234661,0.374192,-1.138969,1
-3.195399,-0.000916,-1.321179,1
-0.23352,0.847613,1.186478,1
-0.045044,0.240205,1.900603,1
-0.215959,-1.233186,-1.135914,1
1.04699,-1.228026,-0.398389,1
-0.431159,0.648348,0.978015,1
0.122424,-1.287292,0.219851,1
0.724121,-0.637484,0.338923,1
-3.38024,-1.414853,-0.692337,1
0.360907,-0.681575,1.411981,1
-0.15844,0.377664,-0.297389,1
1.439326,-1.304114,0.056486,1
-0.278009,0.383702,0.363671,1
0.428534,0.386696,-0.555081,1
-0.003015,-0.365522,0.522881,1
-0.42998,0.685292,1.772009,1
1.004161,-0.802459,-0.541381,2
0.229622,0.215767,0.000571,1
-6.967583,-1.535241,-1.154838,1
-0.28772,-1.236855,2.537323,1
-0.366231,1.030889,0.27566,1
-0.367803,-1.592948,0.638898,1
-9.56674,1.285895,1.20959,1
0.583161,-0.615961,0.619865,1
0.793934,-0.43009,0.88741,1
0.493723,-0.855546,-0.500525,1
0.391225,-0.050788,0.223862,1
0.711127,-0.065318,-0.480499,1
0.71682,-0.951856,0.84899,1
0.044356,-0.955752,0.457948,1
-1.244719,-0.200201,-1.339997,1
1.181428,-0.995234,0.210346,1
0.675914,-1.938821,1.855405,1
0.311523,-0.735792,1.208789,1
0.626351,-0.397524,0.536626,1
0.448492,1.453127,-0.884667,1
-6.464376,-0.572702,-2.32237,1
-0.699924,1.474834,1.015027,1
-0.4902,0.509737,1.463987,1
0.389853,-0.175435,0.97819,1
0.830183,0.50291,-0.503435,1
0.949802,-0.186796,-0.802223,1
-0.479896,0.675912,-0.297178,1
-0.333007,1.83469,-0.210477,1
0.000737,1.332061,-0.014192,1
2.331019,-1.198281,-1.468415,1
0.320683,-0.152428,1.088972,1
0.678211,1.167379,-1.252255,1
0.582064,-0.400463,0.367013,1
-0.22508,0.512293,0.172465,1
-0.65511,0.973695,0.759964,1
-1.281228,-0.780601,-0.311142,1
-0.138737,1.660439,-0.78899,1
1.129967,0.231505,-0.999876,1
1.468196,-0.665139,-0.195137,1
0.192449,1.496381,-1.169834,1
-0.16858,-0.514298,0.373123,2
0.581055,0.136307,0.275954,1
-0.130482,1.10517,-0.531413,1
0.605485,-0.690492,0.543777,1
1.507967,-0.484151,-0.735778,1
0.045806,1.132779,-0.270541,1
0.484778,0.426935,0.044829,1
-0.421522,1.458204,0.365633,1
0.918376,-0.760115,0.391614,1
-0.586137,0.433208,1.095064,1
-0.985571,-2.348373,0.099888,1
0.78973,-0.557829,0.284198,1
-0.038788,1.052814,0.240344,1
0.620529,0.861305,-0.540426,1
-3.451653,-0.577472,0.152275,1
0.525176,0.080568,0.09481,1
-1.042285,2.162023,0.396108,1
-0.501033,-0.253759,0.610552,1
-0.119547,0.473444,1.075259,1
-0.365392,-0.379839,0.575677,1
0.118841,-0.099098,0.616251,1
-2.159383,-1.314529,-0.437986,1
-2.85209,2.143694,-2.576054,1
0.281844,0.01614,0.63435,1
-0.322165,1.288732,0.563096,1
0.860658,1.489053,-2.117408,1
0.477842,-0.355068,0.219096,1
0.478256,-0.738259,0.186411,1
0.192374,0.265169,0.014369,1
0.892557,-0.204747,-0.780596,1
-0.377136,1.133244,-0.213537,1
-0.836341,0.330975,0.244087,1
-0.17935,0.827441,-0.99983,1
-0.272443,1.143588,0.490376,1
1.133189,-0.671711,-0.604788,1
1.403682,-0.772469,-1.297973,1
-0.624918,-0.522466,-0.680742,1
0.763335,-1.837539,2.223877,1
0.877615,-0.632574,-0.068231,2
0.457055,-0.304321,0.654591,1
0.374631,-2.123715,2.315908,1
-0.101739,-0.025884,-0.042973,1
1.854799,-1.223623,-1.687478,1
0.120119,1.564511,-0.755539,1
1.135408,-0.61533,-0.329679,1
-0.343749,1.227211,1.013377,1
1.551667,-0.75101,-0.444907,1
0.557381,-0.365923,-0.632454,1
0.040204,0.649375,-0.014078,2
-0.24542,0.27119,0.180284,1
0.620772,0.621558,0.057124,1
-0.601924,0.727024,0.43802,1
0.790148,-1.144854,0.216853,1
-0.934548,0.726562,0.522662,1
0.07815,0.871178,-0.047521,1
-0.90931,-1.541125,1.138532,1
0.091385,1.713172,-0.563108,1
0.809241,-0.463932,0.431034,1
0.591196,-2.016627,1.875178,1
0.081544,-0.147318,0.352518,1
0.633617,0.291582,0.337326,1
-0.804045,-0.070081,-1.164131,1
0.050314,0.930147,0.585429,1
0.231384,1.296476,-0.903516,1
1.105866,0.533992,-1.688918,1
1.790855,-1.277582,-0.102976,2
0.59701,-0.535606,0.34152,1
1.645435,0.624625,-2.786134,2
-1.685679,-2.008298,0.707341,1
0.178038,2.261038,-2.625573,1
0.173117,-0.340782,1.119842,1
-0.917879,1.088798,2.708038,1
-0.135015,0.36106,0.713618,1
1.37311,-1.462051,0.059585,1
-0.09862,0.219736,0.95677,1
0.178895,-0.463756,1.327706,1
-0.029923,1.200734,0.426529,1
-1.244786,-2.394807,0.42415,1
-0.015946,-0.504344,-1.08663,1
-0.015533,-0.456525,0.336725,1
1.84777,-1.007597,-1.527007,1
1.75728,-0.899618,-1.095526,1
1.395054,-0.940341,-0.38122,1
0.095181,-0.590909,1.485726,1
-0.095193,-0.280028,1.06536,1
0.323925,-0.344745,-1.092326,1
-0.051393,0.409376,1.380329,1
0.269024,0.397342,-0.172067,1
0.443944,-0.902623,1.279038,1
0.127789,0.286024,0.997259,1
0.664845,-0.607608,0.337901,1
0.676082,0.372477,-0.53516,1
0.450525,0.688802,-0.664303,1
0.133318,-0.092146,0.86072,1
0.549361,0.240543,-0.308267,1
0.120501,1.20716,-0.087958,1
1.689895,-1.350154,-0.475843,1
-6.782563,-1.547878,-0.603076,1
-0.566646,0.772192,-0.280027,1
-0.12824,0.051934,-0.513166,2
1.070925,-0.609726,-0.692632,1
1.083859,-1.03268,-0.719742,1
-0.172745,0.030914,0.946304,1
0.608374,-1.344064,0.544386,1
0.089485,0.386038,1.241173,1
0.151076,-0.070742,-0.27965,1
0.316309,0.483745,-0.376536,1
-0.656336,0.979445,-0.079155,1
-0.186556,1.953375,-1.675035,1
0.273315,1.478543,-0.485114,1
-0.247948,-0.499502,1.405888,1
0.324763,0.253908,0.022834,1
-3.481721,2.18915,-0.845663,1
1.831405,-0.96525,-1.224908,1
-2.161247,1.560494,-2.799777,1
1.461519,-0.824189,-0.449592,1
0.755458,0.076909,-1.079181,1
-0.095747,-0.800912,0.150489,1
1.356286,-0.298304,-1.30695,2
1.503559,-0.928163,-0.366828,1
1.704802,-1.060609,-1.350568,1
0.296733,0.081527,0.889402,1
-0.642341,0.892108,0.548029,1
0.667126,-0.20007,-0.237245,1
0.778034,-0.347567,-0.218787,1
0.080748,0.122312,1.381774,1
1.297434,-0.868096,-0.176915,1
1.042811,-0.889377,0.243816,1
-0.147031,0.313088,-1.067745,1
0.64494,-0.225159,-0.311026,1
-0.004794,0.199757,1.479029,1
1.362208,-1.030902,0.161725,1
-0.516203,0.439019,-1.038666,1
0.877304,-0.851953,0.184361,1
1.428422,-0.91521,-0.861342,1
-0.421357,1.1586,-0.437956,1
-0.735934,-0.26958,-2.206375,1
1.457455,-1.063306,-0.306944,1
0.337812,-0.211808,1.070057,1
0.329616,0.139422,0.389908,1
-0.142535,0.119981,0.109442,1
-0.476355,0.11415,1.356571,1
1.708922,-1.029319,-0.887681,1
0.5216,-0.201339,-0.578335,1
0.363564,-0.334363,0.766455,1
-0.696202,0.664313,0.819303,1
-0.274858,0.389806,-0.761507,1
0.36211,0.248817,0.586388,1
-1.313865,1.127827,1.834219,1
1.208838,-0.631664,-0.522223,1
-0.021529,0.400143,1.127558,1
-0.803418,0.195425,1.178695,1
0.298598,-0.573347,0.118055,1
0.162233,1.308127,-0.491161,1
0.137162,1.420552,0.113511,1
-1.196759,0.721351,2.273152,1
0.153528,-0.025464,0.427912,2
1.625358,-0.756802,-0.89055,1
1.314702,-0.616826,-0.053614,1
-0.197002,1.236143,-0.286024,1
-0.858869,1.452688,-2.319057,1
-0.00312,0.895618,0.355981,1
0.541454,0.350609,-0.540797,1
-0.873058,0.213618,0.825961,1
0.716066,-0.92957,0.003469,1
0.14177,-0.304217,1.590944,1
0.385692,0.115239,-0.533631,1
0.415497,0.109895,-0.227037,1
1.518907,-0.665056,-0.323864,1
-0.006079,0.921573,-0.1901,1
1.369464,-0.916372,-0.148173,1
0.610098,-0.193667,0.384599,1
2.010757,-1.094781,-1.191716,1
-0.343863,0.073616,0.314402,2
1.646867,-1.173909,-1.180441,1
-0.561947,0.678463,1.469989,1
-0.179399,-1.13595,-1.109007,1
-0.532138,1.385093,1.124228,1
-0.509175,0.654103,2.349441,1
0.305094,0.344886,0.400189,1
0.169344,-0.230819,0.7955,1
-0.144397,0.986645,0.513272,1
-0.422479,-0.180279,0.556512,1
-0.434798,-0.340121,-0.886942,1
1.823669,-1.317309,-1.093432,1
-0.29016,0.617327,1.160805,1
-0.181608,0.938712,-1.215357,1
0.311524,1.265562,-1.435445,1
-0.1465,0.647667,0.716043,1
0.84413,-0.802873,0.48267,1
1.114844,-0.969154,-0.622915,1
1.313499,-3.007608,1.459137,1
-0.654724,0.01222,-0.239222,1
-0.23814,0.485053,1.042205,1
0.109428,1.032835,-0.376951,1
1.717294,-0.750488,-0.814317,1
-1.045797,0.912203,0.418265,1
-0.949858,1.548665,0.357499,1
0.138324,-0.160687,0.378058,2
-0.771659,-1.219021,-1.097706,1
0.026797,-0.179949,1.285494,1
0.517122,-0.324963,0.805622,1
0.06077,-0.841015,1.273596,1
1.752738,-1.000408,-0.848332,1
-5.501754,-1.209197,0.038732,1
0.858545,-0.53435,-0.308969,1
-0.632202,0.444203,0.237807,1
0.212228,0.990508,-0.723899,1
0.222446,0.895405,0.252612,1
2.189563,-1.002781,-1.628959,1
-0.253894,-0.101157,0.814256,1
0.458991,0.981477,-1.161954,1
1.414082,-0.512379,-0.547606,1
-1.483854,-0.587108,-0.992725,1
0.277109,0.556576,-0.307191,1
1.281364,-0.39962,-0.452343,1
-0.554829,0.455158,0.714493,1
-0.776918,0.813214,1.12644,1
1.459054,-0.67918,-0.857104,1
-0.538151,0.728064,0.950425,1
-0.323412,0.78714,-0.079576,1
1.099804,-0.990195,0.398128,1
0.68475,0.033852,0.078387,1
0.718833,-0.424813,0.761044,1
0.140115,0.773865,0.729988,1
-0.277362,1.366133,0.603338,1
0.352111,0.269683,-0.235223,1
0.712733,-0.361732,-0.513109,1
-0.247358,0.270848,1.549897,1
-0.762488,0.413054,2.104395,1
-0.351135,1.511046,-0.375104,1
-0.72825,1.290891,0.172679,1
-0.872247,1.117758,-0.058157,1
0.890317,-0.762781,-0.158676,2
1.106561,-0.545937,0.068337,1
1.283639,-1.031489,-0.218972,1
0.681859,-1.59469,-2.004174,1
-0.074294,1.298059,0.306019,1
1.857121,-1.147438,-1.071573,1
0.724035,0.600717,-0.631999,1
1.112428,-0.593609,-1.281987,1
-1.261711,1.015193,0.948049,1
-0.618057,1.715943,0.779835,1
0.8206,-0.836473,-0.173542,2
0.972448,-0.085383,-0.185713,1
-0.474411,0.165961,0.307429,1
0.834393,-0.005725,-1.144516,2
0.737773,-1.127862,0.248333,1
-0.693296,-0.062073,0.429611,1
0.06347,-0.002209,1.029661,1
-0.054286,0.328713,0.137861,1
0.145688,1.993678,-1.369062,1
1.052933,-1.101825,0.155676,1
-0.174906,0.399304,1.158448,1
-0.018205,0.217908,-1.137879,2
0.924559,-0.298,-0.360587,1
-0.452636,1.054631,0.529452,1
0.135914,0.382153,0.794146,1
0.449922,-1.1622,0.742978,1
0.163276,0.221667,-0.518706,1
1.951538,-2.306478,0.044575,1
0.59702,-0.39394,-0.213705,2
-0.503249,1.144695,0.775534,1
0.325871,-0.686946,0.979682,1
-0.212209,1.283423,0.005469,1
-0.441228,1.341091,0.314153,1
-0.311751,0.685722,0.7686,1
0.605716,-0.40187,0.364346,1
0.680543,-0.489207,0.766944,1
0.352778,0.875412,-0.085203,1
-0.055152,1.455515,-0.113589,1
-0.620614,1.440052,-0.37579,1
1.373067,-0.888472,-0.337914,1
1.197362,-0.870798,-0.253693,1
0.121301,-1.349588,-0.430368,1
0.825945,0.296657,-1.344295,1
-0.040051,-0.049172,-0.051565,1
0.212225,-0.572801,0.866654,1
0.669314,0.738627,-0.898608,1
-0.157589,0.996617,-0.763484,1
0.324486,-0.51061,0.877371,1
-0.361183,-0.154796,-1.748731,1
0.372676,-0.152301,0.073486,2
0.014021,-0.221471,0.451302,1
0.541391,-0.618007,-0.609378,2
0.234234,-0.084478,1.084468,1
-4.367599,-0.575334,0.557294,1
-0.131269,1.756718,0.100307,1
-0.062889,1.254699,0.05079,1
0.049338,0.344064,0.349896,1
0.21072,-0.193638,-0.617568,1
0.44592,-0.841457,0.720149,1
0.654639,-0.11847,0.304228,1
0.980855,-0.861074,0.052884,1
-0.927128,0.978961,-2.598665,1
-0.184398,1.770098,-0.691924,1
0.597833,-0.493941,0.2708,1
-0.529198,0.28,-1.045629,1
0.57844,-0.448346,-0.332577,1
-2.154459,1.382728,-3.782165,1
-0.262148,1.495638,0.200551,1
-0.130923,-0.223814,-0.076897,1
1.504257,-0.914451,-0.555598,1
0.325176,-0.089349,0.934592,1
1.645508,-1.860008,-0.393158,1
0.988679,-0.513073,-0.212296,2
-1.780829,-0.400792,-2.331057,1
-0.625945,0.187522,0.760557,1
-1.2225,-0.369959,0.671005,1
0.224861,3.003466,-3.139352,1
0.642142,-0.283987,0.703808,1
0.734328,0.092924,0.382611,1
1.412969,-0.720343,-0.403885,1
-0.477907,1.395749,0.174845,1
-0.555184,1.725347,-0.039284,1
-3.083133,-1.18812,-0.734376,1
1.000594,-0.740543,0.036156,1
0.561329,0.817006,-0.696417,1
-1.3992,0.548632,-0.554288,1
-0.427065,-0.18212,0.090214,1
0.615171,-0.139187,0.599207,1
-1.176933,1.896448,0.27673,1
0.569235,-0.4681,0.046125,2
2.22378,-1.451975,-1.141567,1
0.432419,0.270435,-0.010085,1
-0.180494,1.442647,0.080252,1
-0.002924,-0.30906,1.161187,1
-0.501504,1.901955,-0.331759,1
-0.381296,0.176334,-0.288477,2
-2.059707,-0.777567,0.006297,1
-0.035333,0.236089,0.488578,1
0.504392,-0.74214,1.950465,1
0.722806,-0.745856,-0.126263,1
0.737695,1.654426,-1.491943,1
-0.451964,1.099189,1.285579,1
-0.195805,1.152016,-0.792771,1
0.672558,0.244771,0.023854,1
1.620634,-0.145324,-1.439181,1
-1.459955,-0.940863,0.092601,1
0.64555,0.00877,-0.134806,1
0.353664,-0.526926,1.049609,1
-0.851989,-0.024379,0.374076,1
0.31108,1.297602,-0.184862,1
-0.568786,0.229936,-0.640184,1
0.226853,-0.44074,0.30149,1
-0.15538,0.031023,1.77359,1
0.408008,-1.412911,-0.834601,1
-0.272485,-0.19503,1.084754,1
0.926713,-0.195098,0.047061,1
0.177632,-0.76638,0.76691,1
-0.130293,1.047012,0.071587,1
1.363711,-0.200973,-0.422883,1
-0.831342,0.945867,0.138644,1
0.274401,-0.029021,0.837616,1
0.867378,-0.785949,0.25751,1
-0.747044,0.964431,1.224823,1
0.530961,0.996485,-0.816567,1
0.74415,1.837142,-2.366214,1
-0.731622,1.18195,-1.962424,1
-0.082491,-0.215147,1.461297,1
-0.281782,0.910479,-0.261337,1
-0.083703,-0.921377,-0.117629,1
-0.913031,0.994621,0.682481,1
0.582803,-0.269871,0.573123,1
1.264985,-0.9542,0.019241,1
0.381866,-0.323865,0.011719,1
1.315483,-0.673177,-0.780926,1
-0.171247,0.898397,0.854408,1
-1.158179,-2.1069,-1.918256,1
-0.219397,0.759985,0.985887,1
-0.155728,0.4733,0.232765,1
0.620503,0.608646,-0.112241,1
0.996526,-0.654967,-0.135402,1
-2.21202,-0.984757,-1.328548,1
0.14766,1.014307,1.053929,1
-0.719553,0.387766,0.424851,1
0.536158,-0.488774,0.818518,1
0.096032,0.222435,0.723936,1
1.11198,-0.899093,-0.184685,1
-0.586496,-1.518721,-0.301133,1
2.067038,-1.089203,-1.347018,1
-0.04912,0.255395,0.966084,1
0.02218,1.503849,-0.559839,1
1.849798,0.397588,-2.460442,1
-0.527966,1.007336,-0.334583,1
-2.597461,-0.816246,-2.086109,1
0.602114,-1.311852,1.315644,1
0.914223,0.762513,-0.812289,1
2.069585,-1.026912,-1.211149,1
-2.465694,0.384955,-3.723472,1
-0.098549,-0.225222,0.943983,1
1.452191,-1.090513,-1.15207,1
1.466649,-1.273835,-0.610092,1
-0.219224,0.297247,-0.039405,1
-2.370562,-1.450623,-1.736287,1
0.179195,-0.019737,0.828998,1
0.032233,0.665407,0.386323,1
0.719217,-0.837472,0.468486,1
0.206141,0.078516,-0.252633,2
1.455285,-3.898907,1.31657,1
0.370705,-0.358577,0.941518,1
-0.742957,0.119657,0.664281,1
-0.340944,-0.085962,-0.144087,1
0.344493,-0.784268,1.007165,1
1.935517,-1.403396,-2.176891,1
0.580664,-1.697091,1.619873,1
-0.076718,-0.078628,-0.143639,1
-0.301276,0.366118,2.089794,1
-0.806686,-0.413199,-0.317652,1
0.929525,-0.617184,-0.796266,2
-0.26889,-0.128096,2.286869,1
0.550316,0.218595,-0.048548,1
-0.191669,0.998411,0.146203,1
-0.134065,1.076435,0.634045,1
-0.136527,-0.305195,0.368985,1
1.011855,-0.554268,-0.296233,1
1.050222,-1.031742,0.45183,1
0.001786,-0.241302,0.705058,2
-0.150193,0.524992,0.78105,1
0.918679,-0.183037,-0.144871,1
0.230636,0.525279,-0.100218,1
0.222041,0.053489,1.25573,1
-0.161068,-0.877716,-1.339617,1
-0.40179,0.860724,-0.026809,1
0.995107,-0.160572,-0.024571,1
0.30098,-0.043899,1.000324,1
-0.9089,2.50792,-0.928556,1
