@relation R_data_frame-weka.filters.unsupervised.attribute.RandomProjection-N1-R42-DSparse1

@attribute K1 numeric
@attribute Class {1,2}

@data
1101.751283,1
958.123222,1
669.841725,1
1044.210131,2
1345.308631,1
1145.231994,1
1012.967745,1
1059.322274,1
1314.559879,1
1208.971464,1
1051.35484,1
1206.002209,1
1348.427361,1
1017.496018,1
1357.214748,1
922.877373,1
850.925558,1
1172.021104,1
1371.297187,1
1204.171258,1
968.990282,1
1080.040546,1
1027.106129,1
713.060549,1
540.601636,1
1138.406328,1
879.426108,1
1069.293864,1
960.875797,1
724.516853,1
1154.219432,1
633.545734,1
1477.686676,1
987.49482,1
1418.677956,1
1322.307862,1
1187.46251,1
1182.503476,1
1259.200937,1
1279.828103,1
782.02094,1
889.841102,1
740.338791,1
777.024666,1
998.208247,1
1134.060266,1
480.817304,1
1508.616253,1
1112.780636,1
1176.495511,1
864.485784,1
946.140894,2
1463.828018,1
1118.37568,1
1123.498567,1
1202.620553,2
1122.095432,1
1293.495543,1
1260.252638,1
1291.165242,1
1461.11476,1
1002.164597,1
805.750036,1
997.554571,1
1072.13945,1
1059.604598,1
1088.644855,1
928.60388,1
1366.588087,1
977.871719,1
887.469925,1
1256.283817,1
583.102352,1
1352.126156,1
843.641938,1
791.980232,1
1101.007021,1
919.9871,1
827.859837,1
1028.736335,1
1236.684277,1
1046.42525,1
1709.96716,1
688.490196,1
694.439444,1
1442.105502,1
1322.750747,1
822.735392,1
965.741994,1
612.490578,1
1078.955936,2
662.37087,1
811.68231,1
1110.308827,1
1447.856604,1
1009.17438,1
677.809331,1
1017.490129,1
1071.994997,1
1287.355943,1
1002.421634,1
1033.671814,1
1540.009674,1
1384.293457,1
1669.696978,1
1327.097329,1
956.0096,2
1683.841945,1
1309.430411,1
1088.452944,1
1496.636178,1
1338.442262,1
1140.84419,1
1588.867883,1
860.829251,1
1392.443449,1
1374.258647,1
849.867448,2
761.909751,1
833.746212,1
790.062678,1
849.570921,1
990.999625,1
1444.68799,1
1122.519612,1
931.987614,1
813.486414,2
1307.290808,1
1429.496173,1
685.20363,1
640.017369,1
667.994146,1
830.592667,1
1260.499975,1
1243.762995,1
1295.440809,1
982.356864,1
2194.665817,1
1157.35635,1
1085.129831,1
976.876655,1
603.639105,1
1065.053803,1
504.026785,1
1224.038054,1
1264.223884,2
1265.696128,1
789.062073,1
824.456184,1
1140.965606,1
923.18308,1
1016.969128,1
1174.941688,1
1068.656296,1
673.872726,1
1169.390985,1
1391.298563,1
841.117647,1
1157.009939,1
762.968381,1
1421.893335,1
579.192247,1
1146.919011,1
1393.449597,1
1549.268352,1
985.190499,1
1341.040338,1
648.736859,1
1276.279824,1
1222.82787,1
1053.244334,1
1316.398797,1
1173.897435,1
996.891542,1
1003.39037,1
942.865586,1
1168.26827,1
1096.614194,1
2009.845084,1
1384.962895,1
1419.126904,1
913.548548,1
892.078392,1
985.670104,1
849.807173,1
908.33698,1
1655.191053,1
1155.141057,1
633.201229,1
557.96787,1
1442.325992,1
822.724134,1
1041.727929,1
1326.008562,1
1035.862685,1
1071.944248,1
1130.846792,1
981.431256,1
1166.423116,1
1351.974082,1
1163.782605,1
1380.740155,1
1033.423091,1
876.417709,2
705.417009,1
867.811668,1
1360.942987,1
746.761235,2
1127.857792,1
1367.474378,1
980.340757,1
1375.895435,1
999.925748,1
744.869316,1
702.196607,1
946.377492,1
1417.07477,1
957.679817,1
1073.82716,1
1118.505064,1
1042.694586,1
789.934507,2
763.743127,1
780.437672,1
1129.24759,1
982.750559,1
1259.878689,1
946.388751,2
1170.022491,1
1257.468886,1
1405.317782,1
1721.745105,1
1057.128285,1
941.404255,1
1318.833022,1
1050.295691,1
978.031414,1
790.822183,1
921.855117,1
926.523514,1
1020.610938,1
1147.834747,1
1179.760254,1
564.538058,1
885.707736,1
1137.22455,1
800.009846,1
1107.357759,1
595.753424,1
943.861689,1
1275.491568,1
2841.806764,1
1176.397823,1
999.949997,1
1004.50685,1
1053.779711,1
925.291679,1
1084.081594,1
1235.818251,1
1560.577778,1
1346.945938,1
1117.750063,1
1712.670545,1
1105.048415,1
1407.058147,1
896.490965,1
952.727017,1
1411.967818,1
998.337285,1
832.751669,2
1178.732801,1
471.423527,2
1197.223656,1
1052.394071,1
684.872115,1
1491.642155,1
1047.687049,2
1008.30108,1
1130.682767,1
976.381635,1
971.897009,1
621.228947,1
1232.35415,1
480.159991,1
1178.784243,2
960.13344,1
1149.504444,1
1175.513092,1
736.121593,1
1840.615752,1
1184.28974,1
1042.50891,1
1101.486106,1
940.503589,1
1215.312675,1
1204.641337,1
1400.751231,1
801.824169,1
1044.85965,1
897.166984,1
1887.281011,1
669.169169,1
1179.093587,2
1010.265572,1
934.848962,1
1965.277338,1
1485.406773,1
1136.48635,1
887.918526,1
964.240998,1
1143.153533,1
1306.477437,1
1402.161639,1
984.093592,1
1061.054325,1
400.536749,1
824.659874,1
1095.844817,1
1297.836236,1
1134.820983,1
939.048666,1
1421.61742,1
903.668584,2
1327.842803,1
1221.343156,1
1337.339984,1
1054.790017,1
1065.162576,1
1547.022575,1
1424.32323,1
1208.009136,1
832.801378,1
968.275118,1
1517.276507,1
895.368423,1
1052.239745,1
1273.532965,1
1125.642673,1
1306.967088,1
915.745481,1
525.124723,1
1390.049581,1
1147.77222,1
1560.068381,1
991.117924,1
1494.486356,1
761.894509,1
994.677634,1
1050.241305,1
1340.607325,1
967.665263,1
1030.570231,1
1070.022537,1
606.979885,1
1263.480142,1
1330.792313,1
664.583911,2
1795.585549,1
930.853641,1
997.661265,1
1384.09098,1
963.650023,1
920.863518,2
1293.293586,1
1309.163848,1
1456.812173,1
1321.113786,1
1335.213546,1
1194.375298,1
825.788478,1
1109.724952,1
769.030559,1
803.429954,1
728.240762,1
1070.607451,1
971.295468,1
1523.178817,1
1108.011088,1
1026.673116,1
919.119516,1
1655.801254,1
1120.265867,1
1680.089283,1
1432.687996,1
1752.835417,1
1535.138281,1
1175.629486,2
1413.807083,1
974.278579,1
913.137186,1
1745.153426,1
973.474388,1
1363.842267,1
1109.685808,1
1190.428474,1
1324.672458,1
861.244944,1
1189.993037,1
1404.693205,1
1417.510381,1
1109.139173,1
1305.773878,1
1350.65322,1
1441.579479,1
861.373635,1
993.370456,1
1068.675348,1
1017.060234,1
1399.452539,1
929.978089,1
695.258877,2
844.705937,1
824.907037,1
488.919318,1
986.430821,1
1336.34648,1
1170.164519,1
664.282708,1
899.746355,1
1802.657339,1
1045.533244,1
1099.108867,1
700.325992,2
388.359566,1
1084.263806,1
1558.087955,1
845.240794,1
1107.040274,1
1297.970989,1
1448.860501,1
1629.648673,1
1283.567774,1
1133.42114,2
851.322198,2
1495.120633,1
965.650368,1
1014.115748,1
2041.113624,1
684.693021,1
1309.430411,1
1306.104873,1
1073.17868,1
1408.081962,1
635.361443,1
716.832783,1
1327.210432,1
1162.545574,1
790.516995,1
736.853904,1
1111.42063,1
910.850879,1
1569.728202,1
807.135676,1
1325.018868,1
1518.53415,1
928.961722,1
745.116479,1
1605.322366,1
1031.724989,1
850.003934,1
801.099826,1
960.927239,1
1577.320993,1
895.253761,1
607.011582,1
876.671108,1
1202.353471,1
1361.680668,1
1245.180679,1
1068.675348,1
1557.690969,1
1294.130686,1
1027.353466,1
771.763908,1
1059.385321,1
1509.385977,1
1510.925597,1
974.958929,1
362.147229,1
1478.268472,1
1887.007521,1
858.354844,1
1216.260453,1
856.282618,1
1326.193025,1
737.300427,2
935.60431,1
762.639984,2
876.341325,1
795.877346,1
920.337667,1
929.822551,1
971.295641,1
1060.015094,1
572.511901,1
911.858066,1
1359.793079,1
1027.946,1
519.615242,1
2689.874904,1
1568.43869,1
1010.285317,2
1133.023634,1
574.411094,2
1204.151686,1
616.04007,1
1151.986992,1
844.059016,1
1259.055618,1
805.403626,1
1333.091437,1
760.658864,1
2893.514542,1
1053.779711,1
1232.890219,1
854.28591,1
1157.442952,2
1027.106129,1
1351.767968,1
977.757923,2
734.173036,1
1660.803417,1
696.017862,1
1045.649984,1
952.531815,1
675.268933,1
961.873112,1
1346.917013,1
1116.711006,1
1172.891979,1
559.452411,1
914.349621,1
1016.950076,1
867.233856,1
889.581295,1
727.894352,2
1322.484877,1
843.579584,1
1264.951346,1
1102.056644,1
1188.501741,2
1101.914269,1
1034.372428,1
1006.625494,2
1108.512517,1
796.403023,1
1717.647419,1
1088.940343,1
1235.496609,1
1119.707627,1
839.06049,1
1051.138334,1
924.915131,1
1228.271533,1
1095.645977,1
552.372307,1
689.041161,1
747.101583,2
994.587741,1
932.779508,1
967.061643,1
907.017331,1
1293.120381,1
1626.358123,1
1274.092244,1
1652.511224,1
1080.799704,1
1113.708669,1
1087.727907,1
710.64226,1
1693.368397,1
1200.232575,1
931.443577,1
1392.261583,1
1123.651853,1
1312.721307,1
1213.814797,1
828.174724,1
855.200086,1
1588.001858,1
1207.431844,1
709.274806,1
1553.116622,1
1413.699869,1
1125.919627,1
1066.992141,1
1703.904982,1
725.313596,1
1299.532953,1
1302.138303,1
2027.216167,1
1301.275396,1
1138.99765,1
1432.49262,1
1030.07521,2
1077.13174,1
1325.722427,1
915.205947,1
784.718609,1
1630.326251,1
1411.423088,1
797.320837,1
944.012204,2
997.103025,1
1200.834116,2
487.13929,1
1191.240806,2
765.799591,1
1176.224791,1
1282.501177,1
860.904596,1
1091.192009,1
982.419218,1
969.370986,1
799.555529,1
1652.013952,1
1029.459986,1
1180.969918,1
1122.368923,1
1018.760762,1
992.465113,1
1317.657652,1
1467.810349,1
1018.528494,1
732.007973,1
1294.852432,1
972.546528,1
1092.058034,1
744.781847,1
1394.356845,1
1062.396664,1
1503.593306,1
1701.306906,1
945.346229,1
778.383633,1
827.353386,1
605.043279,1
1151.65721,1
1475.647532,1
1143.153533,1
1129.563689,2
672.980374,1
700.100825,1
1147.050647,1
1604.66332,1
1069.445245,1
879.066707,1
1203.651643,1
1499.035934,1
444.992778,1
1807.158766,1
1341.992966,1
1283.853909,1
1234.865623,1
734.028583,1
1539.279961,1
1403.703511,1
771.946293,1
796.290094,1
1222.63007,1
1512.779584,1
1529.400863,1
1284.611162,1
1003.219416,1
1013.45982,1
740.715165,1
1213.209446,1
999.994511,2
759.380611,1
856.395201,1
1515.726842,1
1203.198019,1
1240.98773,1
1245.971706,1
1315.492588,1
1506.048834,1
958.170507,1
1073.136765,1
1455.834257,1
702.779615,1
1055.79322,1
1112.257557,1
1179.5266,1
1383.446657,1
1008.011308,1
1376.836112,1
694.552374,1
1159.996168,1
987.346037,1
1644.95342,1
1057.089834,1
1051.970584,1
1186.353998,1
843.701347,1
1667.503163,1
1040.159903,2
1093.666417,1
588.700167,1
1399.030784,1
1044.426637,2
1324.447464,1
1625.24095,1
654.985752,1
1129.107987,1
1124.578674,1
1146.040342,1
1793.538611,1
824.863736,1
1345.308631,1
709.483345,1
924.977658,1
1427.490111,1
942.235639,1
768.396801,1
863.254122,1
1195.54807,1
1366.068472,1
1464.921461,1
1737.832913,1
859.097201,1
430.547994,1
1395.245561,1
1125.94353,1
1514.678431,1
824.456184,1
605.657984,1
1951.923919,1
1247.769402,1
1042.320463,1
679.829942,1
2369.989888,1
1021.224431,1
1060.65959,1
945.478731,1
1441.538602,1
1366.54825,1
459.426477,1
1349.886268,1
742.872088,2
1433.553502,1
1201.776698,1
1114.481857,1
1007.594577,1
859.861901,1
625.77714,1
945.083824,1
1351.528771,1
1213.878883,1
844.619854,1
1100.264664,1
1013.652597,1
1326.527484,1
1366.844777,1
756.163846,1
955.825656,1
1111.126355,1
995.795846,1
1023.642027,1
803.527122,1
1378.861572,1
937.385897,1
617.14304,1
681.549002,1
1361.78563,1
729.147317,1
829.597258,1
538.188023,1
718.801085,1
647.462243,1
1247.548912,1
840.977351,1
956.506352,1
1257.243546,1
1009.015897,1
1162.75723,1
1340.224715,1
1547.212927,1
1261.991444,1
1169.856041,1
1329.970281,1
884.84708,1
835.863817,1
1172.317112,1
1375.638053,1
1223.603482,1
1466.549069,1
968.649414,1
1029.177142,1
1374.449,1
1067.62382,1
944.26543,1
1176.062498,1
1330.165137,1
691.34808,1
959.968549,1
935.307436,1
514.922077,2
1152.360769,1
828.875858,2
1023.730881,1
1035.766383,1
983.227566,1
930.727201,1
946.158215,1
1323.540562,1
1447.682706,1
1010.497494,2
1019.793064,1
923.673251,1
1215.033642,1
1225.342115,1
1093.790085,2
986.114375,1
1076.130615,1
1556.850058,1
1145.064678,1
1067.78594,2
1155.70432,1
754.423481,1
1001.494813,1
1182.045868,1
706.423157,1
499.592735,1
857.498518,1
1178.778354,1
803.300396,1
790.161578,1
961.02025,1
1204.352777,1
1176.791865,1
1073.118059,1
1126.038619,2
1084.929952,1
1688.34978,1
1102.78601,1
834.612411,1
1298.17208,1
1244.242427,1
1089.69084,1
625.635111,1
1098.120212,1
888.542064,1
1240.449582,1
727.275837,1
1041.579145,1
1093.926744,1
1156.616244,2
937.851992,1
936.029008,1
885.448968,1
1318.644921,1
767.402431,1
1614.937499,1
1101.741757,1
1380.526939,1
1555.381625,1
1571.836108,1
939.037927,1
1130.602746,1
854.189781,1
1118.904822,1
1298.821599,1
904.996547,1
2837.965248,1
1119.038016,1
1173.993044,1
1256.640446,1
935.307436,1
915.358021,1
1053.61967,1
1319.028743,1
815.301083,1
813.442073,1
937.717931,1
723.581545,1
1175.440865,1
809.560547,1
951.535886,1
1224.84415,1
877.668942,1
1124.274179,1
616.610087,1
1436.669634,1
1106.513903,2
1070.343313,1
948.533896,1
1739.693655,1
982.123211,1
1160.987248,1
1145.35497,1
445.976929,1
647.822336,1
1325.59616,1
1065.585716,1
802.144945,1
982.602469,1
1042.496613,1
1098.120212,1
900.763934,1
1540.226181,1
769.275644,1
813.228338,1
702.024961,1
1190.78493,1
1451.804987,1
990.143818,1
1000.864693,1
1163.632436,1
1353.261861,1
1039.807777,1
607.083808,1
957.599623,1
1240.445598,1
1432.265549,1
1047.890739,1
976.443643,1
1314.626563,1
1118.286306,2
1015.579158,1
1300.986663,1
805.803383,2
1304.041827,1
1290.509141,1
1172.421554,1
1437.024705,1
689.759616,1
964.7523,1
1072.716742,1
1201.496279,1
787.016521,1
1359.082591,1
987.857858,1
864.66228,2
1053.846222,1
1433.124299,1
1240.336652,1
1672.027799,1
962.810844,2
1265.609525,1
922.894348,1
946.132754,1
1548.050547,1
1181.730981,1
1611.192113,1
1103.532871,1
1258.01812,1
1186.897862,1
1729.972347,1
872.674227,1
391.443483,2
804.811091,1
1356.241335,1
1027.106129,1
1331.947071,1
972.065538,1
1039.269802,1
688.416064,1
762.051433,1
1052.475477,1
1217.342985,1
1329.034108,1
862.272743,1
803.275628,1
858.167782,1
1013.167277,1
1516.843495,1
1244.767238,1
1069.257317,1
1294.361568,1
1072.268314,1
1196.500698,1
1047.890739,2
1529.901253,1
1194.290255,1
1332.663794,1
1115.873733,1
675.375107,2
944.601448,1
1180.59389,1
986.069688,1
1087.889161,1
1171.143474,1
751.050312,1
656.650945,1
834.656058,1
1128.906376,1
956.019992,1
1224.676488,1
1489.563695,1
1020.870746,1
1409.681511,1
1219.597942,1
1105.295752,1
1342.432907,1
1187.520534,1
1145.545322,1
1103.811211,1
1339.969238,1
1070.892373,1
1457.644423,1
1624.447151,1
1150.769014,1
747.033513,2
1067.730688,1
930.977309,1
1315.185323,1
1233.67709,1
1481.687367,1
1361.068734,1
967.271741,1
1563.275274,1
1050.616987,1
659.176622,1
1526.369774,1
1394.716592,1
868.380993,1
884.174871,1
1277.344169,1
1209.950419,1
1591.061872,1
1355.948445,1
1059.396406,1
690.089052,2
1183.620648,1
939.841425,1
1113.708669,1
1360.525909,1
1547.950608,1
1091.625021,1
655.187536,1
897.166984,1
1317.080186,1
1010.644372,1
1054.118847,1
986.269567,1
748.889233,1
1143.153533,1
1262.665039,1
603.446501,1
1048.00973,1
1293.841953,1
1344.071427,1
1155.951483,1
1127.768938,1
842.800161,1
493.015965,1
1086.395614,1
1394.773404,1
1053.153575,1
614.808581,1
881.915065,1
1117.112149,1
785.509117,1
1085.672136,1
1155.710901,1
1055.063334,1
1008.300907,1
995.929214,1
984.710202,1
457.320476,1
1059.582082,1
774.676178,1
793.97209,1
546.952893,1
1565.77393,1
1031.147523,2
1025.374078,1
1424.218094,1
1198.579159,1
757.663975,1
735.909244,1
1213.054254,1
875.14136,1
1194.001522,1
1214.010173,1
1087.727907,1
645.910671,1
1457.69396,1
1419.667131,1
1349.829976,1
1089.101597,1
842.812459,1
1295.89478,1
1049.276379,1
1756.852216,1
997.661265,1
814.378766,1
1252.025397,1
875.984696,2
918.721664,1
1407.789765,1
1135.392733,1
1061.097626,1
950.895893,1
591.056449,1
815.248949,1
1058.002278,1
1383.04257,1
766.815439,1
1397.765002,1
764.375672,1
1251.464559,1
1250.267192,1
1600.118073,1
1117.213994,1
1310.123231,1
651.209881,1
993.716,1
729.88621,1
1515.072126,1
923.200055,1
1346.861934,1
819.837325,1
995.326807,1
1484.367542,1
908.749381,1
1000.657367,1
945.312281,1
1590.752008,1
1406.232825,1
1512.925942,1
1375.863046,1
1313.202471,1
1627.822052,1
942.235639,1
959.60707,1
642.317359,2
643.907208,1
1005.851441,1
1697.973747,1
1649.791038,1
1040.585988,1
526.435192,1
988.174303,1
1068.362886,1
1185.422847,1
1218.281237,1
1569.430463,1
945.292189,1
901.428522,1
1446.873838,1
1935.937956,1
710.095278,1
1370.621167,1
1337.217009,1
991.09558,2
1568.450641,1
899.984165,1
871.70272,1
1134.759842,1
1628.560772,1
975.72207,1
1048.994401,1
931.967176,1
1250.757189,1
694.619058,1
862.368871,1
1224.712688,1
1159.742423,1
1148.349685,1
1380.504249,1
1464.120041,1
1166.659887,1
1152.479934,1
1045.092784,1
1337.024405,1
1212.435565,1
1125.126002,1
1362.777575,1
1294.241711,1
703.790094,1
1446.795203,1
1429.608236,1
609.263248,1
1556.343779,1
685.285902,1
935.307436,1
586.676093,1
1131.061913,1
1125.499952,1
1535.77481,1
693.108883,1
949.596855,1
988.553969,1
1090.918518,2
880.256799,1
913.920419,1
577.195366,1
1263.819797,1
1027.972154,1
983.660579,1
1376.238208,1
1813.457196,1
900.819014,1
1009.572405,1
909.395956,1
1013.550926,1
1012.672257,1
1478.458304,1
1225.990768,1
1019.079459,1
1260.394147,1
1465.164295,1
623.336853,1
925.102366,1
1032.541131,1
751.250884,1
1763.754958,1
1060.448107,1
918.102283,1
597.062682,2
1173.753155,1
1256.967458,1
1046.901045,1
1067.573071,1
875.695963,1
937.905512,1
1331.650198,1
1289.728333,1
1009.978052,1
874.952047,1
1012.282892,1
1419.670248,1
847.898626,1
1173.411768,1
1191.481561,1
1037.540696,1
1245.371724,1
894.480574,1
1037.498434,1
1035.372861,2
1065.870985,1
932.64562,1
1292.778994,1
1480.276265,1
477.747071,1
1511.503062,1
1231.015794,1
1863.446087,1
326.92459,1
1500.219444,1
1113.708669,1
592.888612,2
1027.322635,1
1918.93909,1
1177.217257,1
1091.643901,1
1483.501517,1
1477.924313,1
1283.125062,1
1466.722274,1
579.717405,1
1531.363796,1
1327.065979,1
1240.725671,1
1057.664355,2
1284.810521,2
1472.58492,1
1505.270797,1
1215.899667,1
1043.436943,1
1404.181384,1
819.926179,1
1146.328902,1
1272.219377,1
1148.488249,1
978.113686,1
1571.316493,1
745.482462,1
1065.528385,1
1209.859659,1
1313.933743,1
824.473678,1
1205.416083,2
1338.528864,1
896.119787,1
1011.98394,1
1123.234949,1
1428.165438,1
676.077107,1
961.352284,1
806.793769,1
825.78536,1
1276.175035,1
924.405735,1
886.253332,1
618.568171,1
759.275475,2
1087.439347,1
1222.790285,1
1209.371221,1
1237.830721,1
1507.057408,1
1058.157643,1
929.381917,1
806.58142,1
934.380096,1
779.711596,1
1418.549611,1
1244.816602,1
1078.785675,1
901.916441,2
1165.862624,1
1148.349685,1
1293.365639,1
1549.221586,1
1127.276343,1
680.742906,1
1216.580016,1
1175.814988,1
1323.44045,1
909.976193,1
955.673409,1
1248.693278,1
1188.653122,1
1431.020377,1
1256.726529,1
1680.443141,1
962.194061,1
1146.70874,2
1101.584314,1
1239.360988,1
1037.75495,1
877.283734,1
1153.545838,1
1337.17873,1
809.99356,1
513.264505,1
977.809365,1
1134.626474,1
1427.556276,1
1461.341485,1
1241.731126,1
657.592661,1
849.437726,1
1762.188492,1
987.145292,1
1745.041189,1
1260.579823,2
1268.999322,1
1075.776757,1
1524.362154,1
935.653846,1
829.074871,1
1126.872255,1
1503.14661,1
1128.9282,1
1081.922246,1
721.765663,1
1461.325897,1
980.367431,1
1498.70771,1
1174.083111,1
1053.773303,1
794.708212,1
718.254103,1
765.739662,1
1030.661336,1
1409.213338,1
611.65469,1
1350.710897,1
1380.388548,1
854.259409,1
1235.298636,1
1323.023199,1
1313.505753,1
693.525961,1
873.819632,1
1049.921395,2
1117.87633,2
1551.628791,1
984.868511,1
1145.999119,1
1209.321165,1
774.356615,1
915.093018,1
1191.975888,1
962.612697,1
1165.814473,1
1287.779775,1
932.166708,1
1269.36236,1
1070.488805,1
729.342693,1
1006.91925,1
1275.222407,1
731.578944,1
1970.467601,1
1087.054313,1
1153.892248,1
613.616411,1
1254.004785,1
506.152358,1
826.970429,1
1000.928952,1
738.348491,1
1482.635491,1
1530.555621,1
1460.696297,1
863.408968,1
1191.189018,1
1127.229751,1
580.627078,1
1552.013652,1
1163.028816,1
881.838335,1
718.485679,1
1152.198649,1
1511.941791,1
1149.215711,1
1314.551392,1
1259.949876,1
1066.049213,1
780.907404,1
1225.631194,1
762.535368,1
1126.837095,1
1240.667993,1
1019.633542,1
1277.706514,1
1230.910658,1
1648.549851,1
1000.1355,1
596.591564,1
1082.185345,1
1046.372769,1
953.667175,1
1046.302968,1
1194.537765,1
1193.440684,1
997.814032,1
1193.470821,1
928.466875,1
1091.435535,1
663.066115,1
778.43317,1
1250.438838,1
1161.238915,1
1446.868642,1
920.937823,1
1626.612215,1
1016.454016,1
1489.642503,1
1468.241629,1
838.813846,1
616.197686,1
1132.579016,1
1533.73099,1
980.174134,1
619.139055,1
954.359995,1
1008.919595,1
603.496038,1
1205.362909,1
1080.898604,1
1059.582082,1
837.682644,1
1230.675273,1
1242.746454,1
1197.074526,1
1223.033291,1
1159.535096,1
576.513111,1
803.84478,1
952.381127,1
692.275073,1
974.090305,1
907.685902,1
1466.968226,1
1593.486743,1
1472.490696,1
1220.749409,1
784.272606,1
1213.035201,1
821.493858,1
1105.363302,2
1072.492961,1
782.886965,1
1276.239467,2
1265.826897,1
1099.918947,2
587.628894,1
783.147985,2
1073.005475,1
901.328756,1
1274.702792,1
1574.967136,1
1214.398672,1
1108.347626,1
717.984077,1
795.011321,1
1463.871665,1
1491.728758,1
743.715943,1
1032.302281,1
1063.177992,1
603.553196,1
897.895139,1
1126.772489,1
1386.560885,1
1345.911731,1
1231.756592,1
904.205866,1
888.975077,1
745.061054,1
596.852757,1
1242.457722,1
1528.92836,1
784.885578,1
1507.514149,1
851.748109,1
837.100155,1
1012.269382,1
891.333611,1
1266.995166,1
984.844089,1
1276.181963,1
979.072203,1
835.650429,1
579.941359,1
445.285321,1
1159.529207,1
1228.580704,1
567.246639,1
1391.50537,1
979.917444,1
582.3716,1
520.308063,1
1511.26733,1
781.73238,1
1103.316364,1
1059.040816,1
1632.728952,1
1111.196676,1
1233.695623,2
1112.650213,2
753.315315,1
653.86754,1
907.889418,1
1157.542891,1
1239.124736,1
1029.896636,1
526.060203,1
1287.779775,1
1088.977755,1
827.468567,1
762.795176,1
1056.666347,1
1304.267513,1
497.922518,1
1208.105438,1
1452.917137,1
1069.633692,1
906.852266,1
1258.643217,1
948.607161,2
1465.56232,1
991.488756,1
1263.011449,1
1061.92035,1
1174.218557,1
1206.084655,1
1638.88085,1
1327.72537,1
975.47508,1
1083.917395,1
1559.704131,1
576.96535,2
690.214626,1
1005.428301,1
982.174652,1
622.164601,1
977.18115,1
1202.682387,1
918.852953,1
773.144179,2
993.163476,1
1186.743363,1
1053.144741,2
894.315509,1
1100.226213,1
692.987986,1
1238.340983,1
640.943669,1
1301.732311,1
761.916679,1
1376.18642,1
740.959384,1
1022.157487,2
759.311848,1
1321.434908,1
1062.241992,1
537.801776,2
1195.554998,1
882.624166,1
1418.517568,1
1059.175223,1
1075.801525,1
1219.159906,1
929.545423,1
1366.398428,1
1139.689431,1
1427.209865,1
1038.191254,1
999.145806,1
1619.366873,1
1263.850108,1
775.958762,1
1014.981773,2
772.182025,1
558.215207,1
1264.050679,1
1357.455503,1
1555.381625,1
1383.908595,1
1668.54222,1
997.383964,1
1321.554766,1
1065.788539,1
507.779619,1
926.137786,2
1166.772297,1
993.753759,1
1926.040498,1
873.893764,1
996.383531,1
718.454675,1
1039.374938,1
939.761232,1
1373.51629,1
1215.033642,1
600.308545,1
568.944049,2
996.102419,1
611.564623,1
2365.981403,1
844.374769,1
933.997832,1
1039.68636,1
1255.670152,1
2207.906306,1
1000.529541,1
1234.748363,1
1482.202479,1
1091.463594,1
1141.694973,1
1149.412472,1
1298.355851,1
1421.364194,1
1179.23804,1
1018.368972,1
1172.455676,1
1263.675344,1
947.624223,2
1377.222013,1
1372.962034,1
1378.791078,1
907.594623,1
1036.131153,1
1511.733945,1
880.023319,1
1116.32701,1
1001.702659,1
1184.792034,1
939.994192,1
1219.844932,1
1325.130758,1
1030.570231,1
949.356273,2
1125.239278,2
521.42818,1
797.068131,1
812.331829,1
1351.944464,1
925.607952,1
859.468379,1
1461.365907,1
1298.880662,1
854.083433,1
1131.636954,1
897.089389,1
933.858056,1
1308.73759,1
1081.423242,1
1005.691572,1
844.127432,1
1245.128024,1
1162.783558,1
1139.121665,1
1083.686513,1
5528.561725,1
1419.162931,1
1253.275418,1
941.597552,1
902.687204,2
985.190499,1
1118.37187,1
1283.271594,1
1202.404047,1
1025.627477,1
1323.86411,1
1123.754564,1
963.020249,1
850.533075,1
978.361369,1
807.366559,1
1009.043437,1
1135.275473,1
1481.533387,1
1051.35484,1
925.10583,1
828.399371,1
1097.28623,1
1835.768435,1
798.129012,1
1467.252628,1
605.592339,2
820.607048,1
872.953607,1
1412.809249,1
1212.154627,1
1257.710507,1
1343.32907,1
1316.796303,1
1248.916539,1
1000.640393,1
1043.344105,1
468.228239,1
1413.749233,1
951.437159,1
1257.468886,1
1081.146114,1
956.284477,1
1150.141492,1
1025.572051,1
914.003211,1
1432.752428,1
775.128417,2
997.661265,1
652.790724,1
630.268521,1
890.274115,1
1423.928149,1
1570.331822,1
1532.296679,1
936.835798,1
1130.128511,1
1198.179402,1
781.554672,1
1090.012829,1
753.902307,1
742.524119,1
862.561302,1
1122.701131,1
1166.41255,1
1112.409631,1
964.102781,1
1201.668791,1
665.10751,1
807.135676,1
1077.335602,1
786.864273,1
1470.903272,1
1023.33632,1
1367.454113,1
659.478345,1
664.206844,1
1773.22027,1
1315.672895,1
1265.040373,1
1170.108574,1
1456.827934,1
1030.414866,1
1517.803744,1
1244.767238,1
1475.520053,1
698.297414,1
1474.841263,1
911.92475,1
1060.88112,1
1570.773841,1
924.070237,1
933.921795,2
1340.134822,1
1149.388916,1
1280.698805,1
1267.780651,1
897.363399,1
1565.485197,1
1538.26498,1
1117.750063,1
951.053337,1
1115.44072,1
1138.114824,1
906.055003,1
1725.530156,1
799.153174,1
1184.507632,1
1517.878915,1
1229.756073,1
1344.622565,1
1144.910699,1
1108.079504,1
1535.649756,1
906.591939,1
1107.935224,1
865.905892,1
919.340006,1
1039.695194,1
1183.415747,2
997.527897,1
1381.021959,1
785.383023,1
1176.206778,1
1209.416947,1
907.677242,1
1018.940722,2
1055.684967,1
1113.879969,2
971.164525,1
814.641345,1
1428.380212,1
1239.43512,1
584.237538,1
1606.303919,1
746.293928,1
1005.950341,1
