@relation R_data_frame-weka.filters.unsupervised.attribute.RandomProjection-N2-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute Class {1,2}

@data
1338.80426,382.145141,1
734.142206,350.36911,1
484.531168,329.855047,1
602.578571,491.318555,1
1399.713559,360.699581,1
959.426244,338.486029,2
987.961781,367.635578,1
1555.381625,403.567838,1
1445.998979,434.335816,1
409.089097,324.297415,1
1240.356224,366.086259,1
824.311905,343.667805,1
1356.092899,374.380184,1
716.510968,315.348775,1
723.845683,372.715683,1
1348.690287,365.173988,2
1340.08771,421.215531,1
866.545019,327.704013,1
1581.99753,434.629225,1
992.71245,376.411706,1
1501.174844,455.144501,1
1090.350752,373.628128,1
1067.520763,485.840252,1
930.32779,361.998619,1
971.831191,335.076487,1
1264.39709,382.783228,1
1327.407885,409.719563,1
1203.125792,341.538769,1
1147.579962,492.768455,1
1280.663298,362.450511,1
1319.245423,371.236165,1
692.616634,333.878254,1
828.707503,295.078411,2
818.139395,369.028667,1
487.355796,290.010257,2
1017.788908,548.7615,1
1328.482969,384.515279,1
1285.542485,390.000165,1
1314.493368,384.915037,1
1483.237899,395.736024,1
758.530001,337.858161,1
1444.122822,398.065979,1
1222.82787,391.876495,1
1094.757955,359.069374,1
977.821489,515.993697,1
978.654086,430.323866,1
1272.389638,424.983954,1
479.412265,318.396145,1
601.907747,312.866746,1
616.177075,330.388692,1
1202.04326,391.443483,1
1320.778288,403.07507,1
906.371969,408.899783,1
1282.388074,368.703387,1
1296.353427,387.632971,1
1273.750164,375.855025,1
1240.040125,367.488527,1
964.064329,366.340524,1
733.117524,346.031189,1
985.344479,361.132593,1
1325.018868,388.969075,1
976.948709,362.323378,1
1266.413543,365.64372,1
654.591364,321.460316,1
2133.321773,842.341514,1
1122.901875,417.824002,1
1056.217919,392.509387,2
927.513207,359.075783,1
595.865315,351.407301,1
1470.258429,413.815863,1
1020.177926,374.122974,1
1479.748855,361.940941,1
978.554493,396.098369,1
963.478723,372.390924,1
1543.56748,441.828148,1
1062.61317,402.701813,1
954.74503,348.527074,1
1268.374398,418.771434,1
1051.987905,368.401318,1
1255.736835,640.858799,1
568.97869,311.444386,1
1104.831909,547.111549,1
699.450787,319.373888,1
836.980297,371.724777,1
1225.810808,431.857944,1
544.682694,306.41555,2
756.146525,319.396231,1
514.023143,327.035961,1
1125.400012,365.376118,1
1535.098271,426.585927,1
954.013585,361.305798,1
707.090343,346.952986,1
1434.5813,371.383909,1
737.320692,323.893501,1
981.169024,342.192964,1
1030.013376,422.558563,1
1198.421715,379.634014,1
1149.136903,373.493201,1
858.764127,325.359162,1
1080.863963,448.280383,1
888.725488,360.93895,1
670.212557,341.122903,1
1201.817401,418.779748,1
924.193386,500.129671,1
753.095691,323.547091,1
1016.425264,363.153377,1
975.818199,367.194771,1
1239.510291,419.543755,1
1369.133509,414.21614,1
568.33991,316.369646,1
1062.685397,382.927508,1
1084.197122,377.786955,1
1317.972712,424.823912,1
1029.478865,416.522712,1
881.613861,351.779519,1
1518.513538,455.281852,1
717.633336,338.1197,1
1407.868747,379.030394,1
1749.859234,459.835067,1
1003.756006,399.192158,1
1138.246113,362.171824,1
1222.216629,348.651608,1
1624.605807,445.483468,1
1189.26367,370.799342,2
595.962137,311.769145,1
716.096661,316.691807,1
1432.770788,408.763991,1
1012.903312,446.869108,1
1164.793603,368.488613,1
899.194177,360.612978,1
1139.343021,424.958666,1
894.011708,379.592618,1
1202.176455,367.594529,1
679.926244,368.349529,1
1342.643004,389.425817,1
729.375775,309.171069,1
1198.290426,381.62847,1
815.086136,323.013273,1
1046.678303,357.322082,1
523.990922,299.796691,1
1374.873006,410.120706,2
648.653027,337.749907,1
1204.978913,398.283698,1
981.737656,452.568075,1
1583.805791,385.752483,1
1302.502207,367.937128,1
982.938833,363.297657,1
1146.652968,372.532259,1
1308.674544,386.089887,1
1551.735139,447.963072,1
1097.95636,461.568158,1
530.488711,327.790615,1
1499.59937,394.856662,1
1061.400735,410.380514,1
1026.413309,369.273232,1
1174.712538,382.616778,1
974.904023,355.310997,1
750.411012,365.46272,1
1106.780466,374.122974,1
1067.783169,434.692272,1
1436.968586,399.089794,1
1141.330376,376.948989,1
621.264974,304.732689,1
1376.980392,450.473679,1
1582.181301,438.271901,1
1217.490382,375.430846,2
958.731345,476.948422,1
1180.015211,385.359134,1
1474.977921,370.111891,1
1364.423024,398.371686,1
598.375403,312.466815,1
1594.517486,774.792745,1
882.928488,360.517023,1
1392.29328,446.554222,1
1228.388619,370.020785,1
1003.810046,350.567083,1
419.042846,292.943485,1
1026.528663,399.815004,1
1138.650201,369.619642,1
556.438123,309.553506,1
1098.976711,527.818755,1
1201.835414,375.855025,1
787.267148,319.946504,1
1582.517146,427.239257,1
1309.269676,417.19215,1
661.953619,324.332922,1
1550.878293,419.849116,1
1311.793274,414.265157,1
865.634134,337.91757,1
1038.446385,351.733966,1
1136.720177,348.513391,1
1055.614819,352.870191,1
1355.85734,371.096908,1
1051.35484,381.330557,1
836.207456,368.100807,1
1374.468918,387.806176,1
1693.788246,423.250171,1
1341.140277,400.370126,1
1437.60217,428.249562,1
1870.903605,464.766909,1
967.422429,345.977149,2
811.589472,331.712498,1
820.607221,340.251682,1
564.392739,422.002575,1
1315.728667,370.816316,1
589.7633,320.429399,1
843.595346,338.009715,1
533.125239,361.998619,1
1694.50774,470.371133,1
1676.315837,392.247674,1
963.020249,348.835033,2
873.516524,332.207345,1
1382.550148,444.576739,1
902.546907,338.937575,2
1006.898985,382.109634,1
1390.225558,456.955706,1
1407.805007,387.803231,1
1154.044149,395.832846,1
1073.17868,360.266568,1
950.73845,355.385302,1
1372.25657,392.283181,1
1115.19321,383.426512,2
1066.785854,344.992998,1
1351.358684,398.498472,1
1094.933239,359.712312,1
1137.566284,389.0969,1
1027.085344,395.011854,1
639.704041,323.316208,1
916.148876,353.550368,2
1315.425904,397.572344,1
1295.66511,393.084427,1
1417.625909,387.286561,1
1328.699476,395.557103,1
1338.176219,398.514753,1
1149.339552,351.235135,1
1185.12251,354.737342,1
915.484981,347.01967,1
1190.010184,367.377156,1
1650.067127,443.866945,1
719.227516,325.625552,1
727.740719,336.967713,1
877.861027,430.510928,1
788.459665,359.588816,1
1415.709741,428.955719,1
1111.735517,393.328993,1
812.007242,350.090769,1
1213.217759,398.818728,1
1262.866476,369.89348,1
907.017331,450.044477,1
1026.323935,363.17191,2
1175.924627,396.432828,1
998.931378,370.832078,2
1206.313632,368.658008,1
1729.929045,659.99796,1
1403.731051,361.228895,1
1108.240931,367.602323,1
1347.881938,396.916763,1
1054.076758,402.887315,1
1146.982231,392.537446,1
844.75963,351.606314,1
828.459127,353.723226,1
1150.298243,488.654834,1
1087.035087,382.436818,1
946.839604,367.772064,1
1225.076419,453.949212,1
872.189599,382.935995,1
1014.115748,564.648563,1
1118.904822,371.918593,1
1022.574391,412.797591,1
657.452885,323.725838,1
1184.30706,365.809131,1
705.983909,342.59965,1
966.297116,326.234194,2
1182.503476,556.746081,1
1451.82837,447.696163,1
1078.794162,479.79626,1
1146.617635,361.998619,1
1043.830465,348.187246,1
1084.0906,333.904755,1
747.756471,324.646597,1
1458.245445,411.485735,1
1611.351635,406.635993,1
1433.157728,635.412019,1
732.729718,349.94649,1
786.442173,343.705737,1
1410.519304,505.129062,1
1260.20518,447.935878,1
926.826449,345.155984,1
1727.658846,450.147707,1
973.812311,353.071975,2
435.844259,293.575164,1
883.345912,363.817272,1
1243.047831,375.892611,1
1298.691696,395.860212,1
1428.803352,400.588711,1
1181.162522,413.960143,2
1186.524085,578.227842,1
1141.021898,393.242217,1
1215.755387,346.554441,1
1048.802317,383.33021,1
992.217603,323.398654,1
1571.403095,383.216241,1
1216.869615,404.676351,1
996.391152,343.382363,1
680.695967,292.716586,1
1038.65579,513.619056,1
1072.178767,358.21963,1
1037.498434,384.515279,1
1010.905218,451.663425,1
1008.359104,334.38765,1
1180.080856,443.197161,1
963.713069,388.136824,1
1191.650956,375.588636,1
708.928396,425.911294,1
1494.254608,421.032626,1
1041.347397,328.512361,1
1197.25466,410.292352,1
1130.762788,380.718104,1
736.814414,308.411565,1
1686.855193,466.571186,1
1131.065204,366.689532,1
1153.978851,357.235479,1
1548.836552,418.440092,1
1155.030552,351.853824,1
817.527981,332.553755,1
1026.611282,467.406208,1
1343.686565,388.749104,1
1165.245321,394.744252,1
995.157759,436.418607,1
1409.442315,439.102766,1
1016.322727,357.975758,1
946.194588,332.801265,1
1118.976355,392.102008,1
789.260912,333.454421,1
1291.834333,369.399152,1
838.016757,583.474743,1
1378.674857,381.50307,1
1069.946674,391.503411,1
934.507921,333.286586,1
892.202927,347.7092,1
1083.094671,594.52644,1
945.100278,333.153391,1
1261.331013,426.084499,1
1071.79304,366.155541,1
1388.349747,381.58413,1
787.453344,349.926744,1
1161.967069,493.037269,1
465.705161,300.727321,1
933.371696,371.983372,1
1124.67844,375.470164,1
533.471649,282.757294,1
1192.307922,418.678423,1
1074.13789,683.360728,1
1223.615087,380.893734,1
787.718521,318.697349,1
480.009129,291.132972,1
1105.048415,607.949833,1
1219.434436,400.56325,1
503.931349,341.541367,1
697.15045,329.089653,1
1469.996197,431.391849,1
1118.961633,611.044835,1
692.799885,353.277223,1
1300.114748,378.102015,1
894.733107,364.651947,1
1029.399884,373.420801,2
983.804859,385.381305,1
1345.38536,371.435351,1
1529.400863,468.06941,1
1321.086766,444.388119,1
1233.220175,391.443483,1
297.479726,337.749907,1
1135.123053,387.349607,1
1424.860858,436.380675,1
1237.360123,364.575564,1
1067.100741,464.81939,1
790.822009,340.005557,2
1314.830252,387.673674,1
1193.575437,362.575911,1
1473.769816,394.437852,1
1184.14546,367.31844,1
1225.425946,418.7626,1
730.100638,342.643644,1
890.873751,339.148885,1
1261.981225,387.02225,2
1111.976618,391.443483,1
791.781219,336.205091,1
1242.711813,377.517794,1
1200.010006,361.84793,1
720.441857,446.595618,1
1274.047037,414.070128,1
741.133109,324.656816,1
1169.581337,368.647442,1
1711.266198,427.816549,1
1027.539142,500.77919,1
929.292197,351.107483,2
943.125047,360.266568,1
1305.25305,385.145919,1
578.375066,328.310231,1
1135.103307,392.573299,1
1369.309832,450.0857,1
873.819632,352.515641,1
1025.374078,368.926822,1
664.496269,315.233247,1
671.21628,317.635775,2
982.996511,362.806967,1
1413.032683,423.518465,1
872.32366,360.345376,1
899.644337,342.321309,2
697.49686,337.34582,1
847.236983,517.941908,1
1127.019826,349.008238,1
907.267785,351.802382,1
1255.736835,630.466494,1
905.729378,350.54041,1
1247.688515,404.710992,1
1331.081046,406.598927,1
964.902988,361.095008,1
1089.758564,387.919625,1
711.528897,330.158329,1
1007.079291,349.982516,1
693.54969,422.073415,1
1440.873841,439.138966,1
1271.043315,372.108946,1
1500.677572,414.826168,1
1013.782674,679.896626,1
924.017756,350.249945,1
771.272006,334.082117,1
983.804859,325.192539,1
1489.79475,482.757201,1
1221.095819,378.128342,1
1310.172594,399.60889,1
1460.66408,404.497949,1
1047.757371,369.459774,1
1116.532258,371.051875,1
1325.491198,514.89142,1
1017.260806,387.796996,1
592.952352,328.722805,1
1308.954097,424.612255,1
524.631435,309.708178,1
1022.566943,360.266568,1
1284.394309,389.868875,1
1270.008934,373.083744,1
1200.31121,378.453101,1
1220.576204,383.649254,1
839.755909,367.627784,1
833.948862,349.739336,1
1312.13674,473.066377,1
1331.767977,404.893723,1
1098.72643,356.715864,1
654.455398,338.875741,1
906.962251,354.369281,1
1344.106761,394.094559,1
1570.623672,448.601159,1
768.481325,344.297926,1
1016.815669,349.263022,1
1177.794549,595.825478,1
867.064634,347.276187,1
1217.080752,365.252796,1
1371.251288,735.988399,1
1095.988404,350.673605,1
1063.671627,378.164369,1
1013.689317,363.420459,2
492.938369,336.840061,1
1024.591884,358.031703,1
1266.772597,396.008649,1
880.191155,353.02902,1
1628.705225,427.239257,1
1173.014089,570.468254,1
931.532605,387.801672,1
1043.528915,433.847031,1
922.640256,329.115461,1
1276.521445,385.99982,1
1227.061695,430.462777,1
1111.504115,382.940672,1
1182.58315,372.051268,1
1348.112821,373.786264,1
894.851752,402.763647,1
1449.726526,381.743998,1
1125.474664,367.135015,1
843.433399,314.63084,1
1081.620176,364.642248,1
1227.402909,392.240053,1
1626.139018,596.274599,1
1231.661329,396.12002,1
637.202266,318.761434,1
1505.245856,391.443483,1
680.170983,335.70297,1
916.947698,333.246575,1
1762.125618,447.183995,1
1583.713127,404.92871,1
623.538291,326.78031,2
1089.256096,365.692044,1
784.900994,335.722542,1
656.447256,335.342703,1
966.715233,402.12452,1
1678.383906,429.681795,1
863.978466,350.031707,1
1125.203251,396.482192,1
1520.801404,424.200547,1
1738.632601,416.107886,1
1786.857918,483.984532,1
1641.767659,517.666685,1
958.44954,381.48419,1
1705.270704,407.653746,1
817.094968,468.581578,1
1090.742888,367.00234,1
959.209737,363.245695,2
942.841857,340.347984,1
1711.522888,447.446401,1
1092.194866,354.341049,1
1147.772393,373.892092,1
1179.66655,379.389102,1
888.014828,363.222313,1
582.61859,328.656641,1
908.171916,409.726318,1
1203.850655,379.319127,1
1176.062498,353.338365,1
881.325301,353.482645,1
1552.631648,412.030638,1
985.450307,369.922751,1
1323.679473,376.085908,1
808.119828,314.13097,1
2074.196487,815.349754,1
457.549973,332.265022,1
900.799615,437.276145,1
1718.553975,446.280904,1
1454.229858,404.491541,1
803.886176,360.544735,1
1522.992275,432.666292,1
1119.987353,395.12409,1
1462.563967,380.949333,1
1002.724223,404.456034,1
518.204833,305.484226,1
778.366312,337.767228,1
705.769481,329.254545,1
1258.401422,410.362847,1
1065.467937,366.80991,2
476.377538,357.890714,1
953.205237,334.368251,1
875.156429,338.859806,1
1421.147688,402.701813,1
956.092046,366.328746,1
1226.776946,480.667135,1
897.646416,332.820144,1
897.58718,333.644254,1
1229.073645,396.009861,1
1040.09651,365.895733,1
1154.844876,418.29027,1
990.733062,507.717785,1
1439.393977,391.085121,1
1430.847172,413.960143,1
1389.797568,433.705522,1
1179.18019,780.462094,1
1416.817561,396.639635,1
1930.208159,739.910454,1
585.035667,309.355706,1
934.730144,535.075355,1
825.990781,344.541452,1
942.124615,357.024515,1
1003.104754,385.195802,2
1623.90346,424.452214,1
894.187337,331.14248,1
1400.908501,407.865922,1
1541.332788,400.488598,1
1296.833725,441.043182,1
1274.474508,448.128829,1
1019.362996,430.66941,1
1330.792313,405.011156,1
1332.926892,409.356525,1
1561.759902,425.094805,1
1093.573579,363.189404,1
975.433338,389.278419,1
1322.132059,390.000165,1
888.064191,347.246396,1
1392.568849,393.340425,1
539.533827,338.615933,1
711.791476,324.114337,1
438.425361,376.071532,1
1044.826394,357.068856,1
977.18115,408.345181,1
982.842704,359.496845,1
1434.138069,394.907584,1
1577.898286,453.797312,1
1300.612713,662.430626,1
617.909126,323.027476,1
1678.154409,428.362665,1
590.624822,437.895526,1
1037.050352,346.469917,1
693.371462,322.213931,1
1223.652673,420.723455,1
1089.926226,427.350281,1
1135.222646,358.488964,1
1143.765986,375.023987,1
659.911358,334.285806,1
918.419941,333.852793,2
1026.913525,345.255403,1
931.48861,431.864872,1
1134.968034,419.464254,1
970.834569,364.173728,1
1815.535656,472.84987,1
1612.12361,408.486862,1
1271.696471,394.041559,1
1248.034232,411.874927,1
1030.906941,451.503903,1
1399.585907,417.113342,1
876.201202,409.803221,1
865.447938,624.404316,1
1318.362423,372.01732,1
1585.539747,397.760445,1
1194.12519,380.061484,1
1292.142985,374.795876,1
667.272574,407.897965,1
788.083117,341.574795,1
1381.418772,403.243079,1
1325.761225,388.845406,1
712.822046,347.548985,1
1256.633865,646.395126,1
997.253714,558.127912,1
1347.535528,391.600926,1
814.806063,336.234363,1
1449.69812,407.315823,1
1337.601697,350.17997,1
1011.584356,391.376799,1
1665.366851,447.735134,1
1377.846417,422.057481,1
719.348067,306.846484,1
1233.705149,374.815795,1
1156.668379,389.613917,1
955.418451,508.26061,1
1236.180769,431.03903,1
1250.911862,430.002224,1
1125.420624,355.152861,1
1137.345967,353.032658,1
874.916713,321.237748,1
1190.434883,373.791287,1
840.95622,315.050862,1
1012.462505,403.252951,1
1454.730248,403.9527,1
1268.408173,422.802782,1
1235.175834,374.737506,1
1246.066276,437.198549,1
1469.64511,408.763991,1
1457.167416,431.693399,1
1116.153805,362.202308,2
1547.530932,413.329677,1
872.953607,450.910503,1
1789.953786,445.902451,1
732.561363,320.204926,2
849.282188,345.832869,1
1363.123986,392.64847,1
1525.194404,373.628128,1
1202.967136,418.579003,1
1199.156451,384.082267,1
1302.344764,365.305277,2
1211.884427,421.183661,1
1186.728294,470.935435,1
815.340055,307.45426,1
1042.496613,488.289891,1
1160.631484,356.330136,1
987.26896,375.855025,1
990.155596,360.843861,1
1070.238351,353.549675,2
1157.810667,363.358105,1
591.934599,325.926755,1
1023.209015,371.93245,1
485.989554,289.939416,1
1526.869298,614.744842,1
1100.482036,377.114746,1
1188.651563,374.689701,1
757.153713,326.202844,1
1226.442487,366.51702,1
672.619588,321.324696,1
1081.095365,360.689015,1
1450.532796,396.878485,1
2621.280323,979.268618,1
1209.837489,344.389378,1
945.605171,340.552712,1
1215.033642,361.3491,1
1035.881738,399.410916,1
1517.276507,900.552451,1
1184.355384,390.341205,1
1076.845952,395.77361,1
983.3618,411.261435,1
1616.296466,611.493956,1
1453.190628,398.371686,1
879.586149,346.156762,1
1001.333213,354.377595,1
1146.151367,507.590826,1
1579.07608,434.467625,1
1192.420852,365.46272,1
1248.580348,382.313323,1
1096.661652,384.332894,1
1266.038208,855.77582,1
1117.204467,376.581967,1
1410.46665,477.46873,1
1182.63234,334.883017,1
932.954445,377.031434,1
1066.213931,384.78877,1
1423.498254,407.774297,1
1176.30308,398.227406,2
743.049796,318.120056,1
1733.205393,422.812828,1
1086.824296,514.042542,1
1151.380774,377.608727,1
1477.942153,415.608363,1
1068.824651,506.296291,1
1312.574949,416.146164,1
842.361952,386.200565,1
939.65523,352.030493,2
776.176654,328.722632,1
1408.899664,375.731357,1
815.720586,351.30511,1
1250.155821,389.422699,1
1182.873442,425.635205,1
1286.137445,372.809041,1
1563.064829,421.110395,1
1241.609709,356.098907,1
853.393384,354.383484,1
1101.751283,404.298244,1
958.123222,412.684661,1
669.841725,315.233247,1
1044.210131,350.956795,2
1345.308631,372.390924,1
1145.231994,358.188107,1
1012.967745,357.446962,1
1059.322274,366.155541,1
1314.559879,392.509387,1
1208.971464,389.8351,1
1051.35484,568.112665,1
1206.002209,383.772922,1
1348.427361,396.345879,1
1017.496018,441.058424,1
1357.214748,401.020684,1
922.877373,324.912293,1
850.925558,363.46428,1
1172.021104,379.60786,1
1371.297187,435.448312,1
1204.171258,353.486801,1
968.990282,354.665116,1
1080.040546,397.920833,1
1027.106129,599.289579,1
713.060549,331.78663,1
540.601636,324.835217,1
1138.406328,352.953503,1
879.426108,345.270645,1
1069.293864,342.574881,1
960.875797,366.205077,1
724.516853,433.012702,1
1154.219432,392.69437,1
633.545734,424.288362,1
1477.686676,379.133624,1
987.49482,349.573059,1
1418.677956,378.677575,1
1322.307862,378.415516,1
1187.46251,377.429633,1
1182.503476,556.746081,1
1259.200937,355.070416,1
1279.828103,402.780621,1
782.02094,353.338365,1
889.841102,326.491577,1
740.338791,345.355862,1
777.024666,356.669272,1
998.208247,375.216938,1
1134.060266,414.393156,1
480.817304,436.823214,1
1508.616253,779.422863,1
1112.780636,404.310195,1
1176.495511,361.673859,1
864.485784,490.042034,1
946.140894,350.956795,2
1463.828018,418.339287,1
1118.37568,413.623432,1
1123.498567,414.939098,1
1202.620553,388.973751,2
1122.095432,360.084183,1
1293.495543,396.062342,1
1260.252638,411.980582,1
1291.165242,436.004473,1
1461.11476,419.112994,1
1002.164597,424.987591,1
805.750036,358.188107,1
997.554571,481.750014,1
1072.13945,364.885428,1
1059.604598,355.031964,1
1088.644855,365.411798,1
928.60388,336.947968,1
1366.588087,410.496041,1
977.871719,379.392912,1
887.469925,350.946403,1
1256.283817,382.509738,1
583.102352,344.1436,1
1352.126156,440.870324,1
843.641938,356.602588,1
791.980232,346.843174,1
1101.007021,531.162305,1
919.9871,352.162995,1
827.859837,337.568562,1
1028.736335,384.718968,1
1236.684277,418.073764,1
1046.42525,352.738729,1
1709.96716,455.962375,1
688.490196,362.431631,1
694.439444,340.272639,1
1442.105502,389.711432,1
1322.750747,393.216756,1
822.735392,354.979829,1
965.741994,352.431117,1
612.490578,315.295601,1
1078.955936,359.596091,2
662.37087,325.546397,1
811.68231,341.863528,1
1110.308827,392.566025,1
1447.856604,559.31454,1
1009.17438,374.938078,1
677.809331,402.41308,1
1017.490129,357.369886,1
1071.994997,357.812772,1
1287.355943,374.78635,1
1002.421634,352.544912,1
1033.671814,361.152685,1
1540.009674,401.980067,1
1384.293457,390.86619,1
1669.696978,399.526444,1
1327.097329,384.861689,1
956.0096,366.076732,2
1683.841945,421.205831,1
1309.430411,647.787002,1
1088.452944,481.872643,1
1496.636178,387.690648,1
1338.442262,407.897965,1
1140.84419,360.266568,1
1588.867883,482.087417,1
860.829251,352.625106,1
1392.443449,416.370119,1
1374.258647,380.762445,1
849.867448,350.562407,2
761.909751,325.336819,1
833.746212,353.023478,1
790.062678,334.533316,1
849.570921,395.340597,1
990.999625,365.862478,1
1444.68799,429.863487,1
1122.519612,374.16056,1
931.987614,326.876439,1
813.486414,351.259904,2
1307.290808,390.526535,1
1429.496173,410.149631,1
685.20363,334.108097,1
640.017369,327.802913,1
667.994146,335.498241,1
830.592667,363.384259,1
1260.499975,384.731786,1
1243.762995,393.100189,1
1295.440809,400.037053,1
982.356864,373.327963,1
2194.665817,851.329299,1
1157.35635,372.321642,1
1085.129831,442.260641,1
976.876655,351.606314,1
603.639105,311.807597,1
1065.053803,544.021397,1
504.026785,304.989379,1
1224.038054,412.294776,1
1264.223884,378.037409,2
1265.696128,375.855025,1
789.062073,323.893501,1
824.456184,349.657757,1
1140.965606,436.112207,1
923.18308,338.615933,1
1016.969128,338.442728,1
1174.941688,380.032385,1
1068.656296,340.757267,1
673.872726,313.028866,1
1169.390985,396.832066,1
1391.298563,395.138466,1
841.117647,365.094833,1
1157.009939,628.734443,1
762.968381,309.829248,1
1421.893335,405.155609,1
579.192247,308.525014,1
1146.919011,381.578241,1
1393.449597,397.363805,1
1549.268352,406.522544,1
985.190499,438.109954,1
1341.040338,386.896849,1
648.736859,366.691957,1
1276.279824,414.403202,1
1222.82787,420.888346,1
1053.244334,388.766598,1
1316.398797,420.888346,1
1173.897435,380.618165,1
996.891542,360.15104,1
1003.39037,579.570874,1
942.865586,348.299656,1
1168.26827,379.36468,1
1096.614194,429.172052,1
2009.845084,777.690813,1
1384.962895,361.546727,1
1419.126904,409.011501,1
913.548548,329.847426,1
892.078392,329.847426,1
985.670104,373.323633,1
849.807173,427.501663,1
908.33698,420.145989,1
1655.191053,556.277042,1
1155.141057,371.935048,1
633.201229,459.44934,1
557.96787,295.685841,1
1442.325992,380.736291,1
822.724134,360.266568,1
1041.727929,426.084499,1
1326.008562,377.999477,1
1035.862685,420.118623,1
1071.944248,347.703137,1
1130.846792,441.855341,1
981.431256,364.307962,1
1166.423116,461.102063,1
1351.974082,404.59633,1
1163.782605,388.801066,1
1380.740155,404.792918,1
1033.423091,367.670219,1
876.417709,340.867599,2
705.417009,393.49042,1
867.811668,338.291173,1
1360.942987,433.525909,1
746.761235,328.347296,2
1127.857792,386.784093,1
1367.474378,418.874318,1
980.340757,412.905844,1
1375.895435,390.548878,1
999.925748,411.136207,1
744.869316,349.139527,1
702.196607,331.52561,1
946.377492,344.90397,1
1417.07477,439.495075,1
957.679817,414.826168,1
1073.82716,457.750025,1
1118.505064,355.603368,1
1042.694586,383.360521,1
789.934507,352.323037,2
763.743127,324.531589,1
780.437672,350.023046,1
1129.24759,375.904562,1
982.750559,349.271856,1
1259.878689,411.474997,1
946.388751,355.818315,2
1170.022491,396.626991,1
1257.468886,384.020432,1
1405.317782,432.78563,1
1721.745105,434.744753,1
1057.128285,507.490887,1
941.404255,338.1656,1
1318.833022,382.783228,1
1050.295691,352.422629,1
978.031414,361.536681,1
790.822183,340.247352,1
921.855117,378.453101,1
926.523514,361.256262,1
1020.610938,481.907111,1
1147.834747,349.218855,1
1179.760254,400.512501,1
564.538058,327.247098,1
885.707736,482.927288,1
1137.22455,399.903858,1
800.009846,335.886048,1
1107.357759,585.048311,1
595.753424,387.041129,1
943.861689,354.610902,1
1275.491568,395.375757,1
2841.806764,1062.946244,1
1176.397823,387.700001,1
999.949997,450.642554,1
1004.50685,356.390065,1
1053.779711,348.488622,1
925.291679,383.762184,1
1084.081594,392.902042,1
1235.818251,331.784032,1
1560.577778,405.10001,1
1346.945938,379.097944,1
1117.750063,375.470164,1
1712.670545,421.075581,1
1105.048415,349.874263,1
1407.058147,429.115588,1
896.490965,357.142641,1
952.727017,319.489069,1
1411.967818,357.495287,1
998.337285,371.039058,1
832.751669,354.128353,2
1178.732801,359.544822,1
471.423527,304.025839,2
1197.223656,359.438128,1
1052.394071,364.07708,1
684.872115,330.013356,1
1491.642155,440.980136,1
1047.687049,375.997746,2
1008.30108,344.925621,1
1130.682767,341.387214,1
976.381635,356.554956,1
971.897009,512.254026,1
621.228947,296.06516,1
1232.35415,418.661449,1
480.159991,297.215415,1
1178.784243,385.257636,2
960.13344,338.904666,1
1149.504444,373.256949,1
1175.513092,385.470852,1
736.121593,333.95585,1
1840.615752,433.220548,1
1184.28974,394.734379,1
1042.50891,351.266139,1
1101.486106,376.083829,1
940.503589,318.986081,1
1215.312675,632.169273,1
1204.641337,374.831556,1
1400.751231,438.74631,1
801.824169,375.47969,1
1044.85965,363.687368,1
897.166984,364.119515,1
1887.281011,677.770707,1
669.169169,324.381247,1
1179.093587,365.029708,2
1010.265572,411.956853,1
934.848962,578.292794,1
1965.277338,1255.159543,1
1485.406773,423.486422,1
1136.48635,357.395694,1
887.918526,367.356372,1
964.240998,396.013672,1
1143.153533,409.456811,1
1306.477437,643.300644,1
1402.161639,404.338774,1
984.093592,354.428864,1
1061.054325,371.698103,1
400.536749,329.089653,1
824.659874,341.214009,1
1095.844817,374.802285,1
1297.836236,390.630458,1
1134.820983,370.752577,1
939.048666,359.435184,1
1421.61742,423.633127,1
903.668584,345.024521,2
1327.842803,386.435604,1
1221.343156,405.547399,1
1337.339984,724.115363,1
1054.790017,348.719505,1
1065.162576,531.720199,1
1547.022575,425.180888,1
1424.32323,382.013505,1
1208.009136,371.236165,1
832.801378,350.97654,1
968.275118,353.147493,1
1517.276507,403.567838,1
895.368423,352.421417,1
1052.239745,428.271732,1
1273.532965,429.9901,1
1125.642673,358.819959,1
1306.967088,369.581191,1
915.745481,388.285088,1
525.124723,304.435642,1
1390.049581,401.520901,1
1147.77222,370.209752,1
1560.068381,443.506851,1
991.117924,341.675947,1
1494.486356,422.802782,1
761.894509,342.59965,1
994.677634,400.938239,1
1050.241305,336.744625,1
1340.607325,398.371686,1
967.665263,362.864644,1
1030.570231,349.087046,1
1070.022537,432.9164,1
606.979885,320.845092,1
1263.480142,407.337647,1
1330.792313,396.928368,1
664.583911,309.392598,2
1795.585549,420.258573,1
930.853641,361.751109,1
997.661265,467.653718,1
1384.09098,374.761062,1
963.650023,494.831154,1
920.863518,357.534951,2
1293.293586,377.644753,1
1309.163848,365.72911,1
1456.812173,378.689353,1
1321.113786,405.64578,1
1335.213546,421.123732,1
1194.375298,600.065365,1
825.788478,360.399763,1
1109.724952,476.487177,1
769.030559,322.594463,1
803.429954,348.625628,1
728.240762,330.280438,1
1070.607451,412.171801,1
971.295468,340.059251,1
1523.178817,442.732278,1
1108.011088,372.390924,1
1026.673116,385.341987,1
919.119516,367.594529,1
1655.801254,406.323358,1
1120.265867,364.101848,1
