@relation 'R_data_frame_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.645V2-0.63V3-0.295V5-0.278V4+0.149V1 numeric
@attribute '-0.772V1+0.45 V4-0.281V3+0.271V5-0.221V2' numeric
@attribute 0.608V1+0.546V5+0.523V4-0.197V3-0.142V2 numeric
@attribute 0.736V5-0.663V4-0.107V1-0.08V2+0.006V3 numeric
@attribute Class {1,2}

@data
1.070925,-0.609726,-0.692632,-0.623594,1
1.083859,-1.03268,-0.719742,1.002795,1
-0.172745,0.030914,0.946304,-1.243623,1
0.608374,-1.344064,0.544386,-0.226115,1
0.089485,0.386038,1.241173,-1.000999,1
0.151076,-0.070742,-0.27965,0.377814,1
0.316309,0.483745,-0.376536,0.539134,1
-0.656336,0.979445,-0.079155,-1.463604,1
-0.186556,1.953375,-1.675035,0.215012,1
0.273315,1.478543,-0.485114,1.057353,1
-0.247948,-0.499502,1.405888,-0.050468,1
0.324763,0.253908,0.022834,0.227981,1
-3.481721,2.18915,-0.845663,2.163752,1
1.831405,-0.96525,-1.224908,0.250101,1
-2.161247,1.560494,-2.799777,0.72216,1
1.461519,-0.824189,-0.449592,0.420217,1
0.755458,0.076909,-1.079181,0.169178,1
-0.095747,-0.800912,0.150489,-0.86301,1
1.356286,-0.298304,-1.30695,1.160064,2
1.503559,-0.928163,-0.366828,0.081412,1
1.704802,-1.060609,-1.350568,0.49307,1
0.296733,0.081527,0.889402,0.30147,1
-0.642341,0.892108,0.548029,-1.030802,1
0.667126,-0.20007,-0.237245,0.088081,1
0.778034,-0.347567,-0.218787,1.307176,1
0.080748,0.122312,1.381774,-0.825207,1
1.297434,-0.868096,-0.176915,0.521923,1
1.042811,-0.889377,0.243816,-0.353019,1
-0.147031,0.313088,-1.067745,0.001145,1
0.64494,-0.225159,-0.311026,-1.336874,1
-0.004794,0.199757,1.479029,0.842084,1
1.362208,-1.030902,0.161725,-0.0771,1
-0.516203,0.439019,-1.038666,0.070405,1
0.877304,-0.851953,0.184361,0.19182,1
1.428422,-0.91521,-0.861342,0.223239,1
-0.421357,1.1586,-0.437956,0.064882,1
-0.735934,-0.26958,-2.206375,-0.029029,1
1.457455,-1.063306,-0.306944,0.114479,1
0.337812,-0.211808,1.070057,0.840158,1
0.329616,0.139422,0.389908,0.788691,1
-0.142535,0.119981,0.109442,-0.5216,1
-0.476355,0.11415,1.356571,-0.100503,1
1.708922,-1.029319,-0.887681,0.528848,1
0.5216,-0.201339,-0.578335,-0.629683,1
0.363564,-0.334363,0.766455,0.155688,1
-0.696202,0.664313,0.819303,0.258123,1
-0.274858,0.389806,-0.761507,0.386577,1
0.36211,0.248817,0.586388,1.485157,1
-1.313865,1.127827,1.834219,0.445491,1
1.208838,-0.631664,-0.522223,0.53267,1
-0.021529,0.400143,1.127558,-0.655993,1
-0.803418,0.195425,1.178695,-2.071024,1
0.298598,-0.573347,0.118055,0.094986,1
0.162233,1.308127,-0.491161,0.080231,1
0.137162,1.420552,0.113511,0.115995,1
-1.196759,0.721351,2.273152,-0.088182,1
0.153528,-0.025464,0.427912,-0.175924,2
1.625358,-0.756802,-0.89055,0.601911,1
1.314702,-0.616826,-0.053614,0.806509,1
-0.197002,1.236143,-0.286024,-1.250181,1
-0.858869,1.452688,-2.319057,0.499554,1
-0.00312,0.895618,0.355981,0.417788,1
0.541454,0.350609,-0.540797,0.549994,1
-0.873058,0.213618,0.825961,1.2688,1
0.716066,-0.92957,0.003469,0.116545,1
0.14177,-0.304217,1.590944,0.320357,1
0.385692,0.115239,-0.533631,1.768834,1
0.415497,0.109895,-0.227037,-1.727095,1
1.518907,-0.665056,-0.323864,0.378329,1
-0.006079,0.921573,-0.1901,-0.122906,1
1.369464,-0.916372,-0.148173,0.031097,1
0.610098,-0.193667,0.384599,0.029446,1
2.010757,-1.094781,-1.191716,0.320594,1
-0.343863,0.073616,0.314402,-0.832714,2
1.646867,-1.173909,-1.180441,-0.160336,1
-0.561947,0.678463,1.469989,1.213431,1
-0.179399,-1.13595,-1.109007,-0.392737,1
-0.532138,1.385093,1.124228,-0.687464,1
-0.509175,0.654103,2.349441,1.295454,1
0.305094,0.344886,0.400189,0.878482,1
0.169344,-0.230819,0.7955,0.146729,1
-0.144397,0.986645,0.513272,-0.168769,1
-0.422479,-0.180279,0.556512,-1.86758,1
-0.434798,-0.340121,-0.886942,-0.37652,1
1.823669,-1.317309,-1.093432,0.310995,1
-0.29016,0.617327,1.160805,-0.827307,1
-0.181608,0.938712,-1.215357,0.08163,1
0.311524,1.265562,-1.435445,-0.076212,1
-0.1465,0.647667,0.716043,0.558913,1
0.84413,-0.802873,0.48267,-0.009362,1
1.114844,-0.969154,-0.622915,0.132985,1
1.313499,-3.007608,1.459137,-1.589264,1
-0.654724,0.01222,-0.239222,0.683839,1
-0.23814,0.485053,1.042205,-0.694923,1
0.109428,1.032835,-0.376951,0.003271,1
1.717294,-0.750488,-0.814317,0.445853,1
-1.045797,0.912203,0.418265,0.071694,1
-0.949858,1.548665,0.357499,-0.870106,1
0.138324,-0.160687,0.378058,-0.406383,2
-0.771659,-1.219021,-1.097706,0.267504,1
0.026797,-0.179949,1.285494,0.337948,1
0.517122,-0.324963,0.805622,-2.010798,1
0.06077,-0.841015,1.273596,-0.977874,1
1.752738,-1.000408,-0.848332,0.373562,1
-5.501754,-1.209197,0.038732,1.33306,1
0.858545,-0.53435,-0.308969,0.08798,1
-0.632202,0.444203,0.237807,-0.733139,1
0.212228,0.990508,-0.723899,-0.732276,1
0.222446,0.895405,0.252612,1.05199,1
2.189563,-1.002781,-1.628959,0.496795,1
-0.253894,-0.101157,0.814256,1.165851,1
0.458991,0.981477,-1.161954,-0.793906,1
1.414082,-0.512379,-0.547606,1.342468,1
-1.483854,-0.587108,-0.992725,0.323262,1
0.277109,0.556576,-0.307191,-0.628256,1
1.281364,-0.39962,-0.452343,0.309665,1
-0.554829,0.455158,0.714493,-1.443376,1
-0.776918,0.813214,1.12644,0.663511,1
1.459054,-0.67918,-0.857104,0.417854,1
-0.538151,0.728064,0.950425,-1.035147,1
-0.323412,0.78714,-0.079576,-0.532035,1
1.099804,-0.990195,0.398128,0.26249,1
0.68475,0.033852,0.078387,-0.070843,1
0.718833,-0.424813,0.761044,-0.392717,1
0.140115,0.773865,0.729988,1.07946,1
-0.277362,1.366133,0.603338,0.013554,1
0.352111,0.269683,-0.235223,-0.018751,1
0.712733,-0.361732,-0.513109,0.408292,1
-0.247358,0.270848,1.549897,-0.080458,1
-0.762488,0.413054,2.104395,-1.023606,1
-0.351135,1.511046,-0.375104,-0.484867,1
-0.72825,1.290891,0.172679,-0.495651,1
-0.872247,1.117758,-0.058157,-3.015902,1
0.890317,-0.762781,-0.158676,-0.293517,2
1.106561,-0.545937,0.068337,0.547086,1
1.283639,-1.031489,-0.218972,-0.081316,1
0.681859,-1.59469,-2.004174,0.329442,1
-0.074294,1.298059,0.306019,-0.200711,1
1.857121,-1.147438,-1.071573,0.073525,1
0.724035,0.600717,-0.631999,0.80058,1
1.112428,-0.593609,-1.281987,1.071315,1
-1.261711,1.015193,0.948049,-1.149755,1
-0.618057,1.715943,0.779835,-1.188096,1
0.8206,-0.836473,-0.173542,-0.23611,2
0.972448,-0.085383,-0.185713,0.395053,1
-0.474411,0.165961,0.307429,-0.913662,1
0.834393,-0.005725,-1.144516,-0.118402,2
0.737773,-1.127862,0.248333,-0.453445,1
-0.693296,-0.062073,0.429611,-0.777736,1
0.06347,-0.002209,1.029661,-0.998574,1
-0.054286,0.328713,0.137861,0.058128,1
0.145688,1.993678,-1.369062,0.209249,1
1.052933,-1.101825,0.155676,-0.407295,1
-0.174906,0.399304,1.158448,-0.352963,1
-0.018205,0.217908,-1.137879,-0.415256,2
0.924559,-0.298,-0.360587,-0.808092,1
-0.452636,1.054631,0.529452,-0.069148,1
0.135914,0.382153,0.794146,0.740598,1
0.449922,-1.1622,0.742978,-0.584003,1
0.163276,0.221667,-0.518706,0.082347,1
1.951538,-2.306478,0.044575,-0.103362,1
0.59702,-0.39394,-0.213705,0.372837,2
-0.503249,1.144695,0.775534,0.347393,1
0.325871,-0.686946,0.979682,-1.010623,1
-0.212209,1.283423,0.005469,-0.841163,1
-0.441228,1.341091,0.314153,0.033385,1
-0.311751,0.685722,0.7686,-0.163183,1
0.605716,-0.40187,0.364346,-0.543139,1
0.680543,-0.489207,0.766944,-0.659,1
0.352778,0.875412,-0.085203,1.194796,1
-0.055152,1.455515,-0.113589,0.286895,1
-0.620614,1.440052,-0.37579,-2.089029,1
1.373067,-0.888472,-0.337914,0.421504,1
1.197362,-0.870798,-0.253693,0.56661,1
0.121301,-1.349588,-0.430368,0.224282,1
0.825945,0.296657,-1.344295,0.347905,1
-0.040051,-0.049172,-0.051565,-1.774231,1
0.212225,-0.572801,0.866654,0.069381,1
0.669314,0.738627,-0.898608,0.856774,1
-0.157589,0.996617,-0.763484,-0.410642,1
0.324486,-0.51061,0.877371,-0.682274,1
-0.361183,-0.154796,-1.748731,0.214234,1
0.372676,-0.152301,0.073486,0.234433,2
0.014021,-0.221471,0.451302,-0.154921,1
0.541391,-0.618007,-0.609378,-0.390811,2
0.234234,-0.084478,1.084468,-0.019211,1
-4.367599,-0.575334,0.557294,0.475158,1
-0.131269,1.756718,0.100307,-0.492463,1
-0.062889,1.254699,0.05079,0.747154,1
0.049338,0.344064,0.349896,-0.975879,1
0.21072,-0.193638,-0.617568,-0.35564,1
0.44592,-0.841457,0.720149,-0.559542,1
0.654639,-0.11847,0.304228,1.055563,1
0.980855,-0.861074,0.052884,0.357029,1
-0.927128,0.978961,-2.598665,-0.715054,1
-0.184398,1.770098,-0.691924,0.680596,1
0.597833,-0.493941,0.2708,0.343061,1
-0.529198,0.28,-1.045629,-0.764024,1
0.57844,-0.448346,-0.332577,0.353383,1
-2.154459,1.382728,-3.782165,0.495605,1
-0.262148,1.495638,0.200551,1.062635,1
-0.130923,-0.223814,-0.076897,0.438272,1
1.504257,-0.914451,-0.555598,0.474945,1
0.325176,-0.089349,0.934592,-0.076762,1
1.645508,-1.860008,-0.393158,-0.294606,1
0.988679,-0.513073,-0.212296,-0.225752,2
-1.780829,-0.400792,-2.331057,-0.596244,1
-0.625945,0.187522,0.760557,-0.865907,1
-1.2225,-0.369959,0.671005,1.381714,1
0.224861,3.003466,-3.139352,-0.899969,1
0.642142,-0.283987,0.703808,0.205926,1
0.734328,0.092924,0.382611,-0.073332,1
1.412969,-0.720343,-0.403885,0.248738,1
-0.477907,1.395749,0.174845,-0.76362,1
-0.555184,1.725347,-0.039284,-1.450112,1
-3.083133,-1.18812,-0.734376,-0.250638,1
1.000594,-0.740543,0.036156,0.890995,1
0.561329,0.817006,-0.696417,1.297098,1
-1.3992,0.548632,-0.554288,-0.667957,1
-0.427065,-0.18212,0.090214,-0.578313,1
0.615171,-0.139187,0.599207,0.864671,1
-1.176933,1.896448,0.27673,-1.36702,1
0.569235,-0.4681,0.046125,0.220959,2
2.22378,-1.451975,-1.141567,0.476917,1
0.432419,0.270435,-0.010085,1.001381,1
-0.180494,1.442647,0.080252,0.20374,1
-0.002924,-0.30906,1.161187,-0.426333,1
-0.501504,1.901955,-0.331759,-0.614841,1
-0.381296,0.176334,-0.288477,-0.081858,2
-2.059707,-0.777567,0.006297,0.703242,1
-0.035333,0.236089,0.488578,0.277213,1
0.504392,-0.74214,1.950465,-0.004286,1
0.722806,-0.745856,-0.126263,-0.739322,1
0.737695,1.654426,-1.491943,-0.018532,1
-0.451964,1.099189,1.285579,-0.709694,1
-0.195805,1.152016,-0.792771,-0.38704,1
0.672558,0.244771,0.023854,0.258843,1
1.620634,-0.145324,-1.439181,0.19266,1
-1.459955,-0.940863,0.092601,1.167439,1
0.64555,0.00877,-0.134806,-0.364529,1
0.353664,-0.526926,1.049609,0.457594,1
-0.851989,-0.024379,0.374076,1.426092,1
0.31108,1.297602,-0.184862,0.923444,1
-0.568786,0.229936,-0.640184,-0.20947,1
0.226853,-0.44074,0.30149,0.605479,1
-0.15538,0.031023,1.77359,0.890107,1
0.408008,-1.412911,-0.834601,0.558275,1
-0.272485,-0.19503,1.084754,-1.295151,1
0.926713,-0.195098,0.047061,-0.318931,1
0.177632,-0.76638,0.76691,-0.56475,1
-0.130293,1.047012,0.071587,0.56878,1
1.363711,-0.200973,-0.422883,0.630178,1
-0.831342,0.945867,0.138644,-2.06087,1
0.274401,-0.029021,0.837616,0.226915,1
0.867378,-0.785949,0.25751,-1.105813,1
-0.747044,0.964431,1.224823,-0.538864,1
0.530961,0.996485,-0.816567,-0.662546,1
0.74415,1.837142,-2.366214,0.425667,1
-0.731622,1.18195,-1.962424,0.240812,1
-0.082491,-0.215147,1.461297,-0.329515,1
-0.281782,0.910479,-0.261337,0.258488,1
-0.083703,-0.921377,-0.117629,0.123183,1
-0.913031,0.994621,0.682481,-0.018576,1
0.582803,-0.269871,0.573123,0.293588,1
1.264985,-0.9542,0.019241,-0.518222,1
0.381866,-0.323865,0.011719,-0.541331,1
1.315483,-0.673177,-0.780926,-0.094011,1
-0.171247,0.898397,0.854408,0.214584,1
-1.158179,-2.1069,-1.918256,-0.049105,1
-0.219397,0.759985,0.985887,-0.237312,1
-0.155728,0.4733,0.232765,0.749017,1
0.620503,0.608646,-0.112241,0.758652,1
0.996526,-0.654967,-0.135402,0.008725,1
-2.21202,-0.984757,-1.328548,0.547806,1
0.14766,1.014307,1.053929,2.030342,1
-0.719553,0.387766,0.424851,0.276553,1
0.536158,-0.488774,0.818518,0.065018,1
0.096032,0.222435,0.723936,-0.985273,1
1.11198,-0.899093,-0.184685,0.299313,1
-0.586496,-1.518721,-0.301133,-0.803889,1
2.067038,-1.089203,-1.347018,0.471616,1
-0.04912,0.255395,0.966084,1.78487,1
0.02218,1.503849,-0.559839,0.261485,1
1.849798,0.397588,-2.460442,0.385183,1
-0.527966,1.007336,-0.334583,0.251163,1
-2.597461,-0.816246,-2.086109,0.133419,1
0.602114,-1.311852,1.315644,-0.911137,1
0.914223,0.762513,-0.812289,0.945872,1
2.069585,-1.026912,-1.211149,0.548565,1
-2.465694,0.384955,-3.723472,-0.178902,1
-0.098549,-0.225222,0.943983,-0.012815,1
1.452191,-1.090513,-1.15207,0.854162,1
1.466649,-1.273835,-0.610092,0.131651,1
-0.219224,0.297247,-0.039405,-1.739268,1
-2.370562,-1.450623,-1.736287,0.076158,1
0.179195,-0.019737,0.828998,2.732321,1
0.032233,0.665407,0.386323,-0.457627,1
0.719217,-0.837472,0.468486,0.483964,1
0.206141,0.078516,-0.252633,0.25465,2
1.455285,-3.898907,1.31657,-1.552993,1
0.370705,-0.358577,0.941518,-1.098929,1
-0.742957,0.119657,0.664281,-1.337918,1
-0.340944,-0.085962,-0.144087,-1.073364,1
0.344493,-0.784268,1.007165,-0.711149,1
1.935517,-1.403396,-2.176891,0.730114,1
0.580664,-1.697091,1.619873,-0.424847,1
-0.076718,-0.078628,-0.143639,-1.884881,1
-0.301276,0.366118,2.089794,1.175866,1
-0.806686,-0.413199,-0.317652,0.495658,1
0.929525,-0.617184,-0.796266,0.333849,2
-0.26889,-0.128096,2.286869,0.52328,1
0.550316,0.218595,-0.048548,-0.8016,1
-0.191669,0.998411,0.146203,-1.225275,1
-0.134065,1.076435,0.634045,0.689332,1
-0.136527,-0.305195,0.368985,-0.449135,1
1.011855,-0.554268,-0.296233,0.822225,1
1.050222,-1.031742,0.45183,0.197166,1
0.001786,-0.241302,0.705058,-0.402165,2
-0.150193,0.524992,0.78105,0.830334,1
0.918679,-0.183037,-0.144871,0.854001,1
0.230636,0.525279,-0.100218,-0.69747,1
0.222041,0.053489,1.25573,0.209068,1
-0.161068,-0.877716,-1.339617,0.958233,1
-0.40179,0.860724,-0.026809,-0.185238,1
0.995107,-0.160572,-0.024571,1.174186,1
0.30098,-0.043899,1.000324,0.061162,1
-0.9089,2.50792,-0.928556,-1.904245,1
-0.558491,-1.459035,-0.660989,-0.35423,1
0.377553,-0.220049,-0.132563,0.685841,2
0.832624,-0.931289,0.295235,-0.002068,1
-0.022526,0.434388,0.69832,-0.372825,1
1.428553,-0.585928,-1.104037,0.766922,1
-0.173339,0.429224,0.522726,0.561033,1
-0.342174,-1.385344,1.407196,-0.957168,1
0.614944,0.615573,-0.975126,0.501551,1
0.241637,1.228743,-0.875056,0.302813,1
1.604851,-0.900709,-0.626423,0.33799,1
1.346833,-0.920545,-0.589103,0.613917,2
0.217285,1.140527,-0.226182,0.912027,1
-0.538685,-0.408756,1.283088,-0.524603,1
0.672116,0.365894,-0.741903,0.432112,1
0.727821,-0.302818,-0.410202,0.298985,2
1.274042,-0.770069,-0.538968,0.510663,1
-1.579837,-0.589835,-0.109194,2.297077,1
0.653477,-0.013519,0.51092,-0.265658,1
0.740955,-0.383602,0.172884,0.465179,1
-4.986534,2.771616,1.604115,5.552588,1
1.155409,-1.192923,0.21186,-0.263109,1
-0.456044,0.973367,0.382792,0.334909,1
-0.05352,0.650852,-0.355488,-1.102158,1
0.650818,0.71416,-1.015532,-0.066522,1
0.464407,-0.045273,-0.669002,-0.732923,1
1.306749,-0.902511,-0.146476,0.61026,1
0.664218,0.680841,-0.797888,-0.126728,1
0.581057,-2.409214,-0.734873,0.184768,1
-0.52716,0.886149,-0.133897,-1.122518,1
0.372271,0.025604,0.510315,-0.819745,1
-0.334009,1.573216,-0.556632,-1.515298,1
-3.313306,0.227061,-0.296541,2.633149,1
0.424561,0.61749,-0.141864,0.92801,1
1.117156,0.018313,-0.876832,0.410034,1
1.272047,-0.557503,0.15069,-0.476436,1
-1.190561,0.859679,-0.031459,-0.812912,1
0.026619,-0.045062,1.289856,0.215489,1
-0.716954,1.660341,0.611993,0.70109,1
-0.414404,1.225864,0.132906,-0.88506,1
-0.322329,1.779106,0.272536,1.655809,1
-0.042347,1.052419,0.233522,0.687888,1
-1.805543,0.462699,-0.273297,0.330618,1
0.394344,-1.01223,0.52543,0.057083,1
1.560071,-1.038099,-0.831811,0.526445,1
-0.477936,0.16459,0.722537,-0.171446,1
1.816821,-0.983842,-1.036723,0.606428,1
0.34395,0.712319,-0.283264,0.39786,1
0.09585,0.061048,0.818111,-0.494915,1
-0.2731,1.702983,0.147058,0.312693,1
-0.197587,1.983314,-0.651188,0.217934,1
0.211774,-0.459946,1.35733,-0.141151,1
0.679686,-0.817016,0.489644,0.819379,1
0.77569,0.079892,-0.502076,0.612487,1
-0.446251,-1.364084,0.925862,-0.929846,1
-0.677333,1.123513,1.10428,0.593269,1
1.030199,-1.048419,0.28379,-1.08075,1
1.214317,-0.153902,-1.305814,0.590577,1
0.861862,-0.490466,-0.122604,0.111231,1
-0.197711,1.135062,0.065164,-0.533099,1
-0.755304,1.336783,0.210367,-1.260173,1
1.072155,-0.790277,-0.271642,0.473152,1
0.616886,0.111271,0.00035,0.124976,1
-0.866917,-4.882637,0.585797,-1.834663,1
0.754659,-0.334321,0.078041,0.654901,1
0.237769,0.879427,-0.148531,-0.402356,1
-4.132139,-2.518435,-0.095531,0.601254,1
0.071895,1.133207,0.387372,0.898374,1
-0.115016,-0.176387,1.455925,1.260711,1
0.490759,-0.407455,-0.305879,-0.128726,2
1.43071,-0.853143,-1.133112,1.055665,1
0.026222,1.050631,0.577738,1.355629,1
-0.524498,1.283657,0.496695,0.535694,1
1.162084,-1.169149,-0.20888,-0.369529,1
-0.730842,0.017741,2.17837,-0.834557,1
-1.947665,-1.539045,-0.835177,-0.005341,1
0.446464,-0.827138,0.48202,0.481082,1
-0.613386,0.182946,0.085003,0.994424,1
0.98008,-0.102659,-0.051767,0.213513,1
-0.250829,1.062155,0.510589,0.153141,1
-0.563336,1.076681,-0.696973,-0.136077,1
0.259865,1.298326,-1.361679,-0.500227,1
-0.641887,1.415319,1.450472,1.827817,1
-0.001034,1.055729,0.141261,-0.645451,1
0.280387,-0.847302,-0.066662,0.479233,1
0.366794,-1.104232,1.744835,-1.523626,1
0.397606,0.583636,-0.229331,-0.266075,1
1.522199,-0.734069,-0.456189,-0.353642,1
0.712919,-0.49927,0.240216,-0.502732,1
-0.103306,0.54686,0.161245,-0.161382,1
-3.202626,-0.90101,1.33014,0.328006,1
0.415006,-1.085681,0.89245,-0.977778,1
1.882417,-1.483455,-0.723225,-0.118911,1
-0.24595,1.24591,0.125221,-1.236288,1
1.332482,-1.144529,-0.303645,0.545605,1
0.865124,0.692448,-0.71062,0.262574,1
-0.429085,-0.325055,1.271594,-2.626495,1
-0.490761,1.734106,-0.126525,-1.415557,1
1.495021,-1.129546,-1.11426,0.277505,2
0.540076,0.370555,-0.434074,-0.417283,1
1.188195,-0.675567,-0.161435,0.397708,1
1.233867,-0.729343,-0.350616,0.901772,1
-0.165543,-0.202243,0.309395,1.05635,1
-0.759308,0.851351,1.200328,-1.328027,1
0.490467,1.067131,-0.7182,1.003591,1
0.118681,-0.079677,0.395901,0.000558,1
-0.815586,0.749208,1.406032,-0.319064,1
-0.753912,1.603428,0.45117,-1.717974,1
-0.964646,0.334068,1.256667,-2.141204,1
-2.026603,-0.044472,1.066745,-0.532077,1
0.219071,-0.113354,0.580185,0.940356,1
-0.635279,1.459587,0.625724,-1.585082,1
-0.198029,-1.384207,-1.668589,0.012378,1
0.140494,0.816837,0.200578,0.534025,1
0.449747,-0.863694,-0.691991,-0.144493,2
1.161701,-1.130798,0.323069,-0.319862,1
-1.053632,0.908501,1.411409,-1.129939,1
0.616819,-0.3537,0.75302,-0.054119,1
0.196603,0.45655,-0.042928,-0.125124,1
0.128938,0.58988,0.128908,-0.111909,1
0.725976,0.061313,-0.778921,0.147153,1
1.575937,-0.306341,-2.108639,0.118965,1
0.250853,-0.337824,-1.725648,-0.318701,1
0.206219,1.164511,-0.932057,-0.711339,1
0.606191,-0.491115,0.795841,-0.49712,1
0.650752,0.184899,-0.466449,0.543724,1
-0.521174,1.035023,0.546176,-1.129739,1
0.350291,-0.299317,0.871478,0.809519,1
0.010593,0.906389,0.255997,-0.533428,1
1.566275,-0.701331,-0.538697,-0.251645,1
-6.431509,-1.323483,-0.670463,-0.738209,1
2.063602,-2.810522,-0.90714,-0.01026,1
-0.400554,0.221355,-1.300901,0.738314,1
-1.190466,1.821999,0.590564,-1.134458,1
-0.070574,0.482678,0.432484,-1.349906,1
0.557967,-0.057995,-0.049985,1.160415,1
-0.813009,2.13574,-0.60389,-1.01046,1
0.192469,-0.346244,0.518591,-0.073717,1
-0.498345,1.992219,0.355943,-0.272417,1
-0.211755,0.652622,-0.456063,0.777049,1
1.649882,-0.27049,-1.678112,0.760015,1
0.91202,0.017529,-0.411509,0.84533,1
1.362733,-0.182735,-1.336758,0.177662,1
-0.336379,1.302515,-1.11613,-0.595164,1
0.190157,-0.126829,0.331895,0.372454,2
1.11634,-1.072319,-0.988913,1.392864,1
1.043117,-0.601862,-0.016278,-0.200674,1
1.083799,-0.799103,0.225688,0.195746,1
-0.554089,0.924902,1.20635,-0.021846,1
0.345435,-0.298102,0.319406,0.69977,1
-1.283162,0.147096,0.362267,0.674818,1
1.110803,-0.527701,-0.00435,0.049569,1
0.567295,0.956493,-0.465439,0.939534,1
0.217637,0.366027,-0.266256,-0.870839,1
0.163746,0.752458,-0.085032,0.606364,1
-0.449304,-0.112728,1.526007,0.983109,1
-1.593299,-0.372278,-0.779166,1.339831,1
-0.169131,0.986619,0.413228,-0.911727,1
-0.643399,0.217674,1.709056,0.000877,1
-0.032282,-1.281307,1.572997,-1.212349,1
-5.430019,-0.912711,1.569211,4.302427,1
0.173929,-0.485408,0.829991,-1.500537,1
-6.175495,-0.623651,0.759901,1.188714,1
1.713426,-0.923888,-0.793215,0.565883,1
-0.535197,-1.797213,-0.750845,-0.276267,1
0.691267,0.452723,-0.469466,0.928848,1
0.704259,0.405958,-0.964637,-0.057704,1
0.103671,-0.366562,-0.209741,0.319217,2
-0.858837,0.881131,1.616462,-0.655393,1
0.771221,0.548272,-0.547792,0.550105,1
-0.194534,-0.264556,1.545166,-0.590523,1
-0.045731,-0.78738,1.912788,-1.434591,1
-0.29618,-0.862487,0.987644,-0.627165,1
-0.235544,-0.65671,0.006872,-1.08516,1
-0.699589,-0.325686,1.094968,1.620044,1
-0.256756,1.22836,-0.655262,-0.816074,1
-0.37359,0.949101,0.336679,-0.276085,1
-0.455128,0.563323,0.620286,-1.45655,1
0.06336,1.376053,-0.132708,0.641288,1
0.042378,0.039557,0.583744,1.066155,1
-0.261519,1.404968,-0.183999,-0.358608,1
0.142107,0.596428,0.081085,1.591698,1
-0.399602,1.694986,0.065662,-0.3562,1
1.292302,-0.49721,-1.319915,0.98301,1
1.363155,-0.991133,0.056881,0.659455,1
1.045134,-1.160172,-1.778672,1.111149,1
0.602814,0.365607,-0.483988,-0.231752,1
0.202301,-0.672405,-0.0992,0.144122,1
-0.055241,1.313048,0.355471,1.631039,1
0.129966,-1.02517,2.054352,-1.049704,1
-0.982619,0.636556,1.397798,-0.650628,1
-3.215921,-0.378721,-0.395907,0.872618,1
1.266875,0.404715,-1.500456,0.899552,1
-0.559775,0.396503,1.107412,-1.757221,1
0.204868,-1.448293,-0.838562,1.334982,1
0.602637,0.240549,0.063056,0.129399,1
1.428855,-0.633959,-0.54458,0.484252,1
-0.344433,0.699413,-0.024004,-0.084256,1
-0.286539,0.63303,-1.120929,-0.100416,1
0.016884,0.643014,0.961016,0.854664,1
0.155294,-0.094317,0.988751,0.309694,1
1.695334,-1.544939,-0.597453,-0.065439,1
0.911505,-0.416753,-0.191058,0.112295,2
0.883056,0.799029,-1.423072,-0.760514,1
-0.513385,-0.487252,-0.162009,1.126518,1
-0.16983,-0.317249,0.34049,0.043133,1
0.150584,0.428973,0.874996,1.404047,1
-1.444499,2.386806,-0.035855,-1.660069,1
-0.815373,1.494272,1.183079,-0.574219,1
0.128912,-0.538678,1.320474,-0.422222,1
-0.482578,0.337062,1.122053,0.506156,1
-0.239732,-0.211525,-1.835606,-0.658656,1
-0.192928,0.804201,-0.720211,-1.506146,1
0.152693,-0.576568,-0.851725,0.356066,1
-2.113336,-1.663052,-0.283568,1.713271,1
-0.267651,1.42667,0.460289,0.136251,1
0.062384,0.510389,-0.047086,-2.403918,1
0.372177,0.091454,-0.062413,-0.750914,1
-0.099212,0.757669,0.8107,0.021349,1
0.851767,-2.038153,-0.832498,0.154728,1
0.67628,0.686962,-0.818957,1.055447,1
-0.171457,-0.319112,1.321425,-0.622625,1
-0.021036,0.940691,-0.14674,-0.792676,1
0.966759,-0.219443,-0.799407,0.77622,1
-2.685065,-1.379667,-0.515129,0.176411,1
-1.873069,-1.842976,0.254189,1.390103,1
-0.18251,0.382363,1.153665,-0.217349,1
1.105761,-0.292019,-0.745396,0.150565,1
-0.570959,0.802507,1.238952,-0.203828,1
0.480248,1.164224,-0.709934,-1.438577,1
-0.516291,0.830295,0.96689,2.000956,1
-1.141227,1.277284,1.067302,-0.84667,1
0.077284,-1.143503,1.451281,-1.226687,1
0.895408,0.643092,-0.200423,1.692676,1
-0.088313,0.918115,0.481342,0.191715,1
0.044672,-0.271153,0.987074,0.222767,1
-1.525066,-1.864185,1.002211,1.904631,1
-0.330678,-0.110127,0.305921,-0.320528,1
-0.308554,0.13455,0.105631,-0.445526,1
0.340381,0.006754,0.876629,0.284213,1
0.688049,-0.253008,0.346988,-0.552988,1
1.327175,-0.545323,-0.514979,-0.29561,1
0.262559,0.177168,0.431951,-0.266441,1
1.506525,-0.95408,0.034041,-0.134544,1
0.181628,-1.255132,0.967253,0.396281,1
0.005278,-0.658446,1.617813,-1.179344,1
-0.453649,-0.219289,0.366234,-0.289829,1
0.008168,1.332889,-0.425417,-0.28123,1
-0.497531,0.256625,0.174751,-0.161228,1
-0.38518,0.473838,1.089641,-0.729667,1
