@relation 'R_data_frame-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@attribute V3 numeric
@attribute V2 numeric
@attribute Class {1,2}

@data
161.6452,261.2903,1
103.1786,222.7143,1
99.2857,212.4286,1
90.25,209.75,1
108.5918,215.0816,1
95.3636,222.9091,1
125.6842,258.6316,1
147.3784,266.4865,1
76.1667,189.25,1
102.7941,227.9706,1
121.2,236.9333,1
100.6,213.2,1
100.3879,220.9039,1
90.25,205.1389,1
91,211,1
98,216,1
150.2576,250.9697,1
102.3415,230.4146,1
96.9211,217.6316,1
73.3125,175.9375,1
133.4054,260.0811,1
118.5455,253.0364,1
118.449,216.7551,2
193.7912,275.3663,1
100,222.4872,1
95.2105,213.6842,1
116.75,230,1
75.0139,180.4028,1
370.0049,447.3268,1
94.012,208.1446,1
125.0909,257.8182,1
104.5789,213.6316,1
89.05,202.4,1
67.4454,169.131,1
117.5833,230.8333,1
95.2,213.4,1
77.3831,178.7208,1
199.3956,304.7363,1
100.52,217,1
81.2212,184.7212,1
122.6667,246.6667,1
116.4124,240.866,1
81.4776,187.2537,1
110.2667,242.4,1
113.9284,239.1761,1
86.1935,195.0968,1
87.5684,203.0737,1
88.0714,201.2143,1
87.8919,203.7297,1
99.6322,214.2529,1
96.2258,220.1613,1
98.6923,212.5231,1
102.55,223.9,1
111.5455,244.3636,1
107.3846,231.1538,1
116.875,247.25,1
129.5,268.3333,1
105.2083,199.75,2
80.9714,191.5143,1
86.2222,196.4444,1
140.7669,243.6433,1
93.1818,214.0909,1
73,185,1
85.45,195.15,1
91,209,1
130.5956,271.5689,1
105.5357,226.4643,1
111.4,201.4,2
82.95,191.8,1
121.8039,256.6765,1
109.8571,195.6857,2
100.6667,220.6111,1
135.9412,263.8235,1
101.678,223.8983,1
110.0274,228.5342,1
93.4,208,1
91.7273,205.1818,1
99.8384,226.4848,1
146.2,221.3714,2
95.2727,199.1818,1
109.7073,230.0732,1
96.72,207.68,1
110.6452,224.6452,1
110.3494,228.0602,1
77.3333,186.6667,1
110.6939,204.1224,2
104.3846,229.5385,1
100.4737,226.9474,1
104.4667,223.6,1
105.625,228.375,1
105.5138,230.0826,1
103.6429,202.7857,1
90.6923,204.8077,1
87.8333,200.3519,1
95.2632,212.1053,1
113.8667,256.2667,1
83.1077,188,1
87.6129,194.5484,1
140,248.5556,1
91.8261,207.6087,1
114.5045,247.6577,1
103.1646,227.0886,1
84.0938,202.125,1
116.7419,230.2581,1
108.6047,213.5581,1
157.5556,259.8333,1
110.0968,209.6774,2
115.7662,228.8806,1
124.1,214.1,2
95.8793,212.8448,1
318.35,381.05,1
94.3889,208.5556,1
96.4314,212.2353,1
101.12,229.16,1
119.1429,232.6071,1
99.5263,226.6316,1
84.8889,203,1
89.5333,204.2222,1
167.375,282.125,1
97.6,220.8,1
95.8974,212.3333,1
144.8947,262.0877,1
100.1471,221.0882,1
228,326,1
97.6364,214.7273,1
126.4384,238.3288,1
79,186.9032,1
93.88,211.2,1
86.8,197.8,1
101.5405,188.3514,2
232.9062,321.4375,1
121.6011,258.4775,1
159.3684,277.0105,1
97,209,1
88.3831,201.026,1
85.4,192.78,1
77.5,187.4348,1
104.5102,237.5714,1
110.6286,234.7714,1
280.6604,366.8553,1
84.2917,202.0417,1
87.4386,198.4386,1
165.6364,291.6364,1
129.9928,258.6159,1
86.8966,199.2759,1
122.9286,259.8929,1
110.6923,203.8462,2
68.2174,169.4957,1
90.3,210.05,1
97.087,217.0217,1
106.55,228.55,1
106.64,231.28,1
139.7778,239,2
199.88,333.84,1
104.5385,227.0385,1
89.1667,200.0833,1
98.4737,221.3158,1
81.5714,186.7143,1
103.875,221.25,1
112.2,233.64,1
86.2741,198.2519,1
83,169,1
189.861,296.5381,1
93.5909,206.8182,1
90,222,1
141.2873,260.768,1
88.3529,193.0588,1
144.52,255.88,1
110.1636,224.0909,1
100.4615,216.8462,1
129,245.9,1
115.7083,243.0833,1
90.3333,189.6667,1
107.4118,236.8824,1
101.2308,219.8077,1
72.9692,178.0615,1
122.1875,269.375,1
96.1458,211.7083,1
96.5,206.25,1
112.1154,241.5865,1
91.1429,203.1429,1
86.5714,192,1
140,269.8571,1
107.1111,224.4444,1
117.8679,227.9057,1
133.4874,251.9664,1
121.6774,253.5161,1
89.5,206.6774,1
86.4286,192.1429,1
103.4793,226.3802,1
88.2,192.52,1
100.5682,213.2727,1
211.0352,336.8693,1
101.2174,220.2609,1
110.7832,226.0346,1
85.2692,192.4231,1
90.7727,200.75,1
237.675,343.25,1
79.7308,192.3462,1
136.5057,246,1
91.3,211.4,1
101.9487,220.3077,1
87.7677,202.0303,1
167.931,284.6552,1
69.625,173.625,1
100,214.7647,1
92.6667,216.7778,1
74.25,163.25,1
122.4483,241.7241,1
231.1538,394.5385,1
97.4545,219.9091,1
79.3684,184,1
69.6286,168.0857,1
261,351,1
111.4898,231.2653,1
89.3622,197.189,1
92.75,190,1
116.0608,249.0642,1
265.9344,352.7869,1
99.5529,203.9647,1
99.8378,218.2973,1
93.9787,210.5319,1
117.027,215.5946,2
111,222.5,1
100,214.4483,1
125.72,270.24,1
129.3784,256.5676,1
101,226,1
85.25,195,1
98.9091,223.6364,1
116.5935,251.9445,1
99.7317,210.4878,1
161.0909,268.3636,1
111.3953,196.3023,2
98.5294,223.8235,1
92.3333,209.3333,1
106.5085,227.7288,1
95.7619,212.0714,1
120.8182,241.7727,1
88.9365,197.8254,1
89.8462,195.8077,1
118.3684,223.4474,2
97,226,1
85.027,194.1081,1
100.2,217.96,1
91.7391,208.913,1
154.2368,257.8421,1
115.2222,239.0635,1
80.7893,187.4407,1
90.8065,212.8387,1
123,247,1
165.0833,289.125,1
120.7228,202.712,2
96.2432,208,1
100.4678,222.3641,1
82.35,189.55,1
107.7386,226.6523,1
133.5714,259.8571,1
94,203.525,1
94,213,1
77.5042,182,1
94.9247,183.3871,2
85.7333,209.4667,1
134.1111,244.5185,1
88.3636,208.0455,1
108.2951,197.6393,2
84.5,194.7667,1
185.1017,299.0339,1
84.8519,201.5,1
91.6226,203.1132,1
235,364,1
87.3846,202.3846,1
110.2733,233.66,1
109.6071,234.75,1
86.8261,208.4783,1
105.7931,223.9655,1
81.3759,190.617,1
88.6875,202.0625,1
147.9474,243.6842,1
116.8519,253.537,1
95.3721,214.8372,1
104.5833,239.5,1
208.2308,392.5385,1
90.7831,202.2169,1
81.7353,192.8824,1
74.9167,187.75,1
141.8667,278.72,1
100.3125,218.3125,1
105.8571,230.7143,1
110.0741,233.537,1
90.7692,213.3077,1
95.6218,214.2269,1
184.2727,297.2727,1
112.7105,223.8947,1
81.2118,189.7882,1
121.15,245.15,1
73.8902,178.8101,1
93.9655,208,1
98.1818,225.0909,1
95.96,215.4,1
95.5,218.5,1
95.8,221.5,1
92.8333,212.25,1
89.1429,201.9221,1
138.25,273.125,1
106.6345,233.7655,1
91.5,205.95,1
84.925,195.65,1
91.8095,204.5952,1
101.5102,227.5306,1
109,259,1
91.6585,198.7805,1
92.5882,201.6471,1
223,344,1
92.65,200.5,1
95.1667,210.8788,1
330.9231,424.9231,1
91.3077,202.4615,1
107.2222,218.3333,1
118.1493,209.8209,2
85.0095,194.4747,1
87.3226,206.7097,1
107.5786,228.6357,1
94,203.8214,1
116.6667,246.6667,1
239.64,329.36,1
101.9103,223.8974,1
134.0681,250.4817,1
82.6269,190.0149,1
100,222.8571,1
125.8611,248.5278,1
96.4545,221.0909,1
100.2157,214.8039,1
98.7361,215.8056,1
118.6786,232.5357,1
102.8,220.4,1
91.8276,211.9655,1
78.7391,181.6522,1
93.2632,210.5263,1
109.6203,226.4599,1
257.1481,344.2593,1
105.8,228.7,1
75.9259,184.037,1
105.2568,226,1
87.3333,193.8182,1
78.3,192.4,1
119.6364,258.1818,1
107.9286,233.7857,1
97.2,188.6667,2
93.0147,211.1324,1
81.8372,193.8295,1
81.7966,193.6102,1
123.5333,232.1667,1
114.4308,248.0769,1
83.5455,202.0909,1
103.6364,228.9091,1
116.1579,244.9123,1
115.68,240.24,1
118.9286,279.4286,1
191.65,298.875,1
97.0278,220.25,1
111.2821,235.359,1
171.7321,270.5357,1
92.2222,211.8889,1
143.64,209.72,2
88.55,196.5,1
120.5556,258.3333,1
89.2632,204.5789,1
103.2,215.8667,1
97.697,219.0404,1
94.0217,209.7065,1
85.875,189.75,1
139.5897,236.5556,1
98.7826,219,1
96,204,1
93.1667,204.0833,1
112.6404,237.886,1
93.425,213.575,1
98.2667,217.1333,1
75.8182,181.3636,1
447.9167,470.7424,1
98.5833,191.8333,1
144.3846,252.4615,1
120.8302,257.6604,1
102,233.5333,1
92.5413,208.1606,1
113.5,249.8,1
104.625,228.125,1
98.5882,219.9412,1
116.6923,233.5128,1
79.9286,176.3714,1
84.09,195.01,1
82.0476,190.0952,1
123.0769,236.9231,1
115.5556,211.7778,2
100.1728,206.6283,1
91.3333,193.0476,1
84.9223,195.6408,1
105,232.5,1
107.75,211.5,1
157.3067,277.5133,1
83.2308,192.1538,1
85.037,192.6296,1
100.1515,228.6364,1
98.625,211.25,1
109,241.5,1
203.381,293.131,1
99.9828,225.7931,1
117,239,1
112.9,250.4,1
306.8,450.6,1
109.5,229,1
409.5,427.1875,1
75.4262,178.6066,1
156.2593,308.9259,1
85,198.9211,1
93.3077,206.1282,1
131.0714,222.3929,2
112.4676,245.0576,1
86.5556,191.1852,1
106.2593,235.4815,1
111,231.2222,1
126.0909,254.6364,1
133.5909,258.7273,1
134.3824,248.6471,1
113.5,233.8333,1
105.7368,236.3421,1
114.746,245.4286,1
89.5625,209.6875,1
101.1667,224.75,1
104.8333,225.1667,1
107.5172,200.4828,1
99.619,227.0952,1
88.0833,195.5,1
78.5839,187.1275,1
116.125,217.125,1
93.2308,206.1538,1
118.4945,235.7582,1
88.1667,207.5556,1
103,228,1
118,262,1
239,382.4545,1
75,186.5,1
117.4775,247.3153,1
135.9095,252.8191,1
89.931,200.0345,1
76.803,186.0303,1
111.5238,242.9048,1
128.3077,246.7308,1
94.6579,206.9737,1
99.3384,216.5202,1
81,193,1
98.4167,192.75,2
86.4444,199.3333,1
152.5723,249.3373,1
121.7704,242.1778,1
86.9767,210.2558,1
124,273,1
107.64,235.84,1
101,227.5,1
111.8431,237.7961,1
154.7685,260.6759,1
119.3846,240.8205,1
133.325,236.6,1
207.3333,360.5,1
98.9216,214.7843,1
109.2353,229.6471,1
100.5714,219.4286,1
98.0828,216.3885,1
125.35,235.5,1
87.2917,197.2083,1
113.5,232.8125,1
102.1905,224.5,1
90.1096,200.6575,1
242.8929,373.1964,1
221,322.2353,1
100.8182,226.0909,1
89.4464,194.125,1
107.6885,235.1639,1
92.1471,202.1765,1
107.0577,225.9615,1
121.75,258.5,1
109.125,243.675,1
74.9474,177.1579,1
98.36,216.4,1
105.8028,224.9437,1
204.1111,293.4444,1
123.9186,248.8605,1
119.9524,248.2619,1
95.1905,205.0476,1
92.0294,203.8235,1
85.4667,185.4667,1
97.4681,215.8085,1
75.3158,181.8947,1
117.5455,232.8182,1
106.1111,233.2222,1
140.0526,244.1053,1
99.0968,216.3548,1
124.25,252.4167,1
108,236,1
114.6173,249.2383,1
113.8627,209.1176,2
109.6207,238.636,1
149.6667,260.3333,1
118.9884,257.4419,1
103.1667,184.8704,2
81,199.6667,1
100.5652,226.6957,1
105.5714,215.7143,1
135.2667,241.6667,1
101.25,221.75,1
114.3636,210.9091,2
113.2159,243.1705,1
146.3684,271.8947,1
77.0526,177.5088,1
180.2571,281.9143,1
94.8182,205.7273,1
100,217,1
91.3333,208.3333,1
103.9512,204.122,2
91.9462,209.7849,1
87.7681,188.1739,1
95.9559,214.7353,1
67.2414,167.3966,1
295.3846,354.9231,1
98.4091,217.7273,1
100.6654,216.3272,1
82.4762,188.3333,1
95.7391,211.6087,1
81.5843,185.5169,1
92.7317,208.2439,1
109.8793,229.1379,1
604.7302,565.381,1
89.1667,198.8333,1
87.2909,196.6182,1
92.5,208.625,1
107.1333,230.6,1
384.7105,519.9342,1
103.9091,225.3636,1
106.913,228.5,1
126.1163,237.4419,1
268.3538,353.0462,1
99.8,230,1
85.2439,199.8537,1
96.84,204.6,1
188.0577,293.0577,1
121.16,250.84,1
99.7778,211,1
103.4651,220.7287,1
96.8421,221.8947,1
346.0599,494.0824,1
98.6022,217.4197,1
142.3333,275.6667,1
86.4828,193.3448,1
99.3396,217.6792,1
103.6842,222.1579,1
102.75,235.4286,1
153.2778,229.9167,2
72.3333,183.6667,1
118.3333,244.1111,1
188.7826,296.7826,1
100.175,218.0125,1
113.3226,239.9516,1
187.3448,292.3103,1
113.4951,240.2621,1
120.3649,222.973,1
107.102,203.2449,2
79.298,189.7881,1
98.7143,216.9286,1
106.3913,202.8261,1
97.6667,224.8333,1
130.9361,245.7406,1
95.6897,215.2414,1
111.6667,243.1282,1
91.4062,205.5938,1
91.4138,204.6034,1
113.6506,233.4217,1
141.0545,238.2636,1
77.1333,182,1
97.75,202.625,2
100.2857,215,1
97,206.8,1
89.8605,206.3721,1
96,211.4,1
108.8077,226.6154,1
103.2857,225.0714,1
223,328,1
106.8571,221.5714,1
105.9762,228.8304,1
150.1935,254.6452,1
106.9412,231.5294,1
77.2941,187.5882,1
95.4359,209.8462,1
93.375,219.1667,1
114.2188,251.4062,1
88.8286,204.0857,1
89.5319,204.766,1
115.0959,229.7397,1
217,346,1
82.3286,191.5571,1
80.8641,187.5437,1
89.5185,203.7778,1
98.7632,199.3421,1
91.6071,197.7857,1
103.9524,211.4286,1
134.1,250,1
101.5556,226.7222,1
139.4815,244.963,1
96.3571,218.8929,1
88.7391,201.8261,1
99.4815,218.6296,1
97.1739,218.4783,1
98.7818,217.9091,1
232.9062,321.4375,1
86,205,1
99.2727,232.5455,1
95.5,204,1
84,188.5,1
82.5652,199.3913,1
90,205.9231,1
101.4211,216.6316,1
116.25,239.25,1
136,252.2,1
279,450,1
114.8571,233.4286,1
92.0625,208.8125,1
169.3704,282.9259,1
118.7593,202.625,2
110.0943,241.5283,1
118.1389,238.8056,1
116.9565,239.5652,1
126.4074,224.5741,2
93.8421,207.8947,1
101.7333,228.6667,1
111.8929,237.8571,1
123.6364,251.7273,1
110.125,241.975,1
144.9667,245.3667,1
91.6,206.8,1
170.0615,278.1385,1
89.8462,210.6667,1
90.4963,204.9778,1
90.0294,210.9706,1
87.1667,194.537,1
115,237,1
103.4468,219.0426,1
87.7143,202.619,1
93,220.8421,1
92.037,198.6914,1
122.9431,254.5366,1
89.5769,205.8846,1
82.75,200.25,1
194.6667,306.6667,1
95.4643,203.3214,1
84.3721,194.8953,1
95.1765,222.1176,1
115.75,241.375,1
88.9231,203.6538,1
125,263.25,1
89.5,209.25,1
82.6196,196.4565,1
99,225,1
102.2857,227.0238,1
92.366,204.9477,1
86.9524,203.4762,1
76.6847,182.036,1
127,207.6129,2
81.1689,187.9543,1
85.25,197.375,1
102.8704,226.6481,1
241.2655,322.9204,1
100.9412,216.4706,1
122.6667,232.3333,1
91.431,206.3276,1
92.0833,206.5833,1
99.1702,216.383,1
94.4903,203.5419,1
99.3023,208.5116,1
106.1667,232.0833,1
109.1111,225.6667,1
111.6667,230.6667,1
97.4,222.2,1
140.6508,211.3545,2
112.7833,243.1833,1
264,374,1
160.1628,278.2093,1
104,223.8333,1
109,235.5,1
96,208,1
127,278.3333,1
93.2647,203.5882,1
114.1037,240.3914,1
98.9286,219.8333,1
119.7123,202.3973,2
76.9444,187.8333,1
95.4545,203.8182,1
82.4286,193.1429,1
102,228.25,1
100.6154,211.2308,1
125.5455,248.1818,1
93.2609,216.0217,1
82.0833,188.7222,1
115.3333,202.8,2
100.2941,225.4706,1
113.28,236.8,1
82.0128,192.8974,1
80.4571,189.2571,1
84.8333,193.7,1
88.0286,209.8,1
100,222.125,1
106.1304,226.9565,1
112.8077,230.9615,1
98.541,215.541,1
498.3636,491.5152,1
94.6,214.96,1
143.5893,255.3393,1
84,203,1
74.3556,180.0222,1
211.0909,314.0909,1
66.0571,176.0857,1
109.8846,238.0385,1
129.68,218.26,2
94.75,217,1
83.5217,187,1
90.825,201.875,1
143.5789,251.7895,1
91,195.5,1
85.2737,195.4,1
104.0588,219.4118,1
85.3297,196.7363,1
77.3258,180.7273,1
104.4815,229.1111,1
109.5333,228.1333,1
94.6903,210.7876,1
266,363,1
78.8,178.88,1
112.9444,233.9167,1
71.2857,178.127,1
97.5385,220.3043,1
105.7232,229.4181,1
106.3529,234.7059,1
147.7143,252.9429,1
100.25,223.375,1
113.7581,211.7097,1
111.3721,239.2558,1
129,243,1
112.6364,224.4545,1
117.9767,243,1
106.5,219.75,1
90.9778,207.9333,1
222.2308,334.6154,1
79.5455,201.0909,1
105.9737,219.0263,1
129.8696,247.7826,1
418.7692,449,1
93.2609,208.7391,1
103.5714,236.1429,1
101.3125,190.4375,1
83.0625,190.4375,1
99.7094,215.5385,1
162.8182,246.8182,1
148.2857,242.5714,1
213.7917,321.1667,1
93.5789,214.7368,1
150.4912,265.2632,1
70.2143,170.7143,1
100.0909,219.8182,1
83,208,1
134.2791,246,1
102,218.2381,1
114.1389,242.5556,1
85.0704,200.7465,1
135.7368,255.1053,1
91.9259,210.3333,1
167.5217,266.2174,1
112.7188,233.5938,1
106.1538,224.4744,1
108.1951,233.7073,1
94.1765,212.2745,1
115.65,196.8,2
125.8485,227.1818,1
85.1875,195.3125,1
128.7778,250.2963,1
99.5714,189.5714,2
99.1127,223.3099,1
112.4419,241.8372,1
119.4457,238.3913,1
106.4835,225.4835,1
128.8975,237.3696,1
92.4848,201.5758,1
82.8445,191.4064,1
87.4783,199.1304,1
119.1683,253.7426,1
125,239.5,1
147.9744,264.2821,1
95.6923,205.3077,1
97.6667,221.3333,1
116.9655,203.4138,2
76.9298,187.3684,1
90.2109,202.0859,1
91.3143,217.0286,1
91.4783,201.6522,1
106.4348,237.5652,1
135.1023,205.4318,2
107.8278,228.9927,1
98,221.7143,1
128.9508,249.8689,1
114.05,251,1
188.3333,293,1
84.56,195.24,1
98.1429,221,1
91.5159,203.4713,1
90.2,208.7333,1
85.0698,196.4419,1
105.2333,218.5,1
96.5,208.5714,1
164.8333,278.2292,1
86.9189,201.6216,1
111.4607,231.236,1
75.8511,188.9362,1
172.1818,278.8182,1
112.0513,230.8846,1
88.8207,193.9239,1
198.2222,337.7778,1
107.4792,223.4583,1
88,204.7347,1
103.6486,228.2703,1
672.4615,613.6923,1
95.9355,223.8387,1
161.8571,260.1786,1
92.119,205.7619,1
96.4,201.2,1
97.7826,221.5652,1
111.4737,226.8421,1
91.1111,191.5556,1
111.3462,233.8846,1
98.0851,218.8723,1
91,216.7778,1
112.3784,243.1081,1
89,202,1
111.7885,247.75,1
96.1429,206.1964,1
81.5143,184.4571,1
98,206.4,1
94.0488,214.2195,1
110.4912,204.4561,2
97.875,207.5833,1
83.8824,175.5294,2
97.1739,207.5217,1
95.4,210.2,1
87.1111,190.5333,1
122.6444,254.6,1
124.6353,217.0824,2
91,199.1429,1
87.7,197.1,1
91.8571,205.8571,1
172.375,295.75,1
71.6667,170.9333,1
114.5714,241.7143,1
70.4026,171.5974,1
149.8571,222.4286,2
91.3333,195.6667,1
96.0556,215.5,1
100.8552,222.5517,1
81.6667,192.8095,1
118.92,250.12,1
99.85,227.9,1
87.6607,202.8036,1
100.7358,217.1321,1
81,184.1667,1
271.9153,364.9831,1
97.8636,216.4091,1
116.6207,253.3103,1
102.3167,216.7833,1
91.2,209.975,1
89.3878,210.2245,1
340.3778,391.3111,1
81.2184,187.2816,1
124.5,210.75,2
130.241,237.8434,1
215.7549,333.8775,1
544.2267,724.6667,1
114.1,244.5,1
88.7671,206.3425,1
97.5733,212.0933,1
113.1687,228.6386,1
99,236.4,1
287.4754,371.4098,1
103.1868,233.4451,1
84.8519,204.6296,1
98.8571,214.6,1
82,190,1
84,197,1
100.549,216.3922,1
108.2041,225.5306,1
95.8919,214.0541,1
93.88,207.52,1
115,244.5847,1
118.4,199.2,2
107.3043,223.1087,1
113.2857,234.1429,1
334.5,418.0682,1
90.1333,201.3333,1
196.4775,306.9888,1
114.1739,245.4783,1
106.7778,220.5556,1
91.1111,214.3333,1
92.3636,202.6364,1
90.8051,203.8898,1
111,233,1
83.4706,203.4706,1
121.5182,247.2628,1
116.9739,248.2549,1
89.8352,207.1648,1
98.1778,213.3778,1
102.4706,224.1765,1
73.3298,175.766,1
107.6364,231.8182,1
96.7407,213.7407,1
119.7059,256.0588,1
88.8444,197.2667,1
111.3509,244.1053,1
85.92,197.8,1
113.9124,231.4818,1
83.6339,194.4196,1
101,230,1
96.7727,209.5,1
92.8182,201.5455,1
123.7778,249.9444,1
81.24,185.24,1
102.8235,235.1765,1
108.0833,229.1667,1
88.907,178.6279,2
119.4091,242.6364,1
92.9,208.8571,1
146,270,1
99.4211,216.3684,1
174.9818,285.6909,1
128.5991,206.4229,2
94.1667,218.0333,1
96.3846,211.1538,1
101.8182,218.6364,1
107.1531,234.1997,1
114.1902,243.1359,1
248.2708,346.4479,1
91.6593,208.0769,1
178,275.1,1
84,186.25,1
89.814,201.2791,1
81.85,190.6875,1
122.9301,237.9675,1
87.4444,196.3333,1
117.4077,255.6116,1
96.3421,215,1
96.7727,222.4773,1
106.6154,212.2308,1
107.15,234.5909,1
88.1429,210.2143,1
112.1364,241.0909,1
123.2326,244.0698,1
125,268,1
101.8125,220.875,1
118.525,225.675,2
107.0476,237.7857,1
86.5,186.5,1
179.9111,309.2444,1
121.3611,268.1944,1
93.4643,204.4286,1
104.0488,229.3415,1
104.6129,222.0645,1
94.6471,213.3529,1
102.4667,226.3333,1
87.16,183.84,1
90.4714,201.7143,1
101.3846,226.4231,1
101.1,214.25,1
107.5263,226.3882,1
98,218.1111,1
110.2,248.6,1
251.2778,321.2778,1
83.9143,199.9429,1
221.3182,309.3182,1
114,236.5,1
90.08,206.16,1
114.489,241.8217,1
121.8462,236.3077,1
94.2368,188.0658,2
100.6618,206.9559,1
84.8356,203.8904,1
93.9444,201.0556,1
93.6129,212.7742,1
99.3,217.7,1
109.2845,234.25,1
146.4286,263.7619,1
96,206.6562,1
326.0147,390.6324,1
118.3889,240.25,1
128.5142,242.9434,1
95.1429,184.5,2
64.9756,162.1707,1
89,214.6667,1
105.0125,234.3875,1
144.64,257.44,1
132.95,251.5,1
111.5877,238.1943,1
110.5,240,1
121.7561,258.4146,1
281.0682,357.9773,1
139,229.8571,2
127.3333,199.2444,2
114.25,239.5833,1
89.3333,206.5926,1
228,326,1
483.5,609.375,1
85.1923,198.0385,1
99,210,1
103.08,217.28,1
92.6609,208.8783,1
108.6304,232.2174,1
81.1304,183.3478,1
86.3636,190.2273,1
108.3265,225.6122,1
160.0784,265.5686,1
91.1293,200.1897,1
83.6423,196.3821,1
301.3601,419.7016,1
86.86,197.7,1
117,241.5472,1
92,199,1
99.1042,223.9375,1
114.274,238.4452,1
91.3363,204.6195,1
82.9091,190.6023,1
119.3333,253.9444,1
83.2963,193.6667,1
83,189.5833,1
85.7879,195.0455,1
88.2083,199.875,1
125.2381,256.8571,1
89.625,196.75,1
80.3333,180.6146,1
77.7317,192.3902,1
92.209,209.9552,1
92.0556,210.6111,1
123.5676,249.473,1
100,226,1
429,592.3333,1
95.5,218.5,1
87.5714,183.5714,1
87.4375,196.7812,1
154.7576,278.1364,1
109.1111,238.5556,1
109.2222,232.6667,1
138.0357,267.7857,1
97.5429,204.6286,1
109.166,238.0154,1
304.2143,366.5714,1
78.5,190.2857,1
269.8333,367.7083,1
87.1,201.275,1
114.2881,235.3051,1
83.4028,175.3333,2
91.2857,204.6571,1
103.6207,176.6207,2
91.0441,203.0882,1
83,193,1
123.3929,235,1
86.8333,188.3333,1
118.7778,251.3333,1
109.3333,229.3333,1
104.5487,209.3982,1
94.0769,208.9231,1
97.7692,206.6154,1
95.6061,215.2121,1
99.25,209.25,1
675.1111,836.7778,1
113.4231,246.7692,1
124.4423,216.8269,2
91.3182,210.8485,1
91.8788,187.2576,2
115.913,243.1304,1
83.8523,187.2236,1
93.3,209.4,1
212.7562,340.2506,1
111.7517,231.4161,1
146,256,1
103.9107,229.1845,1
87.8333,196.3333,1
727.5714,875.7143,1
95.2,208.8,1
109.3333,222.4762,1
108.4815,199.7407,1
107.0625,206.6875,2
98.1667,214.8333,1
148.3226,261.5,1
121.2281,209.6491,2
80.25,194.125,1
132.772,280.2591,1
147.4615,238.0769,1
104.825,226.9125,1
93.1667,210.4444,1
82.2667,194.4,1
83,199.8701,1
103.1429,226.7143,1
98.2667,217.6667,1
118.1356,239.8814,1
88.7821,193.2372,1
156.6,266.7,1
238.1591,348.8182,1
83.2093,188.6744,1
90.5,189.3,1
85.25,176.25,2
107.287,227.9074,1
115.6475,223.4836,1
103.16,221.24,1
84.3182,203.7273,1
145.6818,225,2
91,204.5714,1
93.8293,208.2927,1
122.3509,216.386,2
107,227,1
85.9821,206,1
253.7895,314.4737,1
89.25,199.5,1
91.5381,204.8238,1
117.7724,233.2764,1
85.9318,193.4318,1
221.5156,334.5312,1
89.25,206,1
98.6429,237.7857,1
158.1429,273.8571,1
81.0234,191.5205,1
79.4545,188.3636,1
118.8214,200.6518,2
96.2932,212.1654,1
93.2342,207.1802,1
101.2564,214.9744,1
157.5556,259.8333,1
112.4792,245.4375,1
119.2609,262.087,1
101.6341,221.9756,1
117.5889,244.7722,1
152,250.5,1
92.6667,210,1
86.5,197.5,1
90.9211,195.5526,1
112.3667,246.0333,1
103.6364,227.6136,1
90.6538,210.7692,1
122.0968,255.3871,1
92.5926,216.8148,1
122.8,251.4,1
124.9969,251.0251,1
88.3986,199.4615,1
90.25,203,1
110.8333,251.7333,1
94.1667,215.1667,1
83.1545,192.5182,1
108.3077,220.7692,1
118.2,244.2,1
92.6,208.7,1
88.7324,205.0986,1
129,259.75,1
101.64,208.24,1
97.2143,213.9286,1
106.0336,222.5714,1
455.9655,465.7931,1
100.9167,224.0833,1
114.5196,237.4721,1
132.4,274.35,1
116.8571,199.2857,2
122.8529,242.0588,1
112.6562,229.5625,1
89.8169,201.8592,1
83.8046,192.7816,1
106.3462,239.9615,1
119.7188,248.3854,1
93.6667,216.3333,1
105.7949,191.3333,2
152.1054,262.3253,1
103.1132,201.3019,2
70.25,172.5,1
129,232.9737,2
139.8654,236.7885,1
91.4062,213.7812,1
104.7619,227.1429,1
93.3696,200.413,1
163.8,267.1333,1
91.8333,197.8,1
92.3333,213.3333,1
96.543,205.4516,1
113.4651,251.6744,1
174.6923,282.2564,1
95.3333,213.5833,1
223,309,1
93.7273,211.8182,1
99.7273,215.7273,1
90.75,207.25,1
214.5085,302.6441,1
112.1429,224.0238,1
91.75,195.1875,1
111.4167,235.0208,1
169.5,279,1
104.4,224.3,1
91.6667,180.6667,1
114.2097,239.6613,1
95.375,212.5,1
112.6,242.85,1
368.9167,465,1
104.9796,227.7347,1
81.8444,198.0889,1
83.5091,194.5091,1
73.6897,176,1
97.7926,216.3138,1
110.4483,252.4138,1
115.64,248.68,1
114.9231,207.7308,2
79.3636,184.1818,1
78.9492,187.1864,1
97.75,230.625,1
118.2264,257.0943,1
104.8889,228.1111,1
82.4118,204.3529,1
99.4286,212.2857,1
112.7188,241.8594,1
80.125,170.9583,1
122.8636,262.6364,1
301.4,417.4,1
99.3667,231.3333,1
106.85,236.625,1
84.3333,190.875,1
120.2593,245.6296,1
102.1429,227.7143,1
117.3667,219.8,1
88,198.6449,1
100.1429,209.0286,1
108.9725,236.8991,1
116.7368,254.0526,1
168.4941,269.2235,1
106.5672,225.7015,1
101.1988,215.4056,1
112.3043,234.6087,1
95.3617,211.8723,1
134.2353,217.8941,2
83.2857,190.2857,1
