@relation 'R_data_frame_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R1.0-A5-M-1'

@attribute -0.645V2-0.63V3-0.295V5-0.278V4+0.149V1 numeric
@attribute '-0.772V1+0.45 V4-0.281V3+0.271V5-0.221V2' numeric
@attribute 0.608V1+0.546V5+0.523V4-0.197V3-0.142V2 numeric
@attribute 0.736V5-0.663V4-0.107V1-0.08V2+0.006V3 numeric
@attribute -0.713V2+0.696V3+0.083V4-0.009V5-0.004V1 numeric
@attribute Class {1,2}

@data
-0.985571,-2.348373,0.099888,-0.311225,0.009328,1
0.78973,-0.557829,0.284198,-0.007195,0.022388,1
-0.038788,1.052814,0.240344,0.012901,0.00469,1
0.620529,0.861305,-0.540426,0.317582,0.070742,1
-3.451653,-0.577472,0.152275,0.398899,0.324884,1
0.525176,0.080568,0.09481,0.307354,0.135319,1
-1.042285,2.162023,0.396108,-0.065389,-0.052988,1
-0.501033,-0.253759,0.610552,-0.772379,-0.027374,1
-0.119547,0.473444,1.075259,-1.063729,0.087401,1
-0.365392,-0.379839,0.575677,1.640552,-0.00859,1
0.118841,-0.099098,0.616251,-1.316372,-0.0921,1
-2.159383,-1.314529,-0.437986,-0.492484,0.316953,1
-2.85209,2.143694,-2.576054,1.848145,0.190075,1
0.281844,0.01614,0.63435,0.516403,-0.032897,1
-0.322165,1.288732,0.563096,1.473512,-0.064678,1
0.860658,1.489053,-2.117408,0.024071,0.021776,1
0.477842,-0.355068,0.219096,-1.118102,-0.017738,1
0.478256,-0.738259,0.186411,-0.329077,-0.061676,1
0.192374,0.265169,0.014369,0.757679,-0.078252,1
0.892557,-0.204747,-0.780596,-0.12835,-0.053147,1
-0.377136,1.133244,-0.213537,-0.72327,-0.078681,1
-0.836341,0.330975,0.244087,-0.092934,-0.186466,1
-0.17935,0.827441,-0.99983,-0.079575,0.004483,1
-0.272443,1.143588,0.490376,-0.107168,0.044565,1
1.133189,-0.671711,-0.604788,0.400792,-0.095312,1
1.403682,-0.772469,-1.297973,1.116726,0.011528,1
-0.624918,-0.522466,-0.680742,2.314434,-0.555904,1
0.763335,-1.837539,2.223877,-1.587132,0.128482,1
0.877615,-0.632574,-0.068231,-0.096796,0.224866,2
0.457055,-0.304321,0.654591,0.564486,-0.088614,1
0.374631,-2.123715,2.315908,-2.257017,0.077449,1
-0.101739,-0.025884,-0.042973,-1.881565,-0.108213,1
1.854799,-1.223623,-1.687478,0.648211,-0.054776,1
0.120119,1.564511,-0.755539,-0.488701,0.056043,1
1.135408,-0.61533,-0.329679,0.132659,-0.053742,1
-0.343749,1.227211,1.013377,0.244829,0.038386,1
1.551667,-0.75101,-0.444907,0.273501,-0.018587,1
0.557381,-0.365923,-0.632454,1.092578,-0.027841,1
0.040204,0.649375,-0.014078,-0.856381,0.317636,2
-0.24542,0.27119,0.180284,-0.849551,-0.063471,1
0.620772,0.621558,0.057124,1.24639,0.029301,1
-0.601924,0.727024,0.43802,-1.490985,-0.033316,1
0.790148,-1.144854,0.216853,-0.4275,-0.042034,1
-0.934548,0.726562,0.522662,-0.751292,-0.095153,1
0.07815,0.871178,-0.047521,0.454016,-0.034897,1
-0.90931,-1.541125,1.138532,0.890923,-0.114857,1
0.091385,1.713172,-0.563108,1.353011,-0.15791,1
0.809241,-0.463932,0.431034,0.263685,0.137659,1
0.591196,-2.016627,1.875178,-1.054716,0.066739,1
0.081544,-0.147318,0.352518,-1.148686,-0.082831,1
0.633617,0.291582,0.337326,-0.586405,0.093782,1
-0.804045,-0.070081,-1.164131,-0.452964,-0.144284,1
0.050314,0.930147,0.585429,-0.083368,0.049274,1
0.231384,1.296476,-0.903516,-1.237698,0.086697,1
1.105866,0.533992,-1.688918,0.573043,-0.036868,1
1.790855,-1.277582,-0.102976,-0.462577,0.202743,2
0.59701,-0.535606,0.34152,1.036471,-0.151961,1
1.645435,0.624625,-2.786134,0.728524,0.209915,2
-1.685679,-2.008298,0.707341,1.303473,-0.033214,1
0.178038,2.261038,-2.625573,-1.912928,0.085431,1
0.173117,-0.340782,1.119842,-0.56506,-0.072206,1
-0.917879,1.088798,2.708038,1.949463,-0.06464,1
-0.135015,0.36106,0.713618,-1.256497,0.074289,1
1.37311,-1.462051,0.059585,0.160915,-0.012403,1
-0.09862,0.219736,0.95677,-1.026653,-0.019051,1
0.178895,-0.463756,1.327706,-0.183852,-0.147758,1
-0.029923,1.200734,0.426529,1.016326,-0.011158,1
-1.244786,-2.394807,0.42415,0.916406,0.207569,1
-0.015946,-0.504344,-1.08663,-0.213431,0.034396,1
-0.015533,-0.456525,0.336725,-0.949814,-0.113647,1
1.84777,-1.007597,-1.527007,0.481016,-0.05315,1
1.75728,-0.899618,-1.095526,0.247884,0.006106,1
1.395054,-0.940341,-0.38122,0.865449,-0.090087,1
0.095181,-0.590909,1.485726,0.072931,-0.087493,1
-0.095193,-0.280028,1.06536,-0.519117,-0.009986,1
0.323925,-0.344745,-1.092326,-0.057752,-0.064843,1
-0.051393,0.409376,1.380329,0.244918,0.027235,1
0.269024,0.397342,-0.172067,-1.171851,-0.031511,1
0.443944,-0.902623,1.279038,-0.836623,0.037146,1
0.127789,0.286024,0.997259,0.013928,0.021512,1
0.664845,-0.607608,0.337901,0.179414,-0.059194,1
0.676082,0.372477,-0.53516,1.364783,-0.073083,1
0.450525,0.688802,-0.664303,0.247915,-0.008821,1
0.133318,-0.092146,0.86072,-0.774953,-0.024801,1
0.549361,0.240543,-0.308267,0.208683,-0.040951,1
0.120501,1.20716,-0.087958,-0.383473,0.02717,1
1.689895,-1.350154,-0.475843,0.180761,-0.019187,1
-6.782563,-1.547878,-0.603076,-0.835686,1.18012,1
-0.566646,0.772192,-0.280027,0.621539,0.041022,1
-0.12824,0.051934,-0.513166,0.247857,0.28079,2
1.070925,-0.609726,-0.692632,-0.623594,-0.036623,1
1.083859,-1.03268,-0.719742,1.002795,0.0032,1
-0.172745,0.030914,0.946304,-1.243623,-0.068404,1
0.608374,-1.344064,0.544386,-0.226115,0.125486,1
0.089485,0.386038,1.241173,-1.000999,0.161872,1
0.151076,-0.070742,-0.27965,0.377814,-0.041064,1
0.316309,0.483745,-0.376536,0.539134,-0.058125,1
-0.656336,0.979445,-0.079155,-1.463604,-0.054448,1
-0.186556,1.953375,-1.675035,0.215012,-0.15172,1
0.273315,1.478543,-0.485114,1.057353,-0.059434,1
-0.247948,-0.499502,1.405888,-0.050468,-0.125395,1
0.324763,0.253908,0.022834,0.227981,0.012017,1
-3.481721,2.18915,-0.845663,2.163752,-0.677582,1
1.831405,-0.96525,-1.224908,0.250101,0.003213,1
-2.161247,1.560494,-2.799777,0.72216,0.075749,1
1.461519,-0.824189,-0.449592,0.420217,0.018569,1
0.755458,0.076909,-1.079181,0.169178,-0.138567,1
-0.095747,-0.800912,0.150489,-0.86301,0.005285,1
1.356286,-0.298304,-1.30695,1.160064,0.204117,2
1.503559,-0.928163,-0.366828,0.081412,0.034215,1
1.704802,-1.060609,-1.350568,0.49307,-0.054522,1
0.296733,0.081527,0.889402,0.30147,-0.051687,1
-0.642341,0.892108,0.548029,-1.030802,-0.018911,1
0.667126,-0.20007,-0.237245,0.088081,0.001776,1
0.778034,-0.347567,-0.218787,1.307176,-0.010192,1
0.080748,0.122312,1.381774,-0.825207,0.082897,1
1.297434,-0.868096,-0.176915,0.521923,0.056893,1
1.042811,-0.889377,0.243816,-0.353019,0.074279,1
-0.147031,0.313088,-1.067745,0.001145,-0.029419,1
0.64494,-0.225159,-0.311026,-1.336874,-0.029562,1
-0.004794,0.199757,1.479029,0.842084,-0.098195,1
1.362208,-1.030902,0.161725,-0.0771,0.030014,1
-0.516203,0.439019,-1.038666,0.070405,-0.077394,1
0.877304,-0.851953,0.184361,0.19182,-0.077134,1
1.428422,-0.91521,-0.861342,0.223239,-0.097202,1
-0.421357,1.1586,-0.437956,0.064882,-0.128361,1
-0.735934,-0.26958,-2.206375,-0.029029,-0.077877,1
1.457455,-1.063306,-0.306944,0.114479,0.049076,1
0.337812,-0.211808,1.070057,0.840158,-0.066124,1
0.329616,0.139422,0.389908,0.788691,-0.077903,1
-0.142535,0.119981,0.109442,-0.5216,-0.111038,1
-0.476355,0.11415,1.356571,-0.100503,-0.035504,1
1.708922,-1.029319,-0.887681,0.528848,-0.027888,1
0.5216,-0.201339,-0.578335,-0.629683,0.006105,1
0.363564,-0.334363,0.766455,0.155688,-0.100882,1
-0.696202,0.664313,0.819303,0.258123,-0.076396,1
-0.274858,0.389806,-0.761507,0.386577,0.035064,1
0.36211,0.248817,0.586388,1.485157,-0.061714,1
-1.313865,1.127827,1.834219,0.445491,-0.275177,1
1.208838,-0.631664,-0.522223,0.53267,-0.050746,1
-0.021529,0.400143,1.127558,-0.655993,0.022951,1
-0.803418,0.195425,1.178695,-2.071024,-0.091071,1
0.298598,-0.573347,0.118055,0.094986,-0.105579,1
0.162233,1.308127,-0.491161,0.080231,0.030721,1
0.137162,1.420552,0.113511,0.115995,0.066792,1
-1.196759,0.721351,2.273152,-0.088182,-0.156933,1
0.153528,-0.025464,0.427912,-0.175924,0.187673,2
1.625358,-0.756802,-0.89055,0.601911,0.014313,1
1.314702,-0.616826,-0.053614,0.806509,-0.001287,1
-0.197002,1.236143,-0.286024,-1.250181,-0.109264,1
-0.858869,1.452688,-2.319057,0.499554,0.14319,1
-0.00312,0.895618,0.355981,0.417788,0.020351,1
0.541454,0.350609,-0.540797,0.549994,-0.03814,1
-0.873058,0.213618,0.825961,1.2688,0.106562,1
0.716066,-0.92957,0.003469,0.116545,-0.101325,1
0.14177,-0.304217,1.590944,0.320357,0.037705,1
0.385692,0.115239,-0.533631,1.768834,-0.062027,1
0.415497,0.109895,-0.227037,-1.727095,-0.024131,1
1.518907,-0.665056,-0.323864,0.378329,0.027452,1
-0.006079,0.921573,-0.1901,-0.122906,0.016776,1
1.369464,-0.916372,-0.148173,0.031097,0.067591,1
0.610098,-0.193667,0.384599,0.029446,-0.015176,1
2.010757,-1.094781,-1.191716,0.320594,0.015692,1
-0.343863,0.073616,0.314402,-0.832714,0.200306,2
1.646867,-1.173909,-1.180441,-0.160336,-0.064357,1
-0.561947,0.678463,1.469989,1.213431,-0.100173,1
-0.179399,-1.13595,-1.109007,-0.392737,0.118371,1
-0.532138,1.385093,1.124228,-0.687464,0.097226,1
-0.509175,0.654103,2.349441,1.295454,0.06326,1
0.305094,0.344886,0.400189,0.878482,-0.081814,1
0.169344,-0.230819,0.7955,0.146729,0.105168,1
-0.144397,0.986645,0.513272,-0.168769,-0.070674,1
-0.422479,-0.180279,0.556512,-1.86758,-0.065791,1
-0.434798,-0.340121,-0.886942,-0.37652,-0.059079,1
1.823669,-1.317309,-1.093432,0.310995,-0.122826,1
-0.29016,0.617327,1.160805,-0.827307,0.008641,1
-0.181608,0.938712,-1.215357,0.08163,-0.016131,1
0.311524,1.265562,-1.435445,-0.076212,0.024154,1
-0.1465,0.647667,0.716043,0.558913,-0.041588,1
0.84413,-0.802873,0.48267,-0.009362,-0.027196,1
1.114844,-0.969154,-0.622915,0.132985,-0.145739,1
1.313499,-3.007608,1.459137,-1.589264,-0.024822,1
-0.654724,0.01222,-0.239222,0.683839,0.12562,1
-0.23814,0.485053,1.042205,-0.694923,-0.042783,1
0.109428,1.032835,-0.376951,0.003271,-0.039302,1
1.717294,-0.750488,-0.814317,0.445853,0.021621,1
-1.045797,0.912203,0.418265,0.071694,-0.064316,1
-0.949858,1.548665,0.357499,-0.870106,-0.074241,1
0.138324,-0.160687,0.378058,-0.406383,0.220079,2
-0.771659,-1.219021,-1.097706,0.267504,0.291232,1
0.026797,-0.179949,1.285494,0.337948,-0.065262,1
0.517122,-0.324963,0.805622,-2.010798,0.092,1
0.06077,-0.841015,1.273596,-0.977874,0.09348,1
1.752738,-1.000408,-0.848332,0.373562,-0.016896,1
-5.501754,-1.209197,0.038732,1.33306,0.408061,1
0.858545,-0.53435,-0.308969,0.08798,-0.043175,1
-0.632202,0.444203,0.237807,-0.733139,-0.116226,1
0.212228,0.990508,-0.723899,-0.732276,0.121746,1
0.222446,0.895405,0.252612,1.05199,-0.005131,1
2.189563,-1.002781,-1.628959,0.496795,-0.019492,1
-0.253894,-0.101157,0.814256,1.165851,-0.02008,1
0.458991,0.981477,-1.161954,-0.793906,0.000838,1
1.414082,-0.512379,-0.547606,1.342468,0.00594,1
-1.483854,-0.587108,-0.992725,0.323262,0.06092,1
0.277109,0.556576,-0.307191,-0.628256,0.028178,1
1.281364,-0.39962,-0.452343,0.309665,0.055405,1
-0.554829,0.455158,0.714493,-1.443376,0.042529,1
-0.776918,0.813214,1.12644,0.663511,-0.058955,1
1.459054,-0.67918,-0.857104,0.417854,-0.006077,1
-0.538151,0.728064,0.950425,-1.035147,-0.055857,1
-0.323412,0.78714,-0.079576,-0.532035,-0.048078,1
1.099804,-0.990195,0.398128,0.26249,0.00853,1
0.68475,0.033852,0.078387,-0.070843,-0.009389,1
0.718833,-0.424813,0.761044,-0.392717,0.043425,1
0.140115,0.773865,0.729988,1.07946,-0.020798,1
-0.277362,1.366133,0.603338,0.013554,0.085165,1
0.352111,0.269683,-0.235223,-0.018751,-0.103785,1
0.712733,-0.361732,-0.513109,0.408292,-0.057293,1
-0.247358,0.270848,1.549897,-0.080458,0.005855,1
-0.762488,0.413054,2.104395,-1.023606,-0.030317,1
-0.351135,1.511046,-0.375104,-0.484867,-0.016241,1
-0.72825,1.290891,0.172679,-0.495651,-0.071719,1
-0.872247,1.117758,-0.058157,-3.015902,-0.024836,1
0.890317,-0.762781,-0.158676,-0.293517,0.198158,2
1.106561,-0.545937,0.068337,0.547086,-0.022358,1
1.283639,-1.031489,-0.218972,-0.081316,-0.012865,1
0.681859,-1.59469,-2.004174,0.329442,-0.029838,1
-0.074294,1.298059,0.306019,-0.200711,0.009694,1
1.857121,-1.147438,-1.071573,0.073525,-0.089201,1
0.724035,0.600717,-0.631999,0.80058,-0.001706,1
1.112428,-0.593609,-1.281987,1.071315,-0.190045,1
-1.261711,1.015193,0.948049,-1.149755,-0.123703,1
-0.618057,1.715943,0.779835,-1.188096,0.114294,1
0.8206,-0.836473,-0.173542,-0.23611,0.244033,2
0.972448,-0.085383,-0.185713,0.395053,0.017497,1
-0.474411,0.165961,0.307429,-0.913662,-0.140815,1
0.834393,-0.005725,-1.144516,-0.118402,0.280871,2
0.737773,-1.127862,0.248333,-0.453445,-0.076224,1
-0.693296,-0.062073,0.429611,-0.777736,-0.070145,1
0.06347,-0.002209,1.029661,-0.998574,0.016874,1
-0.054286,0.328713,0.137861,0.058128,-0.023227,1
0.145688,1.993678,-1.369062,0.209249,0.01793,1
1.052933,-1.101825,0.155676,-0.407295,-0.01406,1
-0.174906,0.399304,1.158448,-0.352963,-0.048008,1
-0.018205,0.217908,-1.137879,-0.415256,0.445481,2
0.924559,-0.298,-0.360587,-0.808092,0.133779,1
-0.452636,1.054631,0.529452,-0.069148,0.013795,1
0.135914,0.382153,0.794146,0.740598,0.042465,1
0.449922,-1.1622,0.742978,-0.584003,0.021391,1
0.163276,0.221667,-0.518706,0.082347,-0.047949,1
1.951538,-2.306478,0.044575,-0.103362,-0.054563,1
0.59702,-0.39394,-0.213705,0.372837,0.187883,2
-0.503249,1.144695,0.775534,0.347393,-0.052636,1
0.325871,-0.686946,0.979682,-1.010623,-0.064164,1
-0.212209,1.283423,0.005469,-0.841163,0.060421,1
-0.441228,1.341091,0.314153,0.033385,-0.016407,1
-0.311751,0.685722,0.7686,-0.163183,-0.036468,1
0.605716,-0.40187,0.364346,-0.543139,0.199982,1
0.680543,-0.489207,0.766944,-0.659,0.047243,1
0.352778,0.875412,-0.085203,1.194796,-0.020083,1
-0.055152,1.455515,-0.113589,0.286895,0.016303,1
-0.620614,1.440052,-0.37579,-2.089029,-0.126151,1
1.373067,-0.888472,-0.337914,0.421504,0.016089,1
1.197362,-0.870798,-0.253693,0.56661,-0.008799,1
0.121301,-1.349588,-0.430368,0.224282,-0.010086,1
0.825945,0.296657,-1.344295,0.347905,-0.082446,1
-0.040051,-0.049172,-0.051565,-1.774231,-0.098311,1
0.212225,-0.572801,0.866654,0.069381,-0.099137,1
0.669314,0.738627,-0.898608,0.856774,-0.102777,1
-0.157589,0.996617,-0.763484,-0.410642,0.057441,1
0.324486,-0.51061,0.877371,-0.682274,0.162604,1
-0.361183,-0.154796,-1.748731,0.214234,0.069744,1
0.372676,-0.152301,0.073486,0.234433,0.150918,2
0.014021,-0.221471,0.451302,-0.154921,0.039588,1
0.541391,-0.618007,-0.609378,-0.390811,0.251696,2
0.234234,-0.084478,1.084468,-0.019211,0.011615,1
-4.367599,-0.575334,0.557294,0.475158,0.647753,1
-0.131269,1.756718,0.100307,-0.492463,0.115514,1
-0.062889,1.254699,0.05079,0.747154,-0.00194,1
0.049338,0.344064,0.349896,-0.975879,-0.061365,1
0.21072,-0.193638,-0.617568,-0.35564,0.006416,1
0.44592,-0.841457,0.720149,-0.559542,-0.11684,1
0.654639,-0.11847,0.304228,1.055563,-0.105325,1
0.980855,-0.861074,0.052884,0.357029,-0.068001,1
-0.927128,0.978961,-2.598665,-0.715054,0.009959,1
-0.184398,1.770098,-0.691924,0.680596,-0.086148,1
0.597833,-0.493941,0.2708,0.343061,-0.057242,1
-0.529198,0.28,-1.045629,-0.764024,0.006668,1
0.57844,-0.448346,-0.332577,0.353383,-0.128654,1
-2.154459,1.382728,-3.782165,0.495605,0.12203,1
-0.262148,1.495638,0.200551,1.062635,-0.017212,1
-0.130923,-0.223814,-0.076897,0.438272,0.000549,1
1.504257,-0.914451,-0.555598,0.474945,-0.032783,1
0.325176,-0.089349,0.934592,-0.076762,0.003731,1
1.645508,-1.860008,-0.393158,-0.294606,-0.054203,1
0.988679,-0.513073,-0.212296,-0.225752,0.287413,2
-1.780829,-0.400792,-2.331057,-0.596244,0.272384,1
-0.625945,0.187522,0.760557,-0.865907,-0.146203,1
-1.2225,-0.369959,0.671005,1.381714,-0.079816,1
0.224861,3.003466,-3.139352,-0.899969,0.089106,1
0.642142,-0.283987,0.703808,0.205926,0.017177,1
0.734328,0.092924,0.382611,-0.073332,0.095178,1
1.412969,-0.720343,-0.403885,0.248738,-0.02704,1
-0.477907,1.395749,0.174845,-0.76362,-0.086408,1
-0.555184,1.725347,-0.039284,-1.450112,0.063408,1
-3.083133,-1.18812,-0.734376,-0.250638,0.330382,1
1.000594,-0.740543,0.036156,0.890995,-0.131819,1
0.561329,0.817006,-0.696417,1.297098,-0.037706,1
-1.3992,0.548632,-0.554288,-0.667957,-0.053699,1
-0.427065,-0.18212,0.090214,-0.578313,-0.112999,1
0.615171,-0.139187,0.599207,0.864671,-0.017984,1
-1.176933,1.896448,0.27673,-1.36702,-0.056653,1
0.569235,-0.4681,0.046125,0.220959,0.207421,2
2.22378,-1.451975,-1.141567,0.476917,-0.014119,1
0.432419,0.270435,-0.010085,1.001381,-0.112481,1
-0.180494,1.442647,0.080252,0.20374,-0.00463,1
-0.002924,-0.30906,1.161187,-0.426333,-0.021693,1
-0.501504,1.901955,-0.331759,-0.614841,0.001615,1
-0.381296,0.176334,-0.288477,-0.081858,0.188838,2
-2.059707,-0.777567,0.006297,0.703242,-0.246542,1
-0.035333,0.236089,0.488578,0.277213,-0.073185,1
0.504392,-0.74214,1.950465,-0.004286,0.079767,1
0.722806,-0.745856,-0.126263,-0.739322,-0.089903,1
0.737695,1.654426,-1.491943,-0.018532,0.109824,1
-0.451964,1.099189,1.285579,-0.709694,0.11623,1
-0.195805,1.152016,-0.792771,-0.38704,-0.02804,1
0.672558,0.244771,0.023854,0.258843,0.016763,1
1.620634,-0.145324,-1.439181,0.19266,0.228289,1
-1.459955,-0.940863,0.092601,1.167439,0.019015,1
0.64555,0.00877,-0.134806,-0.364529,0.026533,1
0.353664,-0.526926,1.049609,0.457594,-0.208841,1
-0.851989,-0.024379,0.374076,1.426092,-0.10795,1
0.31108,1.297602,-0.184862,0.923444,0.098738,1
-0.568786,0.229936,-0.640184,-0.20947,0.052179,1
0.226853,-0.44074,0.30149,0.605479,-0.03452,1
-0.15538,0.031023,1.77359,0.890107,-0.000602,1
0.408008,-1.412911,-0.834601,0.558275,-0.147897,1
-0.272485,-0.19503,1.084754,-1.295151,-0.022211,1
0.926713,-0.195098,0.047061,-0.318931,0.174285,1
0.177632,-0.76638,0.76691,-0.56475,-0.133446,1
-0.130293,1.047012,0.071587,0.56878,-0.028392,1
1.363711,-0.200973,-0.422883,0.630178,0.024843,1
-0.831342,0.945867,0.138644,-2.06087,-0.178556,1
0.274401,-0.029021,0.837616,0.226915,0.004786,1
0.867378,-0.785949,0.25751,-1.105813,0.090483,1
-0.747044,0.964431,1.224823,-0.538864,-0.032977,1
0.530961,0.996485,-0.816567,-0.662546,0.074704,1
0.74415,1.837142,-2.366214,0.425667,0.054527,1
-0.731622,1.18195,-1.962424,0.240812,-0.192799,1
-0.082491,-0.215147,1.461297,-0.329515,0.04132,1
-0.281782,0.910479,-0.261337,0.258488,0.072993,1
-0.083703,-0.921377,-0.117629,0.123183,-0.084257,1
-0.913031,0.994621,0.682481,-0.018576,-0.107054,1
0.582803,-0.269871,0.573123,0.293588,-0.042614,1
1.264985,-0.9542,0.019241,-0.518222,0.077088,1
0.381866,-0.323865,0.011719,-0.541331,-0.074645,1
1.315483,-0.673177,-0.780926,-0.094011,0.047705,1
-0.171247,0.898397,0.854408,0.214584,0.083341,1
-1.158179,-2.1069,-1.918256,-0.049105,-0.247434,1
-0.219397,0.759985,0.985887,-0.237312,0.039651,1
-0.155728,0.4733,0.232765,0.749017,-0.017784,1
0.620503,0.608646,-0.112241,0.758652,0.050911,1
0.996526,-0.654967,-0.135402,0.008725,0.007675,1
-2.21202,-0.984757,-1.328548,0.547806,0.031043,1
0.14766,1.014307,1.053929,2.030342,-0.021809,1
-0.719553,0.387766,0.424851,0.276553,0.091165,1
0.536158,-0.488774,0.818518,0.065018,-0.060365,1
0.096032,0.222435,0.723936,-0.985273,0.056807,1
1.11198,-0.899093,-0.184685,0.299313,-0.072288,1
-0.586496,-1.518721,-0.301133,-0.803889,-0.02743,1
2.067038,-1.089203,-1.347018,0.471616,-0.034896,1
-0.04912,0.255395,0.966084,1.78487,-0.059931,1
0.02218,1.503849,-0.559839,0.261485,-0.080304,1
1.849798,0.397588,-2.460442,0.385183,0.162047,1
-0.527966,1.007336,-0.334583,0.251163,-0.025277,1
-2.597461,-0.816246,-2.086109,0.133419,-0.611738,1
0.602114,-1.311852,1.315644,-0.911137,-0.042285,1
0.914223,0.762513,-0.812289,0.945872,0.042806,1
2.069585,-1.026912,-1.211149,0.548565,0.030467,1
-2.465694,0.384955,-3.723472,-0.178902,0.223529,1
-0.098549,-0.225222,0.943983,-0.012815,-0.024674,1
1.452191,-1.090513,-1.15207,0.854162,-0.082718,1
1.466649,-1.273835,-0.610092,0.131651,0.093783,1
-0.219224,0.297247,-0.039405,-1.739268,-0.081336,1
-2.370562,-1.450623,-1.736287,0.076158,0.242317,1
0.179195,-0.019737,0.828998,2.732321,-0.021069,1
0.032233,0.665407,0.386323,-0.457627,0.029454,1
0.719217,-0.837472,0.468486,0.483964,-0.075806,1
0.206141,0.078516,-0.252633,0.25465,0.161557,2
1.455285,-3.898907,1.31657,-1.552993,0.003946,1
0.370705,-0.358577,0.941518,-1.098929,0.088009,1
-0.742957,0.119657,0.664281,-1.337918,-0.207607,1
-0.340944,-0.085962,-0.144087,-1.073364,-0.072755,1
0.344493,-0.784268,1.007165,-0.711149,-0.069042,1
1.935517,-1.403396,-2.176891,0.730114,-0.155699,1
0.580664,-1.697091,1.619873,-0.424847,-0.10147,1
-0.076718,-0.078628,-0.143639,-1.884881,-0.120173,1
-0.301276,0.366118,2.089794,1.175866,0.072955,1
-0.806686,-0.413199,-0.317652,0.495658,0.046446,1
0.929525,-0.617184,-0.796266,0.333849,0.250479,2
-0.26889,-0.128096,2.286869,0.52328,-0.064314,1
0.550316,0.218595,-0.048548,-0.8016,0.023835,1
-0.191669,0.998411,0.146203,-1.225275,0.054016,1
-0.134065,1.076435,0.634045,0.689332,0.01151,1
-0.136527,-0.305195,0.368985,-0.449135,-0.034431,1
1.011855,-0.554268,-0.296233,0.822225,-0.032243,1
1.050222,-1.031742,0.45183,0.197166,0.047175,1
0.001786,-0.241302,0.705058,-0.402165,0.154496,2
-0.150193,0.524992,0.78105,0.830334,-0.156731,1
0.918679,-0.183037,-0.144871,0.854001,-0.014612,1
0.230636,0.525279,-0.100218,-0.69747,0.025136,1
0.222041,0.053489,1.25573,0.209068,0.007038,1
-0.161068,-0.877716,-1.339617,0.958233,-0.008254,1
-0.40179,0.860724,-0.026809,-0.185238,-0.047163,1
0.995107,-0.160572,-0.024571,1.174186,-0.003035,1
0.30098,-0.043899,1.000324,0.061162,-0.053504,1
-0.9089,2.50792,-0.928556,-1.904245,0.09806,1
-0.558491,-1.459035,-0.660989,-0.35423,-0.149262,1
0.377553,-0.220049,-0.132563,0.685841,0.312225,2
0.832624,-0.931289,0.295235,-0.002068,-0.003738,1
-0.022526,0.434388,0.69832,-0.372825,-0.011291,1
1.428553,-0.585928,-1.104037,0.766922,-0.048411,1
-0.173339,0.429224,0.522726,0.561033,-0.038558,1
-0.342174,-1.385344,1.407196,-0.957168,-0.063914,1
0.614944,0.615573,-0.975126,0.501551,0.008928,1
0.241637,1.228743,-0.875056,0.302813,-0.051386,1
1.604851,-0.900709,-0.626423,0.33799,0.010235,1
1.346833,-0.920545,-0.589103,0.613917,0.180525,2
0.217285,1.140527,-0.226182,0.912027,-0.121883,1
-0.538685,-0.408756,1.283088,-0.524603,0.126701,1
0.672116,0.365894,-0.741903,0.432112,-0.104232,1
0.727821,-0.302818,-0.410202,0.298985,0.232548,2
1.274042,-0.770069,-0.538968,0.510663,-0.051027,1
-1.579837,-0.589835,-0.109194,2.297077,-0.123961,1
0.653477,-0.013519,0.51092,-0.265658,0.004112,1
0.740955,-0.383602,0.172884,0.465179,-0.010791,1
-4.986534,2.771616,1.604115,5.552588,-0.235218,1
1.155409,-1.192923,0.21186,-0.263109,-0.043947,1
-0.456044,0.973367,0.382792,0.334909,-0.053693,1
-0.05352,0.650852,-0.355488,-1.102158,-0.032426,1
0.650818,0.71416,-1.015532,-0.066522,-0.091846,1
0.464407,-0.045273,-0.669002,-0.732923,-0.024773,1
1.306749,-0.902511,-0.146476,0.61026,-0.037085,1
0.664218,0.680841,-0.797888,-0.126728,0.011961,1
0.581057,-2.409214,-0.734873,0.184768,0.076275,1
-0.52716,0.886149,-0.133897,-1.122518,-0.135459,1
0.372271,0.025604,0.510315,-0.819745,0.01328,1
-0.334009,1.573216,-0.556632,-1.515298,-0.083653,1
-3.313306,0.227061,-0.296541,2.633149,-0.882941,1
0.424561,0.61749,-0.141864,0.92801,-0.004885,1
1.117156,0.018313,-0.876832,0.410034,-0.033322,1
1.272047,-0.557503,0.15069,-0.476436,0.013943,1
-1.190561,0.859679,-0.031459,-0.812912,-0.140737,1
0.026619,-0.045062,1.289856,0.215489,-0.001488,1
-0.716954,1.660341,0.611993,0.70109,-0.052714,1
-0.414404,1.225864,0.132906,-0.88506,0.020416,1
-0.322329,1.779106,0.272536,1.655809,-0.100582,1
-0.042347,1.052419,0.233522,0.687888,-0.03167,1
-1.805543,0.462699,-0.273297,0.330618,0.046958,1
0.394344,-1.01223,0.52543,0.057083,0.012891,1
1.560071,-1.038099,-0.831811,0.526445,-0.059504,1
-0.477936,0.16459,0.722537,-0.171446,-0.048216,1
1.816821,-0.983842,-1.036723,0.606428,-0.033351,1
0.34395,0.712319,-0.283264,0.39786,-0.001605,1
0.09585,0.061048,0.818111,-0.494915,-0.073066,1
-0.2731,1.702983,0.147058,0.312693,0.008641,1
