@relation 'R_data_frame-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@attribute V3 numeric
@attribute V2 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute Class {1,2}

@data
94.8193,212.747,523.0602,28.8933,1
118.422,210.3058,462.5688,21.6096,2
73.9075,177.6882,196.1648,10.7291,1
96.7627,211.5254,508.5254,23.2101,1
91.4118,204.0588,571.8824,24.0267,1
220.5714,384,391.7143,71.4051,1
98.4842,215.1526,675.9158,28.5065,1
98.98,216.56,306.18,22.9466,1
122.8889,265.4603,773.873,16.8916,1
96.4583,211.75,557.5,21.4664,1
115.087,245.0652,680.6087,16.4968,1
86,195.4375,492.5625,25.6855,1
88.4565,208.413,460.8261,17.491,1
120.375,248.6562,669.125,27.5054,1
92.6667,174,217.7778,14.0554,2
86.963,195.5926,422,18.4391,1
97.3929,212.4643,515.5,30.3111,1
106.5,223.5,466,22.5349,1
88.2727,212.5455,546.6364,13.2272,1
98.6923,211.7253,407.2857,27.3477,1
89.681,181.4224,243.5345,15.0075,1
96,218.4375,638,22.3116,1
122.25,250.5,706,13.8649,1
124.0448,251.5821,707.791,25.2414,1
94.4528,206.434,452.7547,26.1765,1
115.0952,244.5714,656.1905,39.1135,1
89.9,199.9,476.1,10.3097,1
97.4286,218.0952,595.8571,40.781,1
91.2041,212.6122,650.6122,18.7559,1
95.4848,214.4545,415.3333,11.8854,1
106,222,608,11.2854,1
367,543,396,156.5084,1
70.88,159.2,224.44,16.6997,1
78.8421,189.1579,366.5789,22.9539,1
121.7778,257.0278,756.3611,18.7253,1
93.8864,208.7273,495.7955,40.3239,1
100.0571,214.3257,595.5429,32.93,1
86.625,208,458.25,23.3345,1
76,173.8235,208.1176,9.541,1
231.5,356.5,359,26.1295,1
95.3333,212.5556,523.2063,41.2362,1
112.25,222.4167,565.25,37.9404,1
85.3383,191.9502,333.3234,31.3025,1
126.082,267.2623,905.6066,16.5806,1
141.45,261.725,722.875,17.8843,1
84,202.3,458.1,12.4258,1
101.5,217.2692,733.6538,21.4004,1
98.0741,212.037,512.8148,33.5949,1
191,324,345,16.2745,1
84,203,452,24.2762,1
127.6171,241.84,435.3086,28.1395,1
105,227,697,38.5819,1
110.72,244.44,522.64,41.0628,1
82.4878,187.6341,345.2073,16.5439,1
115.0926,215.1481,573.2778,15.592,2
100.2727,211.6136,580.5909,21.9507,1
117.2803,249.1088,647.6548,30.4503,1
111.5556,248,725.2222,26.2288,1
84.5273,193.8727,462.3273,29.3602,1
111.8235,227.0588,467.7647,22.6424,1
122.2356,222.8796,567.8586,21.2399,2
101.9091,221.7753,621.9369,32.6205,1
101.5714,216.3333,551.4762,23.0938,1
90.5789,206.4737,539.2632,22.6578,1
88.8,201.3,492,15.6656,1
59.1429,193.7143,474.2857,31.2825,1
102.1594,222.0474,595.4801,32.5359,1
99.3636,218.3636,627.4545,30.9464,1
111.3913,228.2754,544.942,23.7747,1
83.5072,188.6377,387.3043,23.7962,1
83.2,190.8,354.8,8.704,1
118.9434,231.434,392.5283,17.2075,1
89.4937,202.557,424.5063,24.2605,1
212.0115,287.6207,353.3333,25.8817,1
93.4643,215.8929,645.6786,31.5968,1
88.3462,194.8077,340.6923,24.3171,1
119.3559,200.7288,389.3898,17.6638,2
106,222,559.0625,47.0751,1
351.3684,499.3158,574.3684,42.3087,1
101.4118,229.4902,761.8431,16.9282,1
92.2895,209.0789,485.6053,33.4775,1
114.3333,240.7143,632.381,19.3472,1
77.8,178.1,404.55,17.0478,1
82.8571,186.7143,467.5714,27.1022,1
94.7091,202.6182,388.0182,27.4927,1
112.88,237.04,627.32,23.5592,1
102.9206,220.4921,546.5238,20.5167,1
107.2727,231.2727,649.4545,22.5729,1
79.5,189.7286,392.8429,30.2737,1
98.4074,219.963,634.5556,21.6002,1
278,428.0476,518,118.8571,1
147.7353,254.1471,462.7059,26.501,1
120.5476,246.881,599.4048,19.7496,1
134.3469,256.2041,559.8163,20.2366,1
89.3158,202.7368,495,22.799,1
94.1905,211.5714,626.0952,19.4199,1
105,228.5,594.75,23.3476,1
153.6176,244.4902,351.8431,16.1104,1
117.8125,258.3125,856.5,17.5602,1
73.4118,160.0294,279,12.243,2
123,276,923,20.653,1
104.2656,233.9531,582.3906,19.9222,1
375.3333,486.6667,582,10.7083,1
142.1951,230.561,473.7073,24.5219,2
86.1176,197,441.7059,31.6542,1
96,209.3333,571.7778,22.1154,1
91.1739,205.6957,481.087,17.804,1
186.8,283.2,276.6,23.0959,1
117.1783,238.907,643.4031,24.3901,1
97.9189,222.8649,652.2973,24.1153,1
91.457,202.5376,418.2258,30.3806,1
97.1961,216.549,644.8431,39.3978,1
89.3103,204.6552,493.3448,31.493,1
120.1532,248.75,816.371,25.0546,1
98.7333,209.6,474.4,16.3122,1
179.0135,283.2297,397.6554,11.5468,1
68.1429,172,239.1429,8.7052,1
103.8421,226.5263,618.8421,28.9505,1
105.2222,228.1111,632.2222,25.6948,1
121.9,239.9,610.3333,25.9551,1
127.5652,268.6232,855.5362,22.4993,1
127.1579,249.4737,635.4737,14.2247,1
228,336.8,443.4667,12.6384,1
80.4828,197.3793,334.6897,22.9643,1
131.566,252.5283,582.4906,18.2563,1
95.8,203.7333,531.8667,53.5968,1
104.2222,222.2222,714.6667,30.7607,1
93.648,206.648,441.536,30.6465,1
88,204,449,10.1972,1
205.2609,314.8261,336.7391,25.1096,1
115.8,252.8,801.4,14.5482,1
115.75,250.3654,912.8077,23.2059,1
102.1724,206.6552,524.8966,23.6389,1
95.4194,208.6452,490.1935,34.6972,1
78.3372,182.6163,217.4302,15.6044,1
117.8,229.725,537.75,24.2808,1
132.72,216.76,567.72,29.5187,2
80.1905,192.9524,396.5595,24.3668,1
97.25,215.9167,690.8333,18.1881,1
114.831,245.9014,656.7183,31.2802,1
170.25,273.75,369.5,21.4006,1
108,223,719.7778,24.9649,1
107.3846,228.0769,551.3462,38.5277,1
112.2609,247.7391,801.7174,22.1406,1
91.0625,216.5,589.125,11.4794,1
100.6087,212.8261,584.3478,33.8082,1
89.5,198.9286,578.5,12.7151,1
161.3162,257.8974,439.4957,17.1819,1
80.3846,190.7692,343.6154,39.3876,1
115.4828,246.0517,622.2931,20.7391,1
102.2593,219.6296,507.6296,27.4102,1
75,183.9194,315.1613,25.092,1
94.925,215.8,456.05,16.8468,1
80.6667,183.3333,390.7778,20.0838,1
129,277,965,4.657,1
87.8636,196.5818,386.2909,33.0601,1
83.25,199.75,414.75,12.4373,1
128.3793,241.8966,477.5862,15.7482,1
79.8293,186.0976,397.439,24.767,1
93.8,218.6,533.2,36.5484,1
112.7143,237.8571,828.1429,19.5573,1
179.5556,289.3333,431.4444,19.6129,1
99,214.9167,599.875,23.3417,1
98,205.6667,528.6667,4.9216,1
106.04,233.72,669.76,22.3297,1
166.3636,273.8909,398.4364,31.3992,1
87.7778,200.4444,441.3889,23.0239,1
101,228.6667,562.6667,47.625,1
96.3571,214.2857,582,21.0747,1
116.0263,244.5526,709.4211,23.7453,1
289.1,377.3,386,14.8472,1
111.45,211.45,598.5,31.4721,2
83.9,193.7,323.2727,10.846,1
97.5,225.5,669.8333,17.661,1
81,191.5,449.8333,16.8101,1
79.4821,183.1964,440.2679,13.2611,1
116.9924,205.5573,380.0458,16.2438,2
113.4062,244.5234,728.4375,12.2958,1
123.5,270,779,17.3781,1
99.3571,214.8571,581.5,31.9115,1
102.3704,219.5556,611.037,18.7233,1
118.85,243.65,526.4,34.5078,1
83.6,197,375,15.6154,1
114.087,252.4783,792.2609,14.3757,1
97.7368,234.3158,569.8421,31.8666,1
98.6452,211.2903,453.4032,13.299,1
150.5274,249.5677,386.9971,27.3062,1
88,202.5,510,30.1894,1
69.6769,169.7077,223.0154,21.034,1
124.2727,239.7576,549.5455,24.4202,1
89.3478,199.1304,512.3043,38.2898,1
94.5,208.2857,438.0714,8.362,1
104,200.5,328.25,14.7521,2
95.129,210.3548,637.2581,29.6702,1
116.5094,201.3585,372.1321,23.9291,2
76.15,182.725,334.8,17.8373,1
101.75,219,522.25,14.6709,1
119,254,737,30.9627,1
93.2093,210.907,580.6047,20.242,1
81.16,181.2133,294.76,17.6018,1
99.5405,216.8108,692.4324,27.6618,1
133.4412,276,718.5294,17.0985,1
92.0435,190.2609,576.3043,20.3422,1
92.3708,203.8876,372.5955,23.5271,1
113.9726,237.4932,570.8767,21.003,1
104.7812,224,686.4062,19.5423,1
129.0769,235.7692,433.1538,25.1859,1
193.703,294.901,395.2079,18.0284,1
117.1723,253.2605,775.1723,7.0166,1
98.8182,222.3939,635.1515,32.1293,1
137.2857,225.7143,622.2857,19.9971,2
107,226.3333,568,28.8714,1
94.5205,210.1781,408.0274,24.7783,1
119.1977,265.8953,877.7442,13.493,1
94.5714,213.4286,578.8571,14.7011,1
123.4839,273.6129,1005.5161,14.6215,1
114.8293,233.3415,430.5366,14.7032,1
127.1111,245.9333,562.1778,14.6745,1
93,224.3333,658.5833,14.5707,1
112.8056,226.3889,461.3056,36.9658,1
112.8987,227.9747,476.7342,19.6254,1
232.4561,345.0702,358.4386,24.0463,1
107.0769,227.5128,455.1282,16.7866,1
100.6842,220.8947,560.6316,20.7678,1
88.8667,209.4,551.9333,22.9483,1
119.3667,211.4667,530.8333,12.2122,2
396,559.6,609.8,23.1741,1
105.2609,221.1739,584.5652,59.0607,1
118.2222,227.1111,418.7778,50.4353,1
107.4696,229.2873,682.2597,36.6411,1
123.5652,261.7391,785.6087,24.0373,1
90,200.3333,631,22.215,1
89.7639,183.4167,240.2639,11.2987,2
107.5,221.5714,510.0714,20.4282,1
95.1429,213.2857,557,22.6791,1
105.53,231.15,704.05,31.8962,1
97.5556,221.1111,538.2222,31.2481,1
144.0741,224.3148,465.0556,21.0728,2
154.8261,244.9565,389.8696,28.6703,1
117.5833,234,677.875,33.1185,1
76.9986,180.0691,283.7024,20.258,1
114.9615,225,586.8462,26.1207,1
737.449,955.7143,774.1429,20.8985,1
89.9623,209.6226,588.434,23.3422,1
92.6429,191.4048,295.1429,27.0685,1
183.5238,258.7619,325.5238,36.7959,1
86.9615,200.5769,431.0385,19.2872,1
101,222,697,51.7958,1
102.75,199.75,566.75,36.8593,2
90.4615,203.0769,431.3077,20.1653,1
103.0769,224.5385,658.6923,14.439,1
91.878,202.8049,547.1951,36.2636,1
96.6429,213.8333,488.4524,18.8786,1
295.3333,465.3438,499.25,38.763,1
125.0952,235.7619,630.1429,19.4462,1
101.25,232.75,636.75,19.7025,1
85.1053,200.5789,450.7368,16.1214,1
100.4028,222.1528,617.9167,29.3898,1
102.1034,214.2414,638.1034,24.8264,1
113.9649,237.3333,775.1404,24.881,1
95.3221,200.274,364.0288,34.2594,1
69.7386,172.4379,144.8758,5.7724,1
102.5714,216.2857,537.1429,20.7798,1
91.7917,199.1667,444.5833,21.5551,1
95.5357,201.3929,485.8929,20.6374,1
261.6739,462.8043,397.6522,18.985,1
91.3611,190.3611,289.1944,19.9353,1
323.688,360.976,784.584,60.3408,1
112,229.6667,729.4762,29.9311,1
108.6847,233.4144,789.2072,24.1447,1
114.5455,246,727.4545,15.9705,1
77.8718,185.4615,382.1026,19.384,1
76.9412,175.0882,244.0294,9.2426,1
102,230.5,774.8571,17.6488,1
106.5833,195.0556,303.7222,24.0916,2
116.4146,242.3049,587.7439,24.5607,1
95.1619,204.7143,495.9714,26.3343,1
102.4697,222.6364,708.9394,30.5252,1
94.875,214.125,625.5,14.8739,1
264.5319,329.766,592.8936,47.2906,1
267.5417,330.125,723.8958,59.422,1
154.6119,267.5522,338.4925,21.7726,1
92.8333,206.3929,356.6667,20.1228,1
115.5,252.8125,884.6875,16.0098,1
105.48,237.68,693.96,32.5063,1
85.3429,197.7429,449.3714,24.4909,1
102.0536,223.8214,520.8036,31.7265,1
98,220,466,22.2461,1
91.6574,203.8725,398.0916,25.8101,1
154.55,261.35,339.95,31.7058,1
103.3333,226.3333,655.6667,20.7043,1
95.6087,215.6087,776.5435,33.2226,1
92.6,207.4,447.7,30.7773,1
117.4118,243.7059,546.9216,17.2301,1
127.9474,212.5789,546.3158,18.9812,2
99.04,211.12,405.46,19.3089,1
93.7917,213.125,561.125,42.9498,1
113.8587,240.5652,632.2391,23.4048,1
111.1176,214.4706,503.1471,19.518,1
511.6809,536.3617,761.8511,78.3236,1
122.6176,233.7353,391.6765,35.388,1
107.1064,235.8936,757.2128,19.6016,1
116.0471,233.4235,562.4353,22.9733,1
76.8472,178.9444,285.0139,13.0212,1
87.9796,195.7551,401.2143,21.7021,1
133.4717,234.8113,548.717,22.5447,1
139.6527,254.3054,458.8563,14.7732,1
102.6522,224.087,637.913,32.421,1
119.407,242.7442,556.7093,23.4018,1
100.1954,218.6552,475.1839,25.0936,1
109.6966,240.4944,846.6966,32.69,1
110.92,237.3933,481.8333,22.7379,1
162.0915,267.2394,339.5845,27.9753,1
146.125,239.875,289.0417,37.3125,1
166.0202,256.9343,435.6869,13.4086,1
100.4884,223.093,626.093,23.9984,1
116.9474,257.4737,687.6316,11.6102,1
90.3846,202.0385,477.3462,36.943,1
102.5306,231.9388,688.1429,30.8327,1
98.7831,198.1928,430,40.8452,1
106.3158,230.5,724.9211,24.2513,1
79.2308,198.9231,344.3846,24.7204,1
114,248,876,26.9815,1
95.5,200,518,22,1
92.0476,225.6667,623.8095,19.8708,1
120.1505,248.3011,688.1398,22.9133,1
105.3784,226.0811,704.1622,27.499,1
116,240.9022,576.5,27.9726,1
76.5882,185.5294,293.4118,18.6546,1
174.4479,287.3854,332.1562,18.3263,1
95.4286,219.4571,512.4429,27.0039,1
108.6957,238.913,777.6957,21.1931,1
137.5862,249.4138,601.8621,26.9026,1
94.125,196.75,481,18.3898,1
136.2857,257.7143,575.1429,27.4405,1
84.0581,195.2093,399.8488,31.9547,1
181.2239,289.3433,361.0896,12.0399,1
94.9286,217.9286,739.2143,34.505,1
146.207,256.6836,441.3789,22.9915,1
96.8913,202.3174,454.6826,26.0013,1
128.5,251.6,490.8,17.9078,1
258.1667,369,472.6667,33.272,1
94.6909,211.9045,516.0909,48.0214,1
90.75,208.45,607.15,43.5241,1
158,269.6667,348.6333,15.4072,1
98.7143,214.1429,394.8571,12.6459,1
105.9394,238.0606,730.697,28.7838,1
129.3333,246.3333,487.3333,18.6037,1
98.6429,206.1786,527.8214,18.5454,1
287.1489,385.2128,423.4894,34.2285,1
99.6316,212.6316,623,26.2404,1
120.42,232.9,503.36,26.7569,1
79.7708,191.9167,353.9167,18.0923,1
112.0789,237.2019,570.6372,30.3518,1
98.5692,215.4615,508.0615,19.5224,1
116.4722,226.8444,432.1667,34.9137,1
101.0909,217.9091,653.6364,44.6359,1
104.6337,198.3366,362.6238,17.361,2
103.6154,225.2308,668.9615,13.9063,1
487.8407,492.708,777.2389,25.0894,1
115,248,814,24.8131,1
101.2642,238.2264,643.8868,29.5526,1
152.7273,260.6818,479.5455,24.9901,1
504.375,522.125,772.375,93.9761,1
94.3433,210.9552,459.6119,28.0872,1
81.4103,197.7179,535.8718,25.7293,1
115.5294,226.7941,323.3824,23.5091,1
92.6,215.2667,395.3333,34.0098,1
94.6875,211.125,508.1875,14.8571,1
93.9231,208.3077,493.0769,24.7094,1
118.7143,249.9524,576.4762,17.8448,1
183.7609,301.4348,527.8696,14.5341,1
86.6765,192.5,401.7647,20.6176,1
107,218,732,10.963,1
102.4,218.4667,571.5333,27.5168,1
92.6286,203.6857,460.3714,28.604,1
85.8182,201,579,18.8774,1
398.4286,534.8095,605.9524,27.3118,1
103.9508,232.377,754.6393,36.0209,1
107.6818,236.4091,796.2273,28.9716,1
91.0769,206.8077,499.1731,34.3202,1
82.5818,186.9273,337,31.549,1
90.0808,203.5556,378.6162,18.2418,1
124.9615,249.9231,650.6346,20.0551,1
101.7692,220.7692,686.5385,27.0629,1
91.45,214.025,603.05,29.3922,1
68.0269,160.0108,174.1022,8.571,1
94,211.2727,623.9545,26.8555,1
83.0714,196.2857,385,25.2667,1
96.7097,210.5161,529.4839,21.5724,1
113.1,240.5,753.25,14.9486,1
115.2241,240.4655,736.9569,29.8833,1
182.4966,299.3691,513.7718,23.4693,1
102.1111,223,623.1111,22.1566,1
85.4737,182.8421,350.1579,20.4525,1
78.5,177,406.4412,16.3119,1
91.6667,218.7778,527.6667,21.2085,1
137.5231,232.1538,545.7231,24.5308,2
93,197.4091,522.7727,25.511,1
103.875,230.0625,543.8125,26.5647,1
94.3,211.55,409.675,30.1743,1
77.5238,179.0635,336.2222,16.2965,1
97.2143,218,603.1786,24.3699,1
88.4242,205.1818,515.0303,26.2055,1
103.0833,226.875,725,28.5287,1
88.4286,201.8929,471.9286,21.0737,1
105.8235,261.6471,870.7059,18.6137,1
194.8571,304.7857,444.0714,18.9086,1
92.6667,203.4667,476.4,21.9687,1
96.7308,215.8077,620.0128,29.1688,1
86.7941,194.0882,483.0588,24.3577,1
273.5714,362.3,610.9071,37.7343,1
99.1667,200.3333,486.1667,26.0235,1
112.1818,242.8182,762,35.862,1
131.4103,255.0769,659.641,22.8061,1
103,221.4444,764,24.1175,1
130.3731,238.5026,391.6373,40.862,1
101.4375,233.25,699.625,17.0375,1
242.4839,330.0968,546.8065,21.0132,1
230.6667,323,400.6667,39.2287,1
96.0213,212.8298,512.5319,31.4314,1
97.2558,216.8605,522.814,44.1814,1
83.5,193.4,417.5,13.878,1
100,221.4,613.8,14.3931,1
105.44,225.0133,501.6133,19.3241,1
100.8684,219.3947,457.5526,30.719,1
92.1875,207.9375,421.1875,15.4874,1
110.24,240.08,678.64,22.0104,1
132.1538,267.5897,612.7949,28.8013,1
121.2558,236.3488,518.3256,20.971,1
102.9064,220.6316,670.0526,30.6825,1
87.1429,202.2857,336.7143,18.5828,1
91.6512,190.4419,188.093,19.0217,1
134.9438,283.6629,212.9551,39.2921,1
96.375,208.25,711.75,17.2006,1
103.55,195.425,450.375,18.6836,2
92.1273,212.2545,478.2727,30.4506,1
113,233,785,12.8525,1
115.9398,250.7639,718.9081,9.6276,1
83.6228,187.2332,152.5649,10.3118,1
95.8,211.36,620.32,20.3566,1
84.4167,198.4167,391.5,18.2277,1
97.703,216.1485,685.2376,36.9922,1
73.4889,182.0667,340.1889,16.9516,1
107.8,215.1875,310.1125,26.587,1
117,210.8333,661.6667,19.3626,2
115.9333,243.1889,657.7667,20.3973,1
82.2,189.2,418.1,34.4977,1
119.85,250.9333,793.5167,19.2877,1
100.7857,217.3214,472.3571,16.5561,1
129.4074,262.7778,737.2963,26.682,1
97.2857,215.7143,532.2286,30.0747,1
160.1667,280.5,456.1667,36.5957,1
83.375,209,453.75,36.5718,1
93.5435,193.4565,467.5435,25.1669,1
108,221,622,19.3956,1
107.4138,236.5517,658.9655,16.7955,1
86.1875,197.1875,608.4375,20.6576,1
156.7778,284.5,505.7778,16.446,1
93.0669,209.2609,646.3244,29.7857,1
99,214.3333,662.6667,12.4421,1
83,192.7647,316.8824,17.1791,1
78.4545,170.3636,400,10.8323,2
91.9412,213.0588,380.4118,31.2382,1
84.4375,167.4375,196.9375,10.5177,2
207.5862,316.8276,380.0345,38.4223,1
105,222,662,0,1
98.5,225.1667,643.7083,25.0432,1
98,222.2308,660.9231,61.7974,1
109.3478,228.4783,747,20.2026,1
86.9375,195.0625,351,17.5151,1
103.4706,229.8235,730.2941,22.9247,1
94.75,226.25,611.25,28.9026,1
91.1912,207.3088,540.8676,38.5862,1
210.8182,297.9091,353.7273,31.1676,1
140.4039,248.4476,424.6223,15.0201,1
115.5312,245.3646,619.0833,17.6863,1
78.1832,183.8261,198.6056,10.5796,1
77.0465,180.6337,270.4651,11.8574,1
79.25,190.75,276.5,21.9523,1
101,226,593,31.7452,1
111.2931,232.7155,651.2586,26.1062,1
120.1765,236.0784,403.1176,15.6142,1
95.5806,212.871,644.8065,35.8427,1
99.2,223.8,649.25,14.5254,1
100.4,217,635,21.3317,1
95.0804,212.1696,620.8571,30.8522,1
94.3014,211.5068,462.3014,24.0154,1
87.2344,199.7812,336.0312,31.0786,1
94.5,208.5,474.3889,23.1274,1
100.8571,224.5714,664.1429,22.712,1
92.7083,209.1875,471.3333,23.2905,1
92.6567,211.1045,638.5075,24.0589,1
78.8571,185.5952,299.0714,13.8617,1
466.3913,486.3261,765.2826,31.1991,1
130.3846,241.2308,517.9231,31.782,1
138.8846,226.6154,470.9231,23.9651,2
91.75,207.3125,443.75,10.3494,1
101.2299,202.8851,242.7931,21.7631,1
107.5833,238.9167,741.2708,20.8411,1
114.6667,216,474.3333,20.0437,1
97.5667,208.9667,756.7667,24.6616,1
113.4062,228.6875,451.5625,25.1501,1
97.7794,215,458.4853,26.9457,1
122.9851,255.0896,768.194,17.3842,1
103.5,232.5,510,22.6526,1
83.5556,201.2222,467.6667,33.4269,1
112.1111,241.7778,620.1852,31.6579,1
99.5034,212.6966,507.8621,26.1247,1
196,370,529,54.0573,1
76.75,179.8125,251.75,10.693,1
211.25,315.875,426.625,25.1595,1
80,184.3906,323.8281,18.152,1
92.6923,214.6154,390.5385,17.3495,1
132.1111,249.3333,575.6111,16.5243,1
93.6727,176.9091,220.8,20.8188,2
79.7193,184.4035,356.8421,15.5242,1
82.4857,188.8143,214.2857,12.0059,1
90.3,210.95,559.45,31.3711,1
117.9868,246.2895,768.3026,24.1716,1
96.7273,208.6,454.0727,21.0979,1
94.6418,200.3134,313.597,30.0563,1
97.4419,214.4186,730.814,26.1427,1
85.5385,187,340.1538,20.9389,1
91.1739,197.5652,475.3043,17.233,1
128.3571,243.9643,466.3214,19.6191,1
97.0909,219.1818,594.8182,9.4125,1
91,215.6364,572.4545,40.3931,1
80.3462,187.8462,415.4615,17.5149,1
138.1852,258.8148,485.8519,21.8744,1
91.3647,208.3882,421.7412,21.8352,1
82.8421,196.9474,304.1053,14.0385,1
112.3913,241.7826,581.4783,27.1401,1
173.3333,288.75,360.25,12.8935,1
83.8,186.8,351,15.8879,1
91.1667,209.6667,495.6667,35.7028,1
93.1389,212,470.25,32.3625,1
113.4737,242.2237,602.1579,21.8131,1
114.8,239.1478,675.6696,33.4691,1
77.2896,182.6561,250.8416,15.0726,1
106.5417,221.0833,507,13.8892,1
94.2692,218.1154,531.6923,28.0864,1
118.713,245.2722,642.2189,35.4537,1
131.1918,240.4795,463.1781,25.0761,1
88.5,203.1,420.5,39.2261,1
113.8571,262.8571,762.8571,46.1921,1
84.4494,195.2135,329.8764,19.9801,1
97.1667,218.8333,715.6667,27.1273,1
125.2606,265.4859,885.0211,18.1413,1
108.6692,230.4737,470.8496,23.3246,1
94.5,209.1,562.6667,25.5222,1
87.7059,201.2941,617.9412,29.7455,1
115.9333,257.2,822.0333,42.984,1
113.5676,214.0811,573.0541,25.0188,2
77.6842,180,266.3947,16.6841,1
76.5614,182.8421,336.8772,24.5886,1
100.7895,236,726.4211,17.1566,1
159.2,258,425.6,21.7752,1
97.4819,212.747,575.012,32.4726,1
94.175,208.2,424.975,24.9695,1
141.65,245.35,516.15,42.708,1
100.1579,219.1579,416,20.4692,1
98.3846,212.2308,595.6923,34.9876,1
103.6667,212.6667,288.8889,34.4495,1
99.2887,224.8351,675.8866,8.52,1
73.8158,178.5,347.2895,18.8365,1
103.4722,220.3333,588.3611,25.0915,1
83.5082,186.4918,387.082,16.8616,1
90.5,206.3,513.8,24.4747,1
72.1579,173.0877,230.3684,10.4994,1
132.9833,236.7833,660.8,21.0271,2
84,195,290.5,7.6964,1
104.5763,229.9492,591.1186,46.4253,1
161.6452,261.2903,405.1613,12.1484,1
103.1786,222.7143,811.2321,31.3263,1
99.2857,212.4286,652.7143,51.9662,1
90.25,209.75,477.25,33.8062,1
108.5918,215.0816,553.4286,29.0803,1
95.3636,222.9091,660.2,29.4807,1
125.6842,258.6316,770.2105,13.8087,1
147.3784,266.4865,486.527,16.7116,1
76.1667,189.25,230.1111,10.9583,1
102.7941,227.9706,763,27.4505,1
121.2,236.9333,491.6,21.315,1
100.6,213.2,492,18.1652,1
100.3879,220.9039,577.8327,35.4343,1
90.25,205.1389,472.6111,22.2346,1
91,211,342.25,15.5612,1
98,216,541,7.5865,1
150.2576,250.9697,466.2273,30.5771,1
102.3415,230.4146,727.2927,27.2585,1
96.9211,217.6316,562.0263,24.9576,1
73.3125,175.9375,285.375,15.6245,1
133.4054,260.0811,661.5946,33.4586,1
118.5455,253.0364,794.9273,27.2098,1
118.449,216.7551,584.4694,22.5593,2
193.7912,275.3663,359.7326,19.0444,1
100,222.4872,581.2821,34.0735,1
95.2105,213.6842,756.3684,10.7276,1
116.75,230,671,21.5697,1
75.0139,180.4028,270.4583,14.0207,1
370.0049,447.3268,550.5902,49.091,1
94.012,208.1446,415.747,19.1059,1
125.0909,257.8182,678.75,23.3843,1
104.5789,213.6316,604.6316,16.654,1
89.05,202.4,490.5,36.1648,1
67.4454,169.131,174.4891,9.037,1
117.5833,230.8333,475.0833,38.9665,1
95.2,213.4,562.2,12.8087,1
77.3831,178.7208,243.8766,25.9186,1
199.3956,304.7363,435.0989,24.2091,1
100.52,217,593.36,18.4586,1
81.2212,184.7212,373.3077,19.0615,1
122.6667,246.6667,791,20.3361,1
116.4124,240.866,639.4948,41.1387,1
81.4776,187.2537,300.7015,16.1796,1
110.2667,242.4,785.1333,25.6901,1
113.9284,239.1761,643.4358,23.1271,1
86.1935,195.0968,413.5806,22.5308,1
87.5684,203.0737,511.9789,22.3143,1
88.0714,201.2143,568.2143,22.3229,1
87.8919,203.7297,521.5676,39.0847,1
99.6322,214.2529,683.1724,32.9546,1
96.2258,220.1613,510.7742,22.6365,1
98.6923,212.5231,384.0923,21.4047,1
102.55,223.9,691,34.4852,1
111.5455,244.3636,866.3636,32.3274,1
107.3846,231.1538,666.9231,23.956,1
116.875,247.25,713.125,27.636,1
129.5,268.3333,950.6667,6.3289,1
105.2083,199.75,453.3333,16.1851,2
80.9714,191.5143,387.6,24.1197,1
86.2222,196.4444,387.5556,15.5047,1
140.7669,243.6433,185.0854,8.5717,1
93.1818,214.0909,666.4545,28.6898,1
73,185,267.5,9.5947,1
85.45,195.15,401.6,26.5597,1
91,209,216.8,20.217,1
130.5956,271.5689,847.7289,27.9001,1
105.5357,226.4643,862.2857,26.5874,1
111.4,201.4,444.6,16.5536,2
82.95,191.8,421.375,23.1894,1
121.8039,256.6765,676.4118,21.0616,1
109.8571,195.6857,411.2286,14.165,2
100.6667,220.6111,480.6667,16.7538,1
135.9412,263.8235,666.7059,22.8737,1
101.678,223.8983,711.1186,22.4125,1
110.0274,228.5342,556.2603,26.8761,1
93.4,208,526.2,23.447,1
91.7273,205.1818,457.1818,15.6485,1
99.8384,226.4848,692.4343,30.1911,1
146.2,221.3714,497.6571,15.1894,2
95.2727,199.1818,520.6364,12.1866,1
109.7073,230.0732,670.5,31.5263,1
96.72,207.68,535.44,35.6539,1
110.6452,224.6452,546.129,19.4188,1
110.3494,228.0602,482.6386,22.2284,1
77.3333,186.6667,292,11.0632,1
110.6939,204.1224,418.2449,23.1253,2
104.3846,229.5385,655.0769,36.6843,1
100.4737,226.9474,647.5789,19.2151,1
104.4667,223.6,714,22.2615,1
105.625,228.375,661.5,31.8745,1
105.5138,230.0826,667.0826,30.6716,1
103.6429,202.7857,559.9286,19.2223,1
90.6923,204.8077,593.5385,20.1882,1
87.8333,200.3519,440.7222,34.8468,1
95.2632,212.1053,591.7895,30.481,1
113.8667,256.2667,838.8,11.9398,1
83.1077,188,332.1385,18.9092,1
87.6129,194.5484,332.5484,21.1577,1
140,248.5556,366.8333,19.4344,1
91.8261,207.6087,363.3913,17.6189,1
114.5045,247.6577,702.8559,10.1613,1
103.1646,227.0886,538.6962,27.7776,1
84.0938,202.125,384.7188,26.0266,1
