@relation R_data_frame_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A6-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Class {1,2}

@data
-2.172269,-1.172436,-0.360018,0.231437,-0.869112,1
-1.735824,-0.942084,-0.301133,0.148882,-0.731671,1
-0.835887,-0.463052,-0.143324,0.082764,-0.340869,1
-0.997063,-0.527733,-0.165074,0.112441,-0.415479,1
-0.581472,-0.331227,-0.124519,0.060868,-0.234734,1
-0.656761,-0.363531,-0.132262,0.064944,-0.263743,1
-1.225239,-0.668857,-0.229618,0.129522,-0.502043,1
-1.788876,-0.946999,-0.303461,0.189715,-0.739469,1
-1.472991,-0.776606,-0.242428,0.153652,-0.605108,1
-0.870185,-0.482889,-0.153042,0.094906,-0.35461,1
-2.02225,-1.073142,-0.333195,0.209938,-0.819052,1
-0.82179,-0.434527,-0.129292,0.093247,-0.328796,1
-1.204558,-0.624084,-0.202642,0.119848,-0.499375,1
-1.740237,-0.923731,-0.28749,0.181144,-0.704286,1
-1.348351,-0.722512,-0.236193,0.142236,-0.553471,1
-1.740804,-0.954203,-0.304216,0.187162,-0.698942,1
-1.298621,-0.708024,-0.218001,0.139997,-0.515034,1
-1.283377,-0.674045,-0.209838,0.136888,-0.524872,1
-1.307919,-0.708667,-0.223286,0.141148,-0.525552,1
-1.358558,-0.727896,-0.215926,0.147038,-0.535913,1
-0.770832,-0.417578,-0.153137,0.076277,-0.318221,1
-1.732599,-0.946408,-0.228529,0.076078,-0.713801,1
-1.784585,-0.971476,-0.292438,0.18527,-0.715929,1
-1.341716,-0.727625,-0.220512,0.117956,-0.532868,2
-0.578257,-0.312253,-0.106425,0.0627,-0.235477,1
-1.211069,-0.666661,-0.225641,0.11981,-0.494641,1
-1.180864,-0.615797,-0.187158,0.130934,-0.48561,1
-1.123562,-0.593302,-0.197385,0.101283,-0.465044,1
-1.397576,-0.725271,-0.219474,0.137117,-0.560442,1
-1.409888,-0.766724,-0.240987,0.149365,-0.572645,1
-1.512632,-0.823624,-0.256687,0.164189,-0.607388,1
-0.985818,-0.523131,-0.144203,0.114907,-0.395038,1
-1.272382,-0.710641,-0.20385,0.154883,-0.495831,1
-1.879094,-1.025872,-0.313822,0.206634,-0.744486,1
-1.784138,-0.946529,-0.299603,0.192614,-0.739595,1
-1.468535,-0.791128,-0.24705,0.153461,-0.590809,1
-3.032883,-1.687574,-0.494383,0.372794,-1.245921,1
-0.590391,-0.32927,-0.122479,0.058017,-0.236891,1
-1.399946,-0.803502,-0.215766,0.145746,-0.55119,1
-1.013319,-0.54965,-0.188991,0.10065,-0.410467,1
-0.969765,-0.537117,-0.172315,0.113185,-0.390452,1
-0.928229,-0.492506,-0.154388,0.093983,-0.387027,1
-1.157484,-0.641336,-0.211552,0.102617,-0.454043,2
-0.866896,-0.466557,-0.162904,0.084367,-0.351846,1
-0.662105,-0.373183,-0.137188,0.06887,-0.269379,1
-1.767151,-0.942717,-0.298126,0.18814,-0.718807,1
-1.368489,-0.724125,-0.210026,0.150422,-0.551493,1
-1.183406,-0.638902,-0.204911,0.122861,-0.47811,1
-1.681702,-0.917034,-0.298382,0.172405,-0.681236,1
-1.479853,-0.770875,-0.237485,0.150001,-0.600041,1
-1.170483,-0.631734,-0.213947,0.11334,-0.474967,1
-0.967409,-0.510495,-0.171493,0.09221,-0.395206,1
-1.097663,-0.606377,-0.182553,0.118749,-0.440766,1
-0.531759,-0.277703,-0.087229,0.06034,-0.215754,1
-2.275646,-1.215436,-0.383502,0.243713,-0.928517,1
-0.981599,-0.520972,-0.179929,0.096126,-0.402056,1
-1.224594,-0.677261,-0.201528,0.135857,-0.494642,1
-1.224075,-0.657289,-0.219419,0.129618,-0.50487,1
-0.780544,-0.430184,-0.152053,0.085451,-0.320362,1
-1.527638,-0.832319,-0.247206,0.175122,-0.612451,1
-0.71013,-0.416229,-0.120816,0.078918,-0.291919,1
-0.886765,-0.476853,-0.166768,0.084427,-0.361311,1
-2.008152,-1.075023,-0.344422,0.211637,-0.820467,1
-1.818664,-0.981224,-0.311151,0.195005,-0.738162,1
-1.228739,-0.658928,-0.201793,0.138468,-0.50267,1
-1.88827,-1.001684,-0.308944,0.199629,-0.772751,1
-0.836912,-0.461125,-0.16512,0.08495,-0.340256,1
-0.77899,-0.420122,-0.132074,0.081897,-0.314068,1
-1.580654,-0.84363,-0.270685,0.170749,-0.649006,1
-1.998026,-1.071833,-0.325718,0.21636,-0.812013,1
-1.404523,-0.770277,-0.233233,0.145055,-0.56344,1
-2.203295,-1.191087,-0.378834,0.232869,-0.892424,1
-2.608448,-1.394615,-0.422944,0.296544,-1.06778,1
-1.116066,-0.608957,-0.205086,0.117307,-0.4536,1
-1.534567,-0.806222,-0.246492,0.161462,-0.621009,1
-1.033673,-0.529649,-0.151413,0.119323,-0.429364,1
-1.3085,-0.705576,-0.227402,0.141773,-0.540017,1
-1.437335,-0.779054,-0.23238,0.154683,-0.564997,1
-1.678246,-0.900644,-0.27012,0.177271,-0.661993,1
-2.430394,-1.286499,-0.390583,0.26775,-0.996743,1
-1.407999,-0.748002,-0.231269,0.132569,-0.565348,2
-0.928269,-0.510343,-0.177492,0.092394,-0.373111,1
-1.376607,-0.744157,-0.249343,0.140041,-0.557964,1
-0.973102,-0.51935,-0.146112,0.119268,-0.385739,1
-1.214176,-0.688541,-0.190999,0.12216,-0.46894,1
-1.829059,-0.983199,-0.300712,0.192943,-0.732137,1
-1.400206,-0.764095,-0.240473,0.150464,-0.560859,1
-2.398805,-1.29417,-0.398311,0.239139,-0.973606,1
-1.146101,-0.618222,-0.206112,0.123029,-0.475399,1
-1.971772,-1.043569,-0.331406,0.20003,-0.805804,1
-1.927018,-1.059211,-0.337754,0.203185,-0.778413,1
-0.484898,-0.248706,-0.072432,0.057402,-0.194424,1
-1.053461,-0.568717,-0.194233,0.105091,-0.424687,1
-1.413493,-0.762015,-0.228489,0.151404,-0.562098,1
-0.943221,-0.504432,-0.173311,0.08969,-0.382851,1
-1.376814,-0.735051,-0.235579,0.144228,-0.559228,1
-0.578976,-0.322405,-0.122977,0.055181,-0.232357,1
-1.185392,-0.626017,-0.185468,0.109884,-0.476173,2
-0.422775,-0.23719,-0.093152,0.04539,-0.175042,1
-2.614795,-1.403308,-0.435243,0.280405,-1.063594,1
-0.671493,-0.373287,-0.116809,0.055982,-0.279227,1
-1.774575,-0.935243,-0.27411,0.18549,-0.707307,1
-2.930093,-1.559426,-0.48451,0.299992,-1.188042,1
-1.900496,-1.025868,-0.323761,0.204706,-0.769289,1
-1.636292,-0.870414,-0.274047,0.160883,-0.664091,1
-1.664604,-0.889783,-0.268998,0.184447,-0.669184,1
-0.784569,-0.403518,-0.117281,0.089549,-0.327698,1
-0.933236,-0.514809,-0.155681,0.100928,-0.384826,1
-0.604457,-0.338185,-0.129857,0.067237,-0.251549,1
-1.554338,-0.816223,-0.245352,0.165884,-0.628731,1
-1.194831,-0.660561,-0.194408,0.131004,-0.47233,1
-1.019333,-0.564361,-0.164659,0.112214,-0.392704,1
-1.995724,-1.071414,-0.33084,0.213247,-0.806556,1
-1.248965,-0.664405,-0.220201,0.128887,-0.513729,1
-0.867257,-0.475319,-0.164614,0.097784,-0.360353,1
-0.426997,-0.196114,-0.090335,0.034886,-0.206182,1
-1.71274,-0.932535,-0.284365,0.166932,-0.692919,1
-1.541974,-0.81298,-0.246663,0.1677,-0.626394,1
-1.405336,-0.76141,-0.229275,0.155412,-0.55833,1
-0.869867,-0.476063,-0.167011,0.086174,-0.348868,1
-1.885158,-1.015784,-0.301829,0.205171,-0.763834,1
-1.540569,-0.822222,-0.234119,0.17556,-0.616918,1
-1.26961,-0.671861,-0.207025,0.115408,-0.509618,2
-1.054815,-0.584879,-0.178671,0.080027,-0.432385,1
-1.919458,-1.021622,-0.323447,0.203203,-0.78665,1
-0.613324,-0.300169,-0.092029,0.059803,-0.249779,1
-1.218073,-0.630948,-0.199836,0.117132,-0.504272,1
-0.778775,-0.4276,-0.154185,0.078554,-0.31589,1
-2.739038,-1.505164,-0.430225,0.23918,-1.139988,1
-1.069821,-0.578918,-0.190708,0.11296,-0.4362,1
-1.319531,-0.706328,-0.209579,0.149987,-0.539161,1
-0.939037,-0.505517,-0.145207,0.095871,-0.362604,1
-2.033911,-1.099568,-0.341388,0.215159,-0.814335,1
-0.494518,-0.283753,-0.112007,0.049548,-0.196012,1
-2.188539,-1.179939,-0.371442,0.226243,-0.893085,1
-0.721448,-0.394451,-0.113173,0.08308,-0.276239,1
-1.447197,-0.792362,-0.265383,0.146496,-0.582945,1
-1.348346,-0.74847,-0.222346,0.131036,-0.55681,1
-1.040588,-0.557424,-0.167515,0.111128,-0.412901,1
-1.066573,-0.577178,-0.192052,0.10565,-0.426949,1
-1.153216,-0.601628,-0.173789,0.121809,-0.467088,1
-2.318194,-1.243564,-0.379381,0.248099,-0.940704,1
-0.901043,-0.494719,-0.170282,0.091778,-0.363017,1
-1.455492,-0.766064,-0.22643,0.161467,-0.590568,1
-1.304424,-0.701089,-0.207307,0.144906,-0.523976,1
-1.263394,-0.673988,-0.227121,0.126309,-0.518644,1
-1.25531,-0.672077,-0.213858,0.132717,-0.505907,1
-1.258392,-0.66165,-0.213733,0.126992,-0.512366,1
-2.199856,-1.183742,-0.369067,0.232723,-0.885404,1
-1.860803,-0.993355,-0.296266,0.194226,-0.739725,1
-1.272535,-0.688682,-0.215263,0.142777,-0.51454,1
-1.19736,-0.653623,-0.212471,0.1275,-0.486557,1
-1.947282,-1.029242,-0.318257,0.203507,-0.792699,1
-1.832842,-0.955331,-0.287843,0.196495,-0.750822,1
-1.352619,-0.73009,-0.209997,0.151265,-0.533441,1
-1.561078,-0.83802,-0.243811,0.175604,-0.626154,1
-0.370946,-0.179109,-0.027979,0.052396,-0.144931,1
-0.906111,-0.481644,-0.15814,0.076714,-0.364075,2
-1.352072,-0.728413,-0.241693,0.139815,-0.54958,1
-0.866599,-0.465012,-0.161599,0.087537,-0.356309,1
-0.46215,-0.277306,-0.100345,0.042852,-0.197257,1
-1.620504,-0.866453,-0.258489,0.175458,-0.643886,1
-0.529629,-0.294729,-0.114078,0.058263,-0.218037,1
-1.48945,-0.813732,-0.255953,0.157925,-0.591523,1
-1.123659,-0.630121,-0.212867,0.128139,-0.4594,1
-1.580814,-0.836703,-0.240653,0.18087,-0.644622,1
-1.509765,-0.792669,-0.223744,0.159436,-0.595229,1
-0.925917,-0.492594,-0.161108,0.07463,-0.371598,2
-1.300945,-0.702344,-0.227481,0.134113,-0.522249,1
-1.188997,-0.633629,-0.190064,0.137342,-0.489675,1
-0.789892,-0.431339,-0.134096,0.062086,-0.302746,2
-0.939817,-0.498897,-0.168585,0.099696,-0.393905,1
-1.289346,-0.687242,-0.206451,0.140541,-0.5319,1
-1.268549,-0.66152,-0.203653,0.132935,-0.517296,1
-1.512039,-0.81386,-0.25042,0.16109,-0.611372,1
-1.318797,-0.727232,-0.209971,0.146968,-0.507112,1
-0.877349,-0.464356,-0.159494,0.088728,-0.364001,1
-1.705773,-0.902433,-0.277287,0.184005,-0.69383,1
-0.848106,-0.460913,-0.131282,0.056336,-0.322698,2
-0.684819,-0.361246,-0.115983,0.062343,-0.270834,1
-1.778928,-0.951846,-0.284575,0.189626,-0.713423,1
-2.00658,-1.075361,-0.336174,0.206287,-0.809519,1
-1.091936,-0.572993,-0.188753,0.107603,-0.455524,1
-1.247,-0.679392,-0.210233,0.13521,-0.502884,1
-0.613267,-0.324051,-0.133616,0.058228,-0.266625,1
-1.294726,-0.698288,-0.223005,0.11826,-0.519049,2
-2.069126,-1.109667,-0.335571,0.224481,-0.833316,1
-1.085878,-0.564612,-0.181564,0.11687,-0.452325,1
-1.259663,-0.670455,-0.192698,0.135181,-0.496031,1
-1.798441,-0.966156,-0.287373,0.195392,-0.718454,1
-1.731102,-0.922818,-0.280178,0.186855,-0.699984,1
-1.082016,-0.568381,-0.180203,0.096901,-0.434443,1
-1.139109,-0.59529,-0.192162,0.114458,-0.464921,1
-1.957563,-1.063709,-0.331515,0.208194,-0.782384,1
-1.717765,-0.927966,-0.277584,0.185023,-0.679783,1
-0.683185,-0.359352,-0.088056,0.09288,-0.268885,1
-1.056056,-0.571733,-0.195855,0.104828,-0.429428,1
-1.182258,-0.641002,-0.216857,0.119496,-0.482462,1
-1.082036,-0.591788,-0.194309,0.106357,-0.452849,1
-0.983751,-0.548078,-0.174152,0.111215,-0.390371,1
-0.57715,-0.299175,-0.086587,0.071539,-0.239364,1
-1.562811,-0.8329,-0.26766,0.167492,-0.645568,1
-1.45875,-0.802929,-0.252076,0.163238,-0.580676,1
-1.134174,-0.616528,-0.17858,0.120199,-0.44579,1
-1.224021,-0.639053,-0.201619,0.113881,-0.497713,1
-0.92203,-0.522156,-0.156111,0.089809,-0.370369,1
-1.410377,-0.757069,-0.238179,0.134452,-0.566677,2
-1.418046,-0.756617,-0.236212,0.143908,-0.577835,1
-0.798047,-0.428973,-0.135775,0.062077,-0.317327,2
-1.673859,-0.886659,-0.279723,0.173177,-0.681604,1
-2.439206,-1.320051,-0.372247,0.195436,-0.998136,1
-1.509555,-0.804919,-0.232625,0.158741,-0.589699,1
-1.943013,-1.051531,-0.319787,0.207792,-0.774397,1
-1.112617,-0.587561,-0.177673,0.124779,-0.451066,1
-0.942604,-0.512399,-0.159097,0.098081,-0.381808,1
-1.150881,-0.607256,-0.198847,0.126154,-0.480745,1
-1.806979,-0.97755,-0.315821,0.194323,-0.73519,1
-1.232916,-0.664523,-0.222859,0.129569,-0.507208,1
-0.519897,-0.311202,-0.072855,0.060314,-0.19764,1
-1.774186,-0.971101,-0.28926,0.199764,-0.701683,1
-1.428827,-0.76823,-0.2495,0.150677,-0.584856,1
-0.829969,-0.45668,-0.129621,0.089141,-0.333758,1
-1.243337,-0.677484,-0.220464,0.13731,-0.510055,1
-0.940324,-0.566187,-0.139772,0.094134,-0.36234,1
-2.207678,-1.195647,-0.362932,0.236912,-0.880955,1
-1.527962,-0.828904,-0.259207,0.157144,-0.622874,1
-0.979695,-0.534144,-0.185826,0.100623,-0.399149,1
-1.581626,-0.838183,-0.265004,0.164418,-0.643629,1
-0.511794,-0.27437,-0.110683,0.050257,-0.220896,1
-0.941815,-0.499921,-0.161856,0.074783,-0.371767,2
-0.578165,-0.340922,-0.082659,0.037461,-0.232834,1
-1.391928,-0.738189,-0.222362,0.158617,-0.574052,1
-2.361921,-1.282577,-0.398495,0.246167,-0.973441,1
-0.393937,-0.240229,-0.042875,0.053485,-0.112908,1
-1.540076,-0.819715,-0.263786,0.157787,-0.625965,1
-1.356193,-0.720394,-0.228174,0.135358,-0.542972,1
-0.979572,-0.530334,-0.181825,0.101541,-0.397727,1
-1.417468,-0.757442,-0.219229,0.163161,-0.565995,1
-1.111536,-0.587204,-0.158202,0.122853,-0.432853,1
-1.361118,-0.750425,-0.208783,0.107796,-0.56884,1
-1.479588,-0.802896,-0.268051,0.159752,-0.607812,1
-1.751744,-0.961066,-0.301107,0.187998,-0.697253,1
-1.235732,-0.674255,-0.190214,0.136321,-0.503633,1
-1.196827,-0.643137,-0.196452,0.133542,-0.494759,1
-1.824336,-0.980207,-0.31523,0.1895,-0.740452,1
-1.393292,-0.740163,-0.201828,0.161568,-0.553834,1
-1.307049,-0.700165,-0.223597,0.117843,-0.525149,2
-0.567168,-0.316628,-0.126657,0.054228,-0.231603,1
-1.782679,-0.968786,-0.307626,0.194418,-0.721522,1
-1.766133,-0.951738,-0.284366,0.191615,-0.701589,1
-1.524795,-0.803854,-0.2526,0.159664,-0.626601,1
-1.401994,-0.754994,-0.212997,0.157214,-0.549395,1
-1.338145,-0.722598,-0.216269,0.125786,-0.535522,2
-1.921885,-1.055538,-0.321885,0.211992,-0.808611,1
-1.707226,-0.917116,-0.285593,0.184252,-0.69421,1
-1.81119,-0.947859,-0.306809,0.178633,-0.743299,1
-0.755739,-0.40213,-0.133857,0.084335,-0.314534,1
-1.015198,-0.559588,-0.162945,0.107493,-0.380982,1
-1.756385,-0.922793,-0.272998,0.18067,-0.702518,1
-1.168372,-0.636975,-0.184605,0.13116,-0.46111,1
-1.419496,-0.763342,-0.241454,0.148206,-0.568927,1
-0.666473,-0.368811,-0.123525,0.052774,-0.250866,1
-2.01936,-1.103787,-0.341739,0.200176,-0.837129,1
-1.0572,-0.565295,-0.178448,0.109813,-0.424267,1
-1.778499,-0.951098,-0.30857,0.197986,-0.736084,1
-2.275092,-1.238493,-0.38529,0.241509,-0.93241,1
-1.88211,-1.019838,-0.311675,0.193905,-0.742749,1
-1.2077,-0.658931,-0.195001,0.123322,-0.487028,1
-1.62876,-0.878906,-0.281228,0.169086,-0.666537,1
-2.39263,-1.27422,-0.401315,0.247063,-0.976001,1
-1.033798,-0.574947,-0.194144,0.111413,-0.436106,1
-1.183715,-0.615011,-0.187221,0.126405,-0.488627,1
-1.052895,-0.557462,-0.178537,0.096901,-0.41844,1
-1.224335,-0.647563,-0.208876,0.135232,-0.511901,1
-1.848715,-0.999958,-0.304371,0.199234,-0.739972,1
-1.236556,-0.670951,-0.222169,0.126174,-0.49424,1
-0.822189,-0.430128,-0.113744,0.108379,-0.335397,1
-1.701903,-0.906889,-0.286481,0.176517,-0.691558,1
-0.688972,-0.354496,-0.117627,0.063932,-0.281845,1
-1.841977,-0.975079,-0.290197,0.199847,-0.745539,1
-0.883898,-0.476972,-0.139634,0.09401,-0.339825,1
-0.948368,-0.539337,-0.155982,0.105145,-0.351058,1
-1.154576,-0.655069,-0.187618,0.141217,-0.460445,1
-1.697006,-0.892706,-0.279094,0.172817,-0.694362,1
-1.603781,-0.868883,-0.260126,0.165731,-0.638514,1
-1.250906,-0.679557,-0.217977,0.13191,-0.521244,1
-1.924576,-1.032882,-0.308404,0.213276,-0.780505,1
-1.548319,-0.827838,-0.26654,0.16317,-0.631226,1
-0.769507,-0.404479,-0.139702,0.071675,-0.313774,1
-1.019933,-0.545091,-0.173266,0.112111,-0.418538,1
-0.727178,-0.395558,-0.135666,0.070446,-0.291714,1
-1.935891,-1.032265,-0.313992,0.199295,-0.775604,1
-0.564908,-0.340801,-0.109838,0.066759,-0.263159,1
-1.76665,-0.936753,-0.283947,0.185207,-0.710953,1
-1.889899,-1.022088,-0.316117,0.199186,-0.763325,1
-1.663929,-0.900178,-0.282172,0.171868,-0.662381,1
-1.047917,-0.562865,-0.187157,0.106328,-0.426618,1
-1.396812,-0.784961,-0.231031,0.135217,-0.585,1
-2.765617,-1.491884,-0.467638,0.290879,-1.112662,1
-1.830428,-0.984397,-0.297457,0.184461,-0.740089,1
-1.501407,-0.798229,-0.258374,0.158865,-0.616387,1
-1.20383,-0.629681,-0.191297,0.124382,-0.485987,1
-1.098597,-0.594311,-0.201728,0.116038,-0.451935,1
-0.76952,-0.416872,-0.131663,0.075726,-0.333354,1
-0.584945,-0.329488,-0.126519,0.05955,-0.235724,1
-2.535784,-1.369521,-0.432781,0.266234,-1.030366,1
-1.5527,-0.845879,-0.252541,0.175878,-0.614084,1
-0.46108,-0.272559,-0.09102,0.039561,-0.159513,1
-1.636654,-0.890132,-0.265031,0.177117,-0.655453,1
-1.063177,-0.624059,-0.181472,0.152133,-0.471165,1
-1.08803,-0.561302,-0.188207,0.112017,-0.458898,1
-1.486325,-0.813824,-0.256029,0.154928,-0.58518,1
-0.673674,-0.374971,-0.139991,0.063831,-0.268982,1
-0.549556,-0.350082,-0.073391,0.041352,-0.213662,1
-1.665101,-0.886062,-0.277959,0.174049,-0.682386,1
-0.927152,-0.517994,-0.182514,0.097431,-0.380046,1
-0.75557,-0.409693,-0.146351,0.066235,-0.307936,1
-0.686282,-0.358229,-0.100882,0.083174,-0.280089,1
-1.000811,-0.570673,-0.161056,0.07604,-0.421919,1
-2.819941,-1.530834,-0.489796,0.289586,-1.145269,1
-1.409035,-0.749243,-0.226435,0.149158,-0.564332,1
-1.477934,-0.793424,-0.262051,0.155163,-0.609183,1
-1.378315,-0.744516,-0.230462,0.131412,-0.550637,2
-0.220242,-0.086735,-0.063458,0.00648,-0.130184,1
-1.080194,-0.55819,-0.175201,0.106428,-0.440466,1
-1.161848,-0.613228,-0.181736,0.139996,-0.484298,1
-0.90128,-0.481718,-0.143331,0.101356,-0.371405,1
-1.207233,-0.632207,-0.204742,0.128741,-0.502673,1
-0.392683,-0.241809,-0.101233,0.046842,-0.163902,1
-1.343281,-0.700377,-0.237373,0.140002,-0.569723,1
-0.499394,-0.258136,-0.07338,0.065216,-0.208937,1
-2.705494,-1.440049,-0.450082,0.274854,-1.098022,1
-1.55975,-0.852055,-0.261253,0.155176,-0.639252,1
-0.986044,-0.536964,-0.175074,0.080645,-0.390624,2
-2.396706,-1.268461,-0.400175,0.252108,-0.984029,1
-0.945827,-0.500808,-0.154571,0.100352,-0.377775,1
-1.086256,-0.572361,-0.163304,0.116898,-0.429622,1
-2.095076,-1.125664,-0.344367,0.221503,-0.839705,1
-1.274225,-0.67979,-0.211277,0.134752,-0.523851,1
-1.366633,-0.743867,-0.246204,0.141494,-0.55529,1
-1.254038,-0.667321,-0.2243,0.122181,-0.514377,1
-1.391927,-0.735336,-0.227741,0.132576,-0.56421,2
-2.117928,-1.140738,-0.35592,0.233678,-0.861772,1
-1.509892,-0.81905,-0.266327,0.15681,-0.60948,1
-1.082307,-0.576926,-0.173619,0.11558,-0.43117,1
-1.856935,-0.984924,-0.310491,0.19278,-0.754921,1
-1.230056,-0.690126,-0.220043,0.122591,-0.506081,1
-1.50084,-0.80933,-0.241237,0.16485,-0.603206,1
-1.681174,-0.911842,-0.297024,0.17322,-0.678065,1
-1.676698,-0.890709,-0.282212,0.178676,-0.684009,1
-0.808015,-0.431649,-0.097088,0.093616,-0.299196,1
-0.853198,-0.472216,-0.151229,0.09342,-0.369642,1
-1.526433,-0.823321,-0.258608,0.132735,-0.607858,2
-1.16975,-0.624023,-0.207816,0.118162,-0.481727,1
-1.521867,-0.807849,-0.247385,0.162518,-0.615356,1
-0.993487,-0.551364,-0.188353,0.104501,-0.400292,1
-1.900024,-1.022695,-0.316614,0.201914,-0.769698,1
-1.252883,-0.653166,-0.209678,0.129633,-0.532857,1
-1.264812,-0.694999,-0.215977,0.134423,-0.499599,1
-1.380277,-0.756271,-0.227645,0.154432,-0.544089,1
-0.879935,-0.479005,-0.16819,0.087371,-0.356275,1
-1.054525,-0.573135,-0.194445,0.091348,-0.422553,2
-1.855368,-1.010191,-0.311695,0.207398,-0.742076,1
-1.598816,-0.841303,-0.258466,0.154949,-0.655721,1
-1.261188,-0.69137,-0.218794,0.141652,-0.505447,1
-1.188368,-0.641505,-0.204512,0.104539,-0.472006,2
-1.066023,-0.5819,-0.198105,0.111496,-0.434485,1
-2.530305,-1.393561,-0.434123,0.26392,-1.045149,1
-1.311656,-0.695158,-0.221091,0.137531,-0.530312,1
-1.442692,-0.776443,-0.252137,0.149003,-0.586423,1
-5.702574,-3.120429,-0.935971,0.610045,-2.319972,1
-0.926443,-0.491412,-0.170492,0.095456,-0.385564,1
-1.895207,-1.020975,-0.308768,0.205737,-0.763371,1
-0.890657,-0.475758,-0.137469,0.101436,-0.355101,1
-1.01248,-0.55634,-0.171405,0.117768,-0.399719,1
-0.739841,-0.399966,-0.123989,0.081246,-0.297636,1
-1.212926,-0.656517,-0.223585,0.124701,-0.495973,1
-1.049887,-0.571384,-0.175342,0.113481,-0.412089,1
-0.702886,-0.388816,-0.140846,0.055142,-0.304569,1
-1.079823,-0.578199,-0.165339,0.12992,-0.436141,1
-1.123789,-0.590433,-0.183589,0.118369,-0.455124,1
-0.846571,-0.452328,-0.119739,0.106409,-0.329757,1
-3.065392,-1.706663,-0.521579,0.380712,-1.28925,1
-1.765095,-0.958263,-0.299838,0.186251,-0.706253,1
-1.068788,-0.586499,-0.191166,0.114769,-0.425957,1
-0.897809,-0.472841,-0.159381,0.091935,-0.363922,1
-1.362974,-0.735015,-0.210234,0.158344,-0.555288,1
-1.889175,-1.003017,-0.3154,0.196064,-0.770595,1
-2.294428,-1.236479,-0.370517,0.249785,-0.919402,1
-1.309323,-0.696821,-0.200223,0.143017,-0.519773,1
-2.551717,-1.386316,-0.4232,0.279391,-1.02058,1
-1.94068,-1.048038,-0.32087,0.208875,-0.777261,1
-1.825428,-0.996709,-0.290943,0.186834,-0.742751,1
-1.336346,-0.713011,-0.232908,0.133164,-0.552662,1
-0.879608,-0.484582,-0.171739,0.091653,-0.359799,1
-1.65393,-0.883273,-0.270291,0.176832,-0.675804,1
-0.80986,-0.448696,-0.16189,0.082786,-0.327909,1
-1.514694,-0.821031,-0.253377,0.161519,-0.603764,1
-1.42512,-0.754087,-0.234925,0.1556,-0.582334,1
-1.89638,-1.021838,-0.303899,0.205188,-0.751638,1
-1.622042,-0.883929,-0.258244,0.182842,-0.636471,1
-1.653154,-0.873072,-0.279344,0.176623,-0.681894,1
-1.643444,-0.88609,-0.292393,0.175696,-0.678051,1
-1.35385,-0.738447,-0.236797,0.144546,-0.544048,1
-1.126905,-0.594147,-0.190833,0.125458,-0.484807,1
-2.314592,-1.240838,-0.377005,0.250925,-0.935747,1
-0.636536,-0.326812,-0.113295,0.062402,-0.265159,1
-0.958973,-0.534683,-0.177311,0.104635,-0.382625,1
-1.148957,-0.618878,-0.203045,0.119599,-0.467503,1
-1.388561,-0.743462,-0.219215,0.155002,-0.553605,1
-1.251297,-0.667308,-0.189417,0.158531,-0.506793,1
-1.170689,-0.634554,-0.212705,0.118136,-0.477224,1
-1.339812,-0.719392,-0.227253,0.136609,-0.537102,1
-0.097475,-0.04098,-0.035652,-0.004419,-0.10631,1
-1.500072,-0.809571,-0.262389,0.152718,-0.6077,1
-1.254099,-0.671837,-0.201465,0.13343,-0.495911,1
-1.912439,-1.054749,-0.310861,0.166688,-0.820174,1
-2.077459,-1.119547,-0.343641,0.217096,-0.828721,1
-2.407355,-1.289109,-0.408366,0.245556,-0.982427,1
-1.059282,-0.568167,-0.178964,0.090854,-0.422472,2
-1.066007,-0.594401,-0.205463,0.114301,-0.434504,1
-2.337503,-1.263201,-0.392208,0.251748,-0.939962,1
-2.085576,-1.123139,-0.338339,0.224224,-0.836538,1
-0.741314,-0.395363,-0.13856,0.072722,-0.307167,1
-1.868681,-0.975405,-0.29803,0.197186,-0.769546,1
-1.176807,-0.651421,-0.192012,0.0947,-0.494846,1
-1.531549,-0.824236,-0.269988,0.164831,-0.63435,1
-1.980765,-1.077936,-0.332865,0.208985,-0.80676,1
-1.261328,-0.677208,-0.21902,0.127776,-0.505648,1
-1.836478,-0.984809,-0.297882,0.198984,-0.737092,1
-1.363217,-0.744839,-0.217075,0.15181,-0.543963,1
-0.872986,-0.483036,-0.138524,0.106171,-0.33747,1
-3.015513,-1.622138,-0.498201,0.315812,-1.213756,1
-1.315617,-0.699702,-0.206229,0.139286,-0.520333,1
-1.372546,-0.745195,-0.242052,0.142365,-0.566713,1
-1.037406,-0.522163,-0.169519,0.099381,-0.434429,1
-1.2098,-0.651047,-0.199818,0.133054,-0.482882,1
-0.674482,-0.359322,-0.125763,0.062384,-0.269593,1
-1.024919,-0.542891,-0.176547,0.107468,-0.419325,1
-1.46821,-0.787392,-0.23884,0.154777,-0.590008,1
-2.374954,-1.27401,-0.374594,0.209598,-0.981607,1
-0.988272,-0.513166,-0.168924,0.103225,-0.415849,1
-0.500024,-0.271981,-0.108935,0.04944,-0.208798,1
-1.125423,-0.593345,-0.167287,0.121025,-0.442363,1
-1.086547,-0.589763,-0.203966,0.108942,-0.446185,1
-1.217128,-0.663204,-0.20762,0.132823,-0.479943,1
-0.66656,-0.3245,-0.09218,0.077584,-0.283769,1
