@relation car-evaluation_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A7-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Class {1,2,3,4}

@data
-0.007429,0.006676,0.06524,-0.002283,-0.00455,0.017062,2
-0.02766,-0.013607,0.049707,0.015997,-0.073052,-0.004318,4
0.040468,0.019179,0.004245,0.013763,-0.020647,-0.036102,1
-0.013856,0.007998,0.109399,0.018766,-0.002454,-0.030584,2
0.007941,0.02017,-0.001779,0.013718,-0.0254,-0.000192,1
-0.050515,-0.035788,0.093004,0.006652,-0.028356,-0.003033,1
-0.042884,0.021288,0.086804,-0.011771,-0.042411,-0.027986,2
-0.038074,-0.009627,0.106579,0.024472,-0.005406,-0.024521,1
-0.033174,0.055605,0.06115,0.047413,-0.037852,0.036803,1
-0.017076,0.031111,0.066312,0.017065,0.0095,0.049824,1
-0.022704,0.003866,0.03956,0.040473,-0.026256,-0.041776,1
0.01543,-0.022382,0.009444,-0.00024,-0.020097,-0.002556,1
0.009953,-0.010101,0.015848,0.020095,-0.054545,0.010332,3
-0.064153,0.043497,0.066283,0.009467,-0.054813,-0.001219,1
-0.016529,0.003574,0.067442,-0.028958,-0.016255,-0.004192,1
0.0426,0.035079,-0.005437,0.009585,-0.026593,0.012087,1
0.014909,0.007372,0.005701,0.044571,-0.007749,-0.027125,1
-0.047079,0.032179,0.031078,-0.022807,-0.057412,-0.006249,1
-0.043613,0.058322,0.067629,0.045839,-0.033706,0.018462,1
-0.065153,0.029059,0.056256,0.001344,-0.06836,0.018696,1
0.014476,0.017899,0.059697,0.007776,-0.012702,-0.044757,2
-0.11159,0.022684,0.070669,0.029004,-0.04717,-0.009009,1
0.011656,-0.034914,0.047662,-0.028181,-0.036294,0.022556,1
-0.032012,0.008044,0.026329,0.026598,-0.041604,0.007987,2
-0.006177,0.020085,0.003225,0.054223,-0.003101,0.007211,1
-0.048357,-0.017671,0.080709,0.001262,-0.047709,-0.033431,2
-0.029818,-0.031724,0.062002,0.021388,-0.053698,0.02608,2
-0.023679,-0.009309,0.079927,0.0424,0.023695,-0.023723,1
-0.057393,0.03798,0.05833,0.05312,-0.040805,0.042865,1
0.010954,0.004337,0.025875,0.028218,-0.040997,-0.009583,2
-0.011781,0.028327,0.041862,0.008318,0.026898,0.029367,1
-0.055539,0.010316,0.047722,-0.014224,0.016386,-0.004166,1
-0.015857,-0.020878,0.089346,0.00252,-0.029549,0.009246,2
0.001671,0.009778,0.063038,0.024392,0.007155,0.038317,2
0.001833,-0.052221,0.01819,-0.004546,-0.010145,0.029416,1
-0.029,-0.007788,0.053983,0.041098,-0.057201,-0.001404,2
-0.068318,0.004412,0.04845,0.001179,0.022835,0.000323,1
-0.09053,0.007755,0.075757,0.020565,-0.038412,0.035241,1
0.017431,0.006495,0.029497,0.016006,0.006998,-0.042385,1
0.000878,-0.01194,0.068444,0.003469,-0.00275,-0.012785,1
-0.011234,0.00079,0.042992,-0.037706,0.001142,-0.024649,1
0.001697,0.011995,0.060425,0.023179,-0.006253,-0.040269,2
-0.009925,0.00977,0.038832,0.02507,-0.032705,-0.046264,2
-0.007272,-0.004084,0.032892,-0.02392,-0.050999,0.026494,2
-0.051713,0.069658,0.079858,0.027287,-0.031863,-0.022708,1
-0.051192,0.039904,0.0836,-0.017524,-0.044211,0.001862,1
0.002494,-0.017526,0.04252,0.0368,0.032801,-0.007499,1
0.045612,0.019247,0.022217,0.024085,-0.04219,0.002696,3
0.020418,-0.011555,0.059763,0.031718,0.004809,0.02681,2
-0.030162,0.03162,0.028221,-0.033445,-0.013562,-0.020711,1
-0.098811,0.028588,0.069941,0.0136,-0.053619,-0.013497,1
-0.002441,0.018457,0.062554,0.018413,-0.056551,-0.030295,2
-0.017873,0.060632,0.084218,0.003445,-0.029553,0.017054,1
-0.036025,0.009438,-0.011351,0.003975,-0.039555,0.037292,1
-0.029855,0.025208,0.06704,0.032469,0.015949,0.054312,1
-0.011416,0.010287,0.024947,-0.026118,-0.015908,-0.032218,1
-0.018723,0.043342,0.031769,-0.023748,-0.004161,-0.022285,1
-0.050395,0.010383,0.065694,-0.003903,-0.005157,0.034632,1
-0.020395,0.061509,0.060422,0.03201,-0.044301,0.032314,1
-0.000309,0.034358,0.052872,0.014235,-0.062498,0.017893,4
-0.041477,0.022982,0.045447,0.034359,-0.010503,0.048318,1
-0.027176,0.013571,0.058488,-0.017732,-0.015752,0.048484,1
-0.027206,0.028369,0.058604,0.070144,-0.033749,0.029784,2
-0.012963,0.023386,0.01379,0.011782,-0.003701,0.041713,1
-0.015277,0.016982,0.005428,0.027548,-0.014805,-0.014044,1
-0.005271,0.024793,0.052945,-0.007674,-0.023904,-0.013335,2
-0.055053,0.0466,0.064081,0.036142,-0.043108,0.020036,1
-0.024221,0.002167,0.028287,-0.009502,0.003948,0.050856,1
0.000024,0.022009,0.028495,-0.016421,-0.006507,-0.033792,1
-0.022188,0.025352,0.055802,0.002964,-0.067753,0.001126,4
-0.014761,0.038468,0.021669,-0.009962,-0.056302,0.028858,1
-0.073733,-0.038975,0.10021,0.020482,-0.017761,-0.016885,1
-0.057155,0.015901,0.073647,-0.047555,-0.019165,-0.009452,1
-0.037302,-0.040411,0.03828,0.028044,-0.029852,0.010111,1
-0.039319,0.041099,0.033152,0.028969,-0.029857,0.01792,1
-0.079883,-0.002242,0.084712,0.009339,-0.038915,-0.017435,1
-0.038318,0.055538,0.043179,0.037092,-0.016309,-0.001995,1
0.027027,-0.02142,-0.019356,-0.01218,-0.057144,0.005302,1
-0.019823,0.035235,0.111945,-0.003964,-0.006557,-0.023565,2
0.025097,0.005685,0.071264,-0.002238,0.000203,-0.018848,1
-0.049086,0.019363,0.061534,0.058872,-0.039005,0.013017,2
0.000696,-0.002443,0.050399,0.015056,-0.019801,-0.020354,2
-0.055872,0.022664,0.072099,0.016432,-0.039605,0.04752,1
0.03116,0.023357,-0.008985,-0.000112,-0.035995,0.013661,1
0.000999,0.034231,0.041134,-0.007086,0.020449,0.024879,1
0.024097,-0.008753,0.061237,-0.010361,-0.013345,0.001067,2
0.007513,-0.020543,0.039718,-0.030379,-0.001203,-0.036156,1
-0.005995,0.010588,0.02127,0.042635,0.01395,0.01478,1
-0.075229,0.012781,0.098825,-0.023404,-0.030113,0.015493,1
-0.018535,-0.009241,0.097898,0.052721,0.002152,0.015074,2
-0.002644,-0.025502,0.034622,0.023911,-0.031045,0.022389,2
-0.015914,-0.01645,0.031491,-0.00375,0.005748,0.021009,1
-0.04756,-0.047192,0.062803,0.014883,-0.008656,-0.000661,1
-0.013083,-0.022785,0.0411,0.022337,-0.026899,0.004049,2
-0.03183,-0.001453,0.044375,0.015011,-0.024554,0.015556,1
-0.024377,0.01388,0.00763,0.000873,-0.02651,-0.035299,1
-0.035978,0.064158,0.048929,0.020114,-0.018612,-0.024824,1
-0.038132,-0.005199,0.048724,0.018203,0.029891,-0.012759,1
-0.053714,0.040781,0.059804,0.011041,-0.058958,0.017122,1
-0.039414,-0.003809,0.110855,0.049573,0.010444,-0.021607,1
0.00828,-0.000087,-0.016082,-0.019506,-0.054798,0.016809,1
-0.005266,-0.026446,0.040446,-0.014975,0.005245,-0.031668,1
0.022575,0.006562,0.047469,0.026328,-0.014545,-0.003588,2
-0.007616,0.067413,0.059694,0.016606,-0.05075,0.027826,1
0.014268,0.025179,0.044264,0.020575,-0.016345,0.02626,3
-0.024585,0.02116,-0.007803,0.013672,-0.030153,0.035718,1
0.00399,-0.034104,0.005895,-0.009937,-0.029499,-0.000982,1
-0.025175,0.042447,0.078541,-0.001486,0.011343,0.008655,1
-0.035396,-0.021264,0.098026,-0.025729,-0.037108,-0.03035,1
-0.045953,0.049702,0.061878,0.062817,-0.031403,0.041291,1
-0.012937,0.025602,0.011178,0.01057,-0.017108,-0.036873,1
-0.001462,-0.02056,0.062693,0.020447,-0.000447,0.010044,1
-0.02532,-0.004987,0.055458,-0.000981,-0.075355,-0.027147,2
-0.080122,0.011684,0.008812,0.014657,-0.020668,-0.013241,1
-0.023006,0.001416,0.06382,-0.016746,-0.06425,0.02861,3
-0.014756,-0.012771,0.00917,-0.017263,-0.027153,0.010525,1
0.018953,-0.008821,0.043266,-0.020682,0.008198,-0.03773,1
0.021085,0.007079,0.033583,-0.02486,0.002252,0.010458,1
-0.055048,-0.00464,0.051581,0.028841,-0.013959,0.001703,1
0.01677,-0.028201,0.005167,-0.025341,-0.035948,-0.00547,1
0.022394,0.016059,0.029423,0.037915,-0.031596,-0.011157,2
-0.023245,0.015342,-0.012079,-0.011429,-0.046004,0.032804,1
-0.028975,-0.006525,0.104377,0.051147,0.006298,-0.003267,1
-0.007465,0.064561,0.017273,-0.002463,-0.01181,-0.031428,1
0.016613,-0.017441,0.037515,-0.003704,0.010501,-0.014901,1
-0.042779,-0.02813,0.044685,0.048379,-0.0643,0.022999,2
-0.029875,-0.027295,0.004147,0.015118,-0.018401,0.037843,1
-0.024867,0.036989,0.064354,0.053166,-0.036052,0.006955,2
-0.087371,0.04031,0.073489,0.023297,-0.044218,-0.015071,1
-0.016559,0.018372,0.067558,0.058918,-0.034252,-0.022893,2
-0.065492,0.049316,0.070559,0.034568,-0.038962,0.001695,1
-0.053689,0.042044,0.110197,0.021091,0.004541,0.015259,1
-0.054563,0.023491,0.007356,-0.016151,-0.033566,-0.022218,1
-0.004317,-0.015488,0.002691,-0.015689,-0.031299,0.028866,1
0.010281,0.02879,0.003971,-0.00326,-0.027703,-0.023021,1
-0.00563,-0.007453,0.004355,0.008199,-0.028856,-0.046806,1
0.001879,0.002498,0.078471,0.011592,0.010798,-0.0327,1
-0.034352,-0.000576,0.020579,0.043576,-0.039301,0.030816,2
-0.01031,-0.024692,-0.007145,0.042155,-0.02425,-0.001148,1
-0.051759,0.014939,0.019577,0.011149,-0.052806,0.039409,1
-0.048622,-0.005962,0.007422,0.007792,-0.016055,0.04935,1
-0.014605,-0.00747,0.027331,0.059025,-0.028099,-0.000606,2
0.025713,-0.014339,0.035313,0.022971,0.022206,0.006353,1
-0.014574,-0.022268,0.027215,-0.028851,-0.010102,0.018094,1
-0.042451,0.010761,0.032808,0.025024,-0.037458,-0.010354,2
-0.035604,-0.013984,0.082593,-0.01293,-0.040751,0.040667,3
-0.067129,0.001445,0.086596,-0.004852,-0.031956,0.056663,1
-0.066493,0.034877,0.060532,0.026445,-0.05251,0.02161,1
-0.047564,0.004048,0.075303,0.022184,-0.037805,0.017672,2
-0.02432,0.009452,0.065484,0.007142,-0.061807,-0.047062,2
-0.051097,0.049634,0.043907,0.052496,-0.00986,0.002493,1
-0.011906,0.033395,0.081671,0.026175,-0.02545,0.010036,4
-0.036979,0.049719,0.038902,0.011991,-0.03216,-0.004909,1
-0.025862,-0.028689,0.041828,0.037741,-0.02045,0.008537,2
-0.007178,0.005646,-0.006801,0.0461,-0.016648,0.027125,1
0.024348,-0.009783,-0.010804,0.038022,-0.025443,0.01113,1
-0.038752,0.066065,0.097175,0.000296,-0.021261,-0.019627,1
-0.015605,-0.021908,0.017305,0.050902,-0.041647,0.019309,2
-0.032992,0.046108,0.079195,0.035826,-0.020801,0.044371,1
0.002338,0.028412,0.036858,-0.032187,0.004598,0.021965,1
-0.041597,-0.023189,0.072757,0.044915,-0.033702,0.010653,2
0.011495,0.027086,0.09251,0.000758,-0.018995,0.031457,3
0.048567,0.007843,-0.007984,0.032315,-0.02249,0.005068,1
-0.028671,0.031103,0.042106,0.017743,-0.030359,-0.034757,2
-0.085417,0.014468,0.033262,0.023404,-0.038065,0.007216,1
-0.017529,-0.010864,0.057415,-0.037081,-0.029802,0.015722,2
0.023733,0.010241,0.025147,0.012814,-0.047446,-0.014071,3
0.004809,-0.010169,-0.002123,0.009773,-0.033002,-0.028465,1
0.008301,0.052415,0.046811,-0.002155,-0.020448,0.033279,1
-0.02039,0.010269,0.047923,0.024708,-0.015152,0.013982,2
-0.024138,-0.000045,0.083529,-0.004445,-0.044757,-0.039493,2
-0.022912,0.011146,0.024127,0.053273,-0.0299,0.029242,2
0.008123,0.010673,0.016266,0.002131,-0.008349,0.007377,1
-0.054506,0.019062,0.065211,-0.009881,-0.068863,-0.033981,2
-0.061449,0.033123,0.108123,-0.030685,-0.023014,-0.00891,1
-0.033321,-0.000936,0.030489,-0.036177,-0.007756,0.029601,1
-0.031987,0.009307,0.076723,0.036648,0.021895,0.006124,1
-0.001341,0.025611,0.035384,0.009892,0.022752,0.047708,1
0.023009,-0.003965,-0.006528,0.063123,-0.009592,0.014044,1
-0.041273,0.066942,0.073379,0.028862,-0.036009,-0.004367,1
-0.007434,0.057916,0.077739,0.005019,-0.033699,0.035395,1
-0.021386,-0.055408,0.025397,0.009283,0.00045,0.015564,1
-0.00797,-0.016073,-0.001395,0.025177,-0.026553,-0.023977,1
0.00447,0.010088,0.01218,0.042997,-0.003603,-0.045466,1
0.00213,0.001468,0.006429,0.059975,-0.001301,-0.022637,1
-0.011724,0.023899,0.099717,0.014587,-0.0084,0.017604,2
0.013909,-0.007067,-0.004325,0.036448,-0.021297,-0.00721,1
-0.05621,0.042921,0.086402,0.049656,-0.010207,0.030519,1
-0.063538,0.023474,0.030332,0.034676,-0.032809,0.023982,1
-0.056821,0.011706,0.109853,0.017146,-0.003061,-0.013014,1
-0.035306,0.039705,0.070833,0.051592,-0.031906,-0.011386,2
-0.016277,0.002544,-0.004599,0.019425,-0.028353,0.005871,1
0.016249,0.001553,0.001425,0.01947,-0.0236,-0.030039,1
-0.041753,0.022749,0.067095,-0.024073,-0.061904,0.040117,1
-0.041269,0.015702,0.06088,0.02156,-0.00686,-0.0227,1
0.020721,0.026073,-0.002507,-0.001686,-0.031849,-0.00468,1
0.015273,-0.011622,0.041792,0.021397,0.026352,-0.011987,1
-0.033628,0.01363,0.052254,-0.006733,-0.077155,0.002701,4
-0.044281,0.031535,0.033226,0.00706,0.008737,-0.013309,1
-0.073977,0.02619,0.03681,0.033102,-0.028663,0.005641,1
-0.021244,0.044219,0.007974,0.004817,-0.018908,-0.007025,1
-0.07441,0.036717,0.090806,-0.003694,-0.033616,-0.011991,1
0.007331,-0.011046,0.021672,-0.018792,-0.018254,-0.043725,1
-0.075568,0.033038,0.113128,0.00982,-0.000715,-0.001507,1
-0.03957,0.042129,0.105193,-0.019414,-0.017758,0.007857,1
-0.059676,0.016778,0.049851,-0.01899,-0.033912,0.005808,1
0.017098,0.018843,0.053873,0.046662,-0.048993,0.0093,4
-0.014276,0.031421,0.015454,0.035671,-0.001258,-0.033959,1
-0.037736,-0.029884,0.092276,-0.008751,-0.034805,-0.007521,1
-0.010743,-0.014166,0.046851,0.005359,-0.029202,-0.01878,2
-0.043427,-0.002415,0.073174,0.02695,0.012494,0.007698,1
0.002312,-0.008029,0.024475,0.048388,0.01575,-0.015068,1
-0.054381,0.013994,0.025401,-0.027738,-0.016515,-0.014649,1
0.000514,0.007054,0.032354,0.026644,-0.036851,-0.027923,2
-0.046559,-0.032753,0.07283,0.023006,0.004892,-0.020575,1
0.001489,0.019275,0.044993,0.035979,-0.009896,0.030748,2
-0.011598,0.019784,0.006902,-0.014531,-0.032959,-0.039787,1
0.037127,-0.003879,-0.011532,0.022618,-0.031892,0.006642,1
-0.013578,0.043409,0.049741,-0.013426,-0.025704,0.016512,1
-0.06667,-0.006865,0.029988,0.030731,-0.040411,-0.004291,1
0.034354,-0.001972,0.036714,0.002801,-0.034542,0.011839,3
-0.048085,0.033802,0.071561,0.066995,-0.025457,-0.006898,1
-0.045099,0.007599,0.041244,-0.01265,0.01224,0.014175,1
0.005173,-0.029163,0.033967,-0.013401,0.0011,-0.013327,1
-0.014881,-0.007703,0.048979,0.000593,-0.079501,-0.008806,4
-0.040748,-0.014052,0.064622,-0.023251,-0.019208,0.00187,1
-0.051734,0.016202,0.06997,0.021198,0.010694,0.037546,1
-0.041295,0.013485,0.063492,0.022772,0.006548,0.055887,1
-0.048596,-0.003745,0.00481,0.006579,-0.029463,-0.029237,1
-0.052526,-0.005517,0.075377,0.000276,0.000789,-0.013557,1
0.005965,-0.007444,0.028561,0.007521,0.011004,0.037775,1
-0.0242,0.055623,0.038174,-0.003413,-0.038608,-0.009397,1
-0.079272,0.028974,0.06126,0.041849,-0.046061,0.026098,1
0.012136,0.009279,0.053947,0.024754,-0.010399,-0.021928,2
-0.084052,0.009912,0.079379,0.008353,0.009584,0.002439,1
0.035173,0.021963,0.028695,0.022511,-0.038044,-0.015645,3
-0.054324,0.009565,0.083256,-0.021468,-0.051812,-0.026412,2
-0.074977,0.011751,0.026784,0.024979,-0.042211,0.025556,1
-0.051551,0.007658,0.03501,-0.001651,-0.049163,-0.031609,2
-0.000976,0.007571,0.018468,-0.024544,-0.020054,-0.013878,1
-0.034942,0.020711,0.106923,0.028417,0.002195,0.003752,2
-0.057337,0.025398,0.055602,-0.035968,-0.036215,-0.017021,1
-0.016377,0.008875,0.085604,0.047331,-0.017201,-0.015324,2
-0.005089,0.015296,0.07099,-0.019261,-0.006853,-0.005766,1
-0.073613,0.007196,0.072901,0.009927,0.005438,0.020779,1
-0.049576,0.034319,0.057676,0.015808,-0.00866,0.007148,1
-0.035301,-0.011534,0.058333,0.04429,-0.002757,-0.029718,1
-0.035457,0.034404,0.052671,-0.024697,-0.03096,-0.000254,1
0.002975,0.061845,0.010794,-0.000889,-0.015956,-0.013088,1
-0.031189,-0.01926,0.005811,0.039007,-0.015958,-0.037829,1
-0.06297,0.048439,0.094355,0.006003,-0.024214,-0.013565,1
0.026051,-0.034595,0.02101,-0.010253,-0.007192,0.023354,1
0.006351,0.027018,0.074538,-0.009564,0.002549,-0.007341,1
0.001651,-0.042724,0.000145,0.007041,-0.027196,0.021847,1
0.005659,0.007121,0.050325,0.036965,-0.058394,0.010874,4
-0.029693,-0.036792,0.022192,0.003531,-0.00135,0.045411,1
0.00435,-0.001859,0.054485,-0.02581,-0.024547,0.032489,2
-0.010384,0.01808,0.09544,-0.010513,-0.02425,0.01469,3
0.035788,0.001939,-0.007256,0.047719,-0.016041,0.009556,1
-0.025867,0.02255,0.054328,0.045043,-0.0496,0.02687,4
0.001974,0.047406,0.000767,-0.009012,-0.029503,0.006827,1
0.032342,0.028298,0.019086,-0.003576,-0.005397,0.001315,1
0.006941,0.005731,-0.011806,0.005595,-0.038948,0.019723,1
0.019745,0.012898,0.03786,0.00024,0.018103,0.013372,1
-0.009566,0.042015,0.087422,0.009197,-0.027753,-0.012793,2
-0.026635,0.002095,0.110127,0.03417,0.003995,-0.026096,1
-0.014484,0.038701,0.000021,0.04847,-0.004901,0.037058,1
0.03831,0.001062,0.01654,0.019154,-0.001294,-0.005704,1
-0.027635,-0.012344,0.1001,0.026047,-0.009552,-0.006181,2
-0.01276,0.067345,0.041723,0.006284,-0.029207,-0.010971,1
-0.014245,0.024776,0.075921,0.043153,-0.023147,0.032864,4
-0.019051,0.004451,0.043646,-0.000393,-0.031002,0.011068,2
-0.074097,-0.019981,0.06412,0.043657,-0.051862,-0.032023,1
-0.035144,-0.022294,0.025985,0.022653,-0.049206,-0.020287,2
-0.056878,0.016134,0.051999,0.010877,0.032237,-0.001252,1
-0.001648,0.040176,0.057148,0.039336,-0.046647,0.020807,4
-0.021573,0.005328,0.019851,0.028172,-0.04575,0.026327,2
-0.013902,-0.046721,0.049119,0.002627,-0.023396,0.031532,1
-0.055903,0.029309,0.011632,0.00895,-0.017715,-0.019304,1
-0.01376,0.052906,0.031696,-0.001839,-0.042754,0.008943,1
-0.030057,-0.017798,-0.013898,0.026705,-0.035452,0.030274,1
-0.046741,-0.023256,0.054785,0.034593,-0.012159,-0.028144,1
0.03021,0.012398,0.028769,0.000602,0.000549,-0.046873,1
0.004011,0.018398,0.068788,0.007414,0.004852,0.015488,2
-0.063658,-0.022698,0.057642,0.045231,-0.056008,-0.013682,1
-0.017617,0.008362,-0.000323,0.044525,-0.012502,0.008785,1
-0.017096,-0.021391,0.003419,-0.000286,-0.02485,0.033354,1
-0.019843,-0.017268,0.049053,-0.021316,-0.040907,-0.040035,1
-0.022063,0.020283,0.015992,-0.014893,-0.015405,0.020458,1
-0.048757,0.058254,0.049657,0.035518,-0.012163,-0.020336,1
-0.027692,-0.007915,0.042246,0.019777,0.025745,0.005582,1
-0.089347,0.012696,0.103829,0.017101,-0.007813,0.022896,1
-0.022402,0.04054,0.030295,0.018331,0.013993,0.003458,1
-0.082404,-0.001365,0.060916,0.037904,-0.053662,-0.002175,1
-0.064174,-0.009959,0.056395,0.003378,-0.012256,0.059035,1
-0.045589,0.030708,0.097969,0.039643,0.002698,0.056429,1
-0.018196,-0.029498,0.083595,0.019498,-0.027246,0.032074,2
-0.033264,-0.005364,0.088344,-0.029908,-0.043054,0.017838,3
-0.028693,-0.022353,0.032219,0.011654,0.012197,0.025497,1
-0.024403,0.011664,0.010242,0.002085,-0.013102,0.043287,1
-0.003259,-0.005478,0.070573,-0.001297,-0.053049,-0.002812,4
-0.019055,0.05569,0.056146,0.006909,-0.060152,0.0294,1
-0.036302,-0.025973,0.048307,0.036167,-0.016305,-0.009804,1
-0.011264,0.015588,0.043108,0.05017,-0.016855,-0.04335,1
0.00113,-0.01297,-0.003597,0.051852,-0.014848,-0.002722,1
-0.018435,-0.015573,0.007696,0.024815,-0.008999,0.036268,1
0.035355,0.012466,0.04674,0.010924,-0.020994,-0.008076,3
-0.016038,-0.011382,0.071301,0.014107,-0.0466,0.001677,4
-0.006631,-0.021891,-0.005671,0.000076,-0.042403,-0.026891,1
-0.048722,0.000369,0.097624,0.035698,-0.004904,0.028155,2
-0.020724,0.014465,0.011716,-0.039994,-0.031256,0.017544,1
-0.026692,0.006523,0.052273,0.0279,0.039293,-0.014333,1
-0.016616,0.022801,0.009704,0.052648,0.001045,-0.01113,1
-0.063174,0.00448,0.066422,0.011501,0.001292,0.03912,1
-0.025659,0.01527,0.069761,0.032243,-0.045957,-0.044148,2
0.014294,0.027396,0.041652,0.019363,-0.029753,-0.052326,2
0.023853,0.056412,-0.002163,0.002259,-0.024247,0.023594,1
-0.057242,0.035128,0.015908,0.034051,-0.001865,-0.016389,1
-0.036276,0.010468,0.06069,-0.044407,-0.027457,0.027229,1
0.01962,0.017966,0.077669,0.018097,-0.034245,-0.00596,4
-0.061011,-0.028643,0.041628,-0.001191,0.011088,-0.00961,1
-0.006792,0.040108,0.039176,0.029014,-0.025104,-0.01799,2
-0.012724,0.00946,0.08969,0.006464,-0.021947,0.037519,3
-0.017253,-0.010631,0.035767,0.021351,0.021599,0.023923,1
-0.026999,0.021089,0.074037,0.057344,-0.030106,-0.041233,1
-0.062475,-0.017756,0.085714,0.041766,-0.02541,-0.026028,1
-0.035124,0.030208,0.088878,0.040004,-0.014855,-0.003817,2
-0.066488,-0.016362,0.048033,0.019144,-0.02336,0.003277,1
-0.030495,0.043968,0.052598,-0.002788,-0.069553,0.030974,1
-0.058342,0.027021,0.096084,0.053834,-0.004261,-0.017669,1
-0.041784,0.029395,0.006628,-0.031555,-0.040015,-0.026706,1
-0.111408,0.013187,0.088714,0.017417,-0.03012,-0.00144,1
-0.020187,0.054229,0.075855,0.01921,-0.040658,-0.038703,2
0.017952,-0.023259,0.033239,-0.028805,-0.005349,-0.017816,1
-0.046923,-0.013759,0.03674,0.04618,-0.029209,-0.035713,1
-0.001133,0.018331,0.050816,-0.002908,0.026395,-0.023309,1
-0.029485,-0.044072,0.037625,-0.009269,0.002293,-0.025606,1
-0.058822,-0.017171,0.0898,0.0009,-0.030156,0.026815,2
-0.039314,-0.01014,0.020653,0.021667,-0.000707,-0.000413,1
-0.111226,0.003691,0.106759,0.005829,-0.013069,0.006129,1
-0.004499,-0.005991,-0.015354,-0.004102,-0.048349,0.021297,1
-0.003139,0.040693,0.043263,-0.011852,-0.02985,0.034853,1
-0.015918,0.03479,0.043991,0.003552,-0.023401,0.039341,1
-0.042274,0.052503,0.063352,0.020739,-0.049557,0.015548,1
0.005168,0.022077,0.046467,-0.0061,-0.02805,0.005005,3
0.061346,0.013746,-0.008712,0.016912,-0.028939,0.00058,1
-0.01129,0.013372,0.045721,0.051383,-0.003447,0.035236,2
0.019563,0.022395,0.019814,0.011828,0.001052,0.005803,1
0.018589,0.010173,0.007176,0.002492,-0.025903,-0.052868,1
-0.041091,0.057445,0.091424,0.017274,-0.018958,0.003202,1
-0.022522,-0.005631,0.057605,0.028886,-0.009206,-0.034207,1
-0.018046,-0.03235,0.041174,0.000428,0.011694,-0.02718,1
-0.020749,-0.021976,-0.000667,0.040581,-0.020104,-0.019489,1
-0.025295,-0.003724,0.105851,0.009069,-0.011855,-0.02901,2
-0.029156,0.002972,0.086332,0.062735,-0.010752,-0.010836,1
-0.037282,0.012091,0.101173,0.045395,0.004498,0.026581,2
-0.061318,-0.014078,0.063392,0.028253,-0.058311,-0.036511,1
-0.024503,0.017995,0.100445,0.029991,-0.001951,0.022093,2
-0.04522,-0.038572,0.068554,-0.002095,-0.010959,-0.02349,1
-0.035639,0.043901,0.034626,-0.01311,-0.04801,-0.007823,1
-0.048394,0.03926,0.085747,0.012343,0.021938,-0.005198,1
-0.038646,0.016647,0.055056,0.060447,-0.043151,0.031358,2
-0.04191,0.033509,0.099443,-0.002436,-0.015456,0.030686,1
-0.029647,0.017927,0.082473,0.01967,0.019592,-0.016705,1
-0.044791,0.002141,0.027057,0.042002,-0.035155,0.012475,2
0.015789,0.009863,0.058033,-0.016113,-0.015145,0.030915,2
0.001307,0.028772,0.026947,0.047566,-0.026947,0.023179,2
-0.0109,-0.003406,0.079199,0.026996,0.017247,-0.028212,1
-0.02715,0.015787,0.055875,-0.018945,-0.029159,-0.030102,1
-0.020031,0.042515,0.096513,0.008835,-0.0102,0.047452,1
0.020236,-0.002058,0.041718,0.043305,-0.012242,0.019241,2
0.030028,0.021895,0.010724,0.012189,-0.016501,-0.054442,1
-0.03366,0.019321,0.044792,-0.002953,0.021642,0.012601,1
-0.0252,0.041184,0.028148,-0.011536,-0.052156,0.010517,1
-0.061526,-0.006797,0.047959,0.041052,-0.061954,0.034506,2
-0.076907,0.038857,0.117404,0.034921,0.015136,0.001407,1
0.01972,0.011635,-0.012534,-0.009809,-0.045397,0.015235,1
0.012933,-0.020242,0.036041,0.038374,0.028655,0.010842,1
0.015091,-0.002125,0.023747,0.032984,0.009301,-0.019556,1
-0.047439,-0.001021,0.035494,0.004328,0.014543,0.037004,1
-0.06765,0.031199,0.082854,0.039959,-0.019608,0.032093,1
-0.04561,-0.021795,0.035076,0.022292,-0.031652,0.039959,1
-0.055721,0.019813,0.029677,-0.002637,-0.000664,-0.011735,1
-0.031653,0.04029,0.074919,0.010725,-0.036652,0.041457,1
0.045976,0.000253,0.058307,0.000911,-0.008089,0.017834,2
0.021393,0.001621,0.019397,0.029792,-0.045143,0.008758,3
-0.013881,0.006735,0.059006,0.008716,-0.065953,-0.028721,2
-0.026843,0.009375,0.094694,0.046969,0.000352,0.044922,2
-0.062789,0.038942,0.1124,-0.005584,-0.007164,-0.005996,1
-0.001497,0.037324,0.014726,0.020267,-0.007707,-0.038447,1
0.024035,0.046915,0.015882,-0.009328,-0.007197,0.031163,1
0.050088,-0.007473,0.005785,-0.004373,-0.02129,0.009723,1
-0.000127,0.024861,0.070917,0.002648,-0.045447,0.025462,4
0.012595,0.035193,0.012334,-0.019025,-0.016598,0.032737,1
-0.040596,-0.00875,0.082783,0.053038,-0.020154,-0.009262,1
-0.039496,-0.000643,0.002607,0.033254,-0.017758,-0.007982,1
-0.051187,-0.011335,0.0711,-0.024825,-0.015062,-0.016471,1
-0.010128,-0.034189,0.0109,0.030568,-0.007199,0.006421,1
